Wavelength (nm),Sum(calc),Na I (5.9e-4),Na II (1.2e-2),Na III (4.5e-21),Mg I (2.5e-3),Mg II (2.0e-2),Mg III (1.2e-5),Al I (2.1e-2),Al II (1.4e-1),Al III (4.1e-6),Si I (2.1e-1),Si II (4.1e-1),Si III (1.9e-5),K I (1.5e-3),K II (4.7e-2),K III (1.3e-12),Ca I (6.2e-4),Ca II (1.5e-2),Ca III (2.1e-4),Cr I (0.0e+0),Cr II (0.0e+0),Mn I (1.1e-4),Mn II (8.7e-4),Fe I (7.6e-3),Fe II (4.2e-2),Fe III (5.7e-6),Cu I (7.1e-4),Cu II (1.7e-3),Zn I (2.9e-3),Zn II (4.6e-3),Y I (0.0e+0),Y II (0.0e+0),La I (1.1e-3),La II (4.9e-2),Ce I (0.0e+0),Ce II (0.0e+0),Pr II (0.0e+0),Nd I (0.0e+0),Nd II (0.0e+0),Eu I (0.0e+0),Eu II (0.0e+0),Dy I (0.0e+0),Dy II (0.0e+0),Ho I (0.0e+0),Ho II (0.0e+0),Er I (0.0e+0),Er II (0.0e+0),Tm I (0.0e+0),Tm II (0.0e+0),Yb I (0.0e+0),Yb II (0.0e+0),Lu I (0.0e+0),Lu II (0.0e+0)
370.71,9.742e+2,3.196e-30,3.994e-28,,2.505e-14,4.824e-17,,1.215e-12,4.037e-2,3.196e-9,8.258e-13,1.659e-15,5.172e-26,,2.308e-14,,9.223e-16,6.152e+2,1.013e-28,0,0,3.177e+0,2.488e-19,2.655e+2,1.181e-17,3.348e-23,2.546e-13,8.771e-20,1.819e-14,4.957e-17,0,0,3.416e+1,5.611e+1,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
370.74,9.568e+2,3.193e-30,3.991e-28,,2.517e-14,4.824e-17,,1.215e-12,3.263e-2,3.270e-9,8.261e-13,1.661e-15,5.509e-26,,4.821e-14,,9.177e-16,5.761e+2,1.012e-28,0,0,3.002e+0,2.488e-19,2.702e+2,1.181e-17,3.344e-23,2.543e-13,8.772e-20,1.819e-14,4.956e-17,0,0,2.962e+1,7.778e+1,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
370.76,9.446e+2,3.190e-30,3.989e-28,,2.526e-14,4.824e-17,,1.215e-12,2.807e-2,3.443e-9,8.262e-13,1.661e-15,5.733e-26,,7.809e-14,,9.147e-16,5.467e+2,1.011e-28,0,0,2.866e+0,2.488e-19,2.725e+2,1.181e-17,3.341e-23,2.541e-13,8.772e-20,1.819e-14,4.956e-17,0,0,2.671e+1,9.587e+1,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
370.79,9.277e+2,3.187e-30,3.985e-28,,2.538e-14,4.824e-17,,1.215e-12,2.210e-2,3.896e-9,8.265e-13,1.663e-15,6.070e-26,,1.589e-13,,9.102e-16,4.987e+2,1.010e-28,0,0,2.642e+0,2.489e-19,2.742e+2,1.180e-17,3.336e-23,2.539e-13,8.772e-20,1.819e-14,4.956e-17,0,0,2.262e+1,1.295e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
370.81,9.186e+2,3.185e-30,3.983e-28,,2.546e-14,4.824e-17,,1.216e-12,1.868e-2,4.333e-9,8.267e-13,1.663e-15,6.294e-26,,2.529e-13,,9.071e-16,4.650e+2,1.010e-28,0,0,2.481e+0,2.489e-19,2.742e+2,1.180e-17,3.333e-23,2.537e-13,8.772e-20,1.819e-14,4.956e-17,0,0,2.009e+1,1.568e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
370.83,9.124e+2,3.182e-30,3.981e-28,,2.555e-14,4.824e-17,,1.216e-12,1.567e-2,4.880e-9,8.269e-13,1.664e-15,6.519e-26,,3.999e-13,,9.041e-16,4.306e+2,1.009e-28,0,0,2.315e+0,2.489e-19,2.731e+2,1.180e-17,3.330e-23,2.535e-13,8.773e-20,1.819e-14,4.956e-17,0,0,1.776e+1,1.886e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
370.86,9.106e+2,3.179e-30,3.978e-28,,2.567e-14,4.824e-17,,1.216e-12,1.190e-2,5.913e-9,8.271e-13,1.665e-15,6.855e-26,,7.846e-13,,8.996e-16,3.786e+2,1.008e-28,0,0,2.062e+0,2.489e-19,2.696e+2,1.180e-17,3.326e-23,2.533e-13,8.773e-20,1.819e-14,4.956e-17,0,0,1.464e+1,2.456e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
370.88,9.155e+2,3.177e-30,3.976e-28,,2.575e-14,4.824e-17,,1.216e-12,9.810e-3,6.746e-9,8.273e-13,1.666e-15,7.080e-26,,1.219e-12,,8.965e-16,3.445e+2,1.007e-28,0,0,1.893e+0,2.489e-19,2.659e+2,1.180e-17,3.323e-23,2.531e-13,8.773e-20,1.819e-14,4.956e-17,0,0,1.282e+1,2.903e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
370.91,9.339e+2,3.173e-30,3.973e-28,,2.588e-14,4.824e-17,,1.216e-12,7.252e-3,8.209e-9,8.276e-13,1.667e-15,7.416e-26,,2.330e-12,,8.920e-16,2.951e+2,1.006e-28,0,0,1.647e+0,2.490e-19,2.584e+2,1.180e-17,3.318e-23,2.529e-13,8.773e-20,1.819e-14,4.955e-17,0,0,1.048e+1,3.682e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
370.93,9.544e+2,3.171e-30,3.971e-28,,2.596e-14,4.824e-17,,1.217e-12,5.877e-3,9.324e-9,8.278e-13,1.668e-15,7.641e-26,,3.558e-12,,8.890e-16,2.638e+2,1.006e-28,0,0,1.489e+0,2.490e-19,2.521e+2,1.180e-17,3.315e-23,2.527e-13,8.774e-20,1.819e-14,4.955e-17,0,0,9.182e+0,4.278e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
370.96,9.985e+2,3.168e-30,3.968e-28,,2.609e-14,4.824e-17,,1.217e-12,4.232e-3,1.119e-8,8.280e-13,1.669e-15,7.978e-26,,6.627e-12,,8.844e-16,2.202e+2,1.005e-28,0,0,1.265e+0,2.490e-19,2.409e+2,1.180e-17,3.311e-23,2.524e-13,8.774e-20,1.819e-14,4.955e-17,0,0,7.595e+0,5.286e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
370.98,1.037e+3,3.165e-30,3.966e-28,,2.617e-14,4.824e-17,,1.217e-12,3.370e-3,1.256e-8,8.282e-13,1.670e-15,8.202e-26,,9.946e-12,,8.814e-16,1.934e+2,1.004e-28,0,0,1.127e+0,2.490e-19,2.323e+2,1.180e-17,3.308e-23,2.522e-13,8.774e-20,1.819e-14,4.955e-17,0,0,6.767e+0,6.034e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.01,1.108e+3,3.162e-30,3.963e-28,,2.629e-14,4.824e-17,,1.217e-12,2.363e-3,1.476e-8,8.285e-13,1.671e-15,8.539e-26,,1.805e-11,,8.769e-16,1.572e+2,1.003e-28,0,0,9.378e-1,2.490e-19,2.180e+2,1.179e-17,3.303e-23,2.520e-13,8.775e-20,1.819e-14,4.955e-17,0,0,5.842e+0,7.264e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.03,1.165e+3,3.160e-30,3.961e-28,,2.638e-14,4.824e-17,,1.217e-12,1.849e-3,1.631e-8,8.287e-13,1.672e-15,8.763e-26,,2.662e-11,,8.738e-16,1.357e+2,1.002e-28,0,0,8.242e-1,2.490e-19,2.077e+2,1.179e-17,3.301e-23,2.518e-13,8.775e-20,1.819e-14,4.955e-17,0,0,5.418e+0,8.150e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.06,1.260e+3,3.156e-30,3.957e-28,,2.650e-14,4.824e-17,,1.218e-12,1.263e-3,1.871e-8,8.289e-13,1.673e-15,9.100e-26,,4.706e-11,,8.693e-16,1.075e+2,1.001e-28,0,0,6.729e-1,2.491e-19,1.915e+2,1.179e-17,3.296e-23,2.516e-13,8.775e-20,1.819e-14,4.954e-17,0,0,5.035e+0,9.558e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.08,1.331e+3,3.154e-30,3.955e-28,,2.658e-14,4.824e-17,,1.218e-12,9.715e-4,2.033e-8,8.291e-13,1.674e-15,9.324e-26,,6.822e-11,,8.663e-16,9.117e+1,1.001e-28,0,0,5.849e-1,2.491e-19,1.803e+2,1.179e-17,3.293e-23,2.514e-13,8.775e-20,1.819e-14,4.954e-17,0,0,4.930e+0,1.054e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.1,1.405e+3,3.152e-30,3.953e-28,,2.667e-14,4.824e-17,,1.218e-12,7.418e-4,2.195e-8,8.293e-13,1.675e-15,9.549e-26,,9.821e-11,,8.632e-16,7.681e+1,1.000e-28,0,0,5.067e-1,2.491e-19,1.691e+2,1.179e-17,3.290e-23,2.512e-13,8.776e-20,1.819e-14,4.954e-17,0,0,4.927e+0,1.154e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.13,1.521e+3,3.148e-30,3.950e-28,,2.679e-14,4.823e-17,,1.218e-12,4.884e-4,2.429e-8,8.296e-13,1.676e-15,9.885e-26,,1.674e-10,,8.587e-16,5.862e+1,9.991e-29,0,0,4.074e-1,2.491e-19,1.525e+2,1.179e-17,3.286e-23,2.509e-13,8.776e-20,1.818e-14,4.954e-17,0,0,5.087e+0,1.304e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.15,1.599e+3,3.146e-30,3.948e-28,,2.687e-14,4.823e-17,,1.218e-12,3.665e-4,2.577e-8,8.298e-13,1.677e-15,1.011e-25,,2.369e-10,,8.557e-16,4.853e+1,9.984e-29,0,0,3.524e-1,2.491e-19,1.418e+2,1.179e-17,3.283e-23,2.508e-13,8.776e-20,1.818e-14,4.954e-17,0,0,5.283e+0,1.403e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.18,1.715e+3,3.143e-30,3.945e-28,,2.700e-14,4.823e-17,,1.219e-12,2.351e-4,2.780e-8,8.300e-13,1.678e-15,1.045e-25,,3.934e-10,,8.511e-16,3.608e+1,9.974e-29,0,0,2.858e-1,2.492e-19,1.266e+2,1.179e-17,3.278e-23,2.505e-13,8.776e-20,1.818e-14,4.954e-17,0,0,5.679e+0,1.546e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.2,1.787e+3,3.140e-30,3.943e-28,,2.708e-14,4.823e-17,,1.219e-12,1.733e-4,2.899e-8,8.302e-13,1.679e-15,1.067e-25,,5.470e-10,,8.481e-16,2.935e+1,9.968e-29,0,0,2.512e-1,2.492e-19,1.173e+2,1.178e-17,3.275e-23,2.503e-13,8.777e-20,1.818e-14,4.953e-17,0,0,5.991e+0,1.635e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.23,1.887e+3,3.137e-30,3.940e-28,,2.721e-14,4.823e-17,,1.219e-12,1.083e-4,3.046e-8,8.305e-13,1.680e-15,1.101e-25,,8.853e-10,,8.436e-16,2.125e+1,9.958e-29,0,0,2.131e-1,2.492e-19,1.050e+2,1.178e-17,3.271e-23,2.501e-13,8.777e-20,1.818e-14,4.953e-17,0,0,6.502e+0,1.754e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.25,1.945e+3,3.135e-30,3.938e-28,,2.729e-14,4.823e-17,,1.219e-12,7.844e-5,3.121e-8,8.307e-13,1.681e-15,1.123e-25,,1.210e-9,,8.405e-16,1.699e+1,9.952e-29,0,0,1.965e-1,2.492e-19,9.798e+1,1.178e-17,3.268e-23,2.499e-13,8.777e-20,1.818e-14,4.953e-17,0,0,6.854e+0,1.823e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.28,2.015e+3,3.131e-30,3.935e-28,,2.741e-14,4.823e-17,,1.220e-12,4.773e-5,3.195e-8,8.309e-13,1.682e-15,1.157e-25,,1.908e-9,,8.360e-16,1.199e+1,9.942e-29,0,0,1.839e-1,2.492e-19,8.963e+1,1.178e-17,3.263e-23,2.496e-13,8.778e-20,1.818e-14,4.953e-17,0,0,7.371e+0,1.905e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.3,2.049e+3,3.129e-30,3.932e-28,,2.750e-14,4.823e-17,,1.220e-12,3.398e-5,3.218e-8,8.311e-13,1.683e-15,1.179e-25,,2.562e-9,,8.330e-16,9.415e+0,9.935e-29,0,0,1.837e-1,2.492e-19,8.566e+1,1.178e-17,3.260e-23,2.495e-13,8.778e-20,1.818e-14,4.953e-17,0,0,7.695e+0,1.946e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.33,2.079e+3,3.126e-30,3.929e-28,,2.762e-14,4.823e-17,,1.220e-12,2.014e-5,3.209e-8,8.314e-13,1.684e-15,1.213e-25,,3.936e-9,,8.284e-16,6.469e+0,9.925e-29,0,0,1.952e-1,2.493e-19,8.239e+1,1.178e-17,3.256e-23,2.492e-13,8.778e-20,1.818e-14,4.953e-17,0,0,8.124e+0,1.981e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.35,2.084e+3,3.123e-30,3.927e-28,,2.770e-14,4.823e-17,,1.220e-12,1.409e-5,3.176e-8,8.316e-13,1.685e-15,1.235e-25,,5.195e-9,,8.254e-16,4.994e+0,9.919e-29,0,0,2.108e-1,2.493e-19,8.214e+1,1.178e-17,3.253e-23,2.490e-13,8.778e-20,1.818e-14,4.953e-17,0,0,8.362e+0,1.988e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.37,2.078e+3,3.121e-30,3.925e-28,,2.779e-14,4.823e-17,,1.220e-12,9.788e-6,3.121e-8,8.317e-13,1.686e-15,1.258e-25,,6.809e-9,,8.224e-16,3.828e+0,9.912e-29,0,0,2.330e-1,2.493e-19,8.356e+1,1.178e-17,3.250e-23,2.489e-13,8.779e-20,1.818e-14,4.952e-17,0,0,8.553e+0,1.981e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.4,2.046e+3,3.118e-30,3.922e-28,,2.791e-14,4.823e-17,,1.221e-12,5.592e-6,3.001e-8,8.320e-13,1.687e-15,1.292e-25,,1.009e-8,,8.178e-16,2.536e+0,9.902e-29,0,0,2.785e-1,2.493e-19,8.907e+1,1.178e-17,3.246e-23,2.486e-13,8.779e-20,1.818e-14,4.952e-17,0,0,8.741e+0,1.946e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.42,2.011e+3,3.115e-30,3.920e-28,,2.799e-14,4.823e-17,,1.221e-12,3.817e-6,2.898e-8,8.322e-13,1.688e-15,1.314e-25,,1.299e-8,,8.148e-16,1.910e+0,9.896e-29,0,0,3.172e-1,2.493e-19,9.514e+1,1.177e-17,3.243e-23,2.484e-13,8.779e-20,1.818e-14,4.952e-17,0,0,8.795e+0,1.905e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0
371.45,1.941e+3,3.112e-30,3.917e-28,,2.812e-14,4.823e-17,,1.221e-12,2.125e-6,2.715e-8,8.325e-13,1.689e-15,1.348e-25,,1.875e-8,,8.103e-16,1.232e+0,9.886e-29,0,0,3.882e-1,2.494e-19,1.081e+2,1.177e-17,3.238e-23,2.482e-13,8.779e-20,1.818e-14,4.952e-17,0,0,8.766e+0,1.823e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.47,1.884e+3,3.110e-30,3.915e-28,,2.820e-14,4.823e-17,,1.221e-12,1.425e-6,2.577e-8,8.326e-13,1.690e-15,1.370e-25,,2.374e-8,,8.073e-16,9.121e-1,9.880e-29,0,0,4.441e-1,2.494e-19,1.195e+2,1.177e-17,3.235e-23,2.480e-13,8.780e-20,1.818e-14,4.952e-17,0,0,8.672e+0,1.754e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.5,1.785e+3,3.106e-30,3.912e-28,,2.832e-14,4.823e-17,,1.222e-12,7.725e-7,2.351e-8,8.329e-13,1.691e-15,1.404e-25,,3.339e-8,,8.027e-16,5.733e-1,9.870e-29,0,0,5.407e-1,2.494e-19,1.410e+2,1.177e-17,3.231e-23,2.477e-13,8.780e-20,1.818e-14,4.952e-17,0,0,8.424e+0,1.635e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.52,1.713e+3,3.104e-30,3.910e-28,,2.841e-14,4.823e-17,,1.222e-12,5.091e-7,2.193e-8,8.331e-13,1.692e-15,1.426e-25,,4.155e-8,,7.997e-16,4.170e-1,9.863e-29,0,0,6.133e-1,2.494e-19,1.583e+2,1.177e-17,3.228e-23,2.476e-13,8.780e-20,1.818e-14,4.951e-17,0,0,8.191e+0,1.546e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.55,1.601e+3,3.101e-30,3.907e-28,,2.853e-14,4.823e-17,,1.222e-12,2.688e-7,1.950e-8,8.334e-13,1.693e-15,1.460e-25,,5.692e-8,,7.951e-16,2.553e-1,9.853e-29,0,0,7.337e-1,2.494e-19,1.891e+2,1.177e-17,3.223e-23,2.473e-13,8.781e-20,1.817e-14,4.951e-17,0,0,7.753e+0,1.403e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.57,1.526e+3,3.098e-30,3.904e-28,,2.861e-14,4.823e-17,,1.222e-12,1.741e-7,1.787e-8,8.335e-13,1.694e-15,1.482e-25,,6.961e-8,,7.921e-16,1.825e-1,9.847e-29,0,0,8.208e-1,2.494e-19,2.128e+2,1.177e-17,3.220e-23,2.471e-13,8.781e-20,1.817e-14,4.951e-17,0,0,7.409e+0,1.304e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.6,1.415e+3,3.095e-30,3.901e-28,,2.874e-14,4.823e-17,,1.222e-12,8.956e-8,1.548e-8,8.338e-13,1.695e-15,1.516e-25,,9.292e-8,,7.876e-16,1.088e-1,9.837e-29,0,0,9.600e-1,2.495e-19,2.531e+2,1.177e-17,3.216e-23,2.469e-13,8.781e-20,1.817e-14,4.951e-17,0,0,6.833e+0,1.154e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.62,1.344e+3,3.093e-30,3.899e-28,,2.882e-14,4.823e-17,,1.223e-12,5.699e-8,1.394e-8,8.340e-13,1.696e-15,1.538e-25,,1.117e-7,,7.846e-16,7.642e-2,9.830e-29,0,0,1.057e+0,2.495e-19,2.831e+2,1.176e-17,3.213e-23,2.467e-13,8.781e-20,1.817e-14,4.951e-17,0,0,6.417e+0,1.054e+3,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.64,1.278e+3,3.090e-30,3.897e-28,,2.890e-14,4.823e-17,,1.223e-12,3.601e-8,1.247e-8,8.342e-13,1.697e-15,1.561e-25,,1.333e-7,,7.815e-16,5.330e-2,9.824e-29,0,0,1.156e+0,2.495e-19,3.154e+2,1.176e-17,3.210e-23,2.465e-13,8.782e-20,1.817e-14,4.951e-17,0,0,5.985e+0,9.558e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.67,1.190e+3,3.087e-30,3.894e-28,,2.903e-14,4.823e-17,,1.223e-12,1.786e-8,1.041e-8,8.344e-13,1.698e-15,1.595e-25,,1.716e-7,,7.770e-16,3.064e-2,9.814e-29,0,0,1.306e+0,2.495e-19,3.680e+2,1.176e-17,3.206e-23,2.463e-13,8.782e-20,1.817e-14,4.950e-17,0,0,5.321e+0,8.150e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.69,1.138e+3,3.085e-30,3.892e-28,,2.911e-14,4.823e-17,,1.223e-12,1.109e-8,9.153e-9,8.346e-13,1.699e-15,1.617e-25,,2.013e-7,,7.740e-16,2.100e-2,9.807e-29,0,0,1.404e+0,2.495e-19,4.054e+2,1.176e-17,3.203e-23,2.461e-13,8.782e-20,1.817e-14,4.950e-17,0,0,4.878e+0,7.264e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.72,1.073e+3,3.081e-30,3.889e-28,,2.924e-14,4.823e-17,,1.224e-12,5.356e-9,7.445e-9,8.349e-13,1.700e-15,1.651e-25,,2.524e-7,,7.694e-16,1.176e-2,9.798e-29,0,0,1.546e+0,2.496e-19,4.641e+2,1.176e-17,3.198e-23,2.458e-13,8.783e-20,1.817e-14,4.950e-17,0,0,4.225e+0,6.034e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.74,1.039e+3,3.079e-30,3.887e-28,,2.932e-14,4.823e-17,,1.224e-12,3.271e-9,6.431e-9,8.351e-13,1.700e-15,1.673e-25,,2.910e-7,,7.664e-16,7.920e-3,9.791e-29,0,0,1.634e+0,2.496e-19,5.045e+2,1.176e-17,3.195e-23,2.457e-13,8.783e-20,1.817e-14,4.950e-17,0,0,3.806e+0,5.286e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.77,9.985e+2,3.076e-30,3.884e-28,,2.944e-14,4.823e-17,,1.224e-12,1.545e-9,5.096e-9,8.353e-13,1.702e-15,1.707e-25,,3.555e-7,,7.619e-16,4.320e-3,9.781e-29,0,0,1.753e+0,2.496e-19,5.658e+2,1.176e-17,3.191e-23,2.454e-13,8.783e-20,1.817e-14,4.950e-17,0,0,3.211e+0,4.278e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.79,9.792e+2,3.073e-30,3.882e-28,,2.953e-14,4.823e-17,,1.224e-12,9.355e-10,4.326e-9,8.355e-13,1.702e-15,1.729e-25,,4.028e-7,,7.588e-16,2.859e-3,9.775e-29,0,0,1.821e+0,2.496e-19,6.063e+2,1.176e-17,3.188e-23,2.452e-13,8.783e-20,1.817e-14,4.950e-17,0,0,2.843e+0,3.682e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.82,9.596e+2,3.070e-30,3.879e-28,,2.965e-14,4.823e-17,,1.224e-12,4.541e-10,3.340e-9,8.358e-13,1.704e-15,1.763e-25,,4.796e-7,,7.543e-16,1.519e-3,9.765e-29,0,0,1.904e+0,2.496e-19,6.651e+2,1.176e-17,3.183e-23,2.450e-13,8.784e-20,1.817e-14,4.950e-17,0,0,2.337e+0,2.903e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.84,9.518e+2,3.068e-30,3.876e-28,,2.973e-14,4.823e-17,,1.225e-12,3.034e-10,2.786e-9,8.360e-13,1.704e-15,1.785e-25,,5.340e-7,,7.513e-16,9.879e-4,9.758e-29,0,0,1.944e+0,2.496e-19,7.022e+2,1.175e-17,3.180e-23,2.448e-13,8.784e-20,1.817e-14,4.949e-17,0,0,2.033e+0,2.456e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.87,9.454e+2,3.064e-30,3.873e-28,,2.986e-14,4.823e-17,,1.225e-12,2.317e-10,2.096e-9,8.362e-13,1.706e-15,1.819e-25,,6.194e-7,,7.467e-16,5.113e-4,9.749e-29,0,0,1.979e+0,2.497e-19,7.532e+2,1.175e-17,3.176e-23,2.445e-13,8.784e-20,1.817e-14,4.949e-17,0,0,1.628e+0,1.886e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.89,9.434e+2,3.062e-30,3.871e-28,,2.994e-14,4.823e-17,,1.225e-12,2.674e-10,1.718e-9,8.364e-13,1.706e-15,1.841e-25,,6.779e-7,,7.437e-16,3.268e-4,9.742e-29,0,0,1.986e+0,2.497e-19,7.832e+2,1.175e-17,3.173e-23,2.444e-13,8.784e-20,1.817e-14,4.949e-17,0,0,1.392e+0,1.568e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.91,9.422e+2,3.060e-30,3.869e-28,,3.002e-14,4.823e-17,,1.225e-12,3.764e-10,1.399e-9,8.366e-13,1.707e-15,1.864e-25,,7.368e-7,,7.407e-16,2.074e-4,9.735e-29,0,0,1.979e+0,2.497e-19,8.095e+2,1.175e-17,3.170e-23,2.442e-13,8.785e-20,1.817e-14,4.949e-17,0,0,1.182e+0,1.295e+2,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.94,9.397e+2,3.056e-30,3.866e-28,,3.015e-14,4.823e-17,,1.225e-12,7.398e-10,1.014e-9,8.369e-13,1.708e-15,1.898e-25,,8.240e-7,,7.361e-16,1.035e-4,9.726e-29,0,0,1.944e+0,2.497e-19,8.410e+2,1.175e-17,3.166e-23,2.439e-13,8.785e-20,1.817e-14,4.949e-17,0,0,9.126e-1,9.587e+1,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.96,9.366e+2,3.054e-30,3.864e-28,,3.023e-14,4.823e-17,,1.226e-12,1.198e-9,8.115e-10,8.370e-13,1.709e-15,1.920e-25,,8.801e-7,,7.331e-16,6.452e-5,9.719e-29,0,0,1.904e+0,2.497e-19,8.561e+2,1.175e-17,3.163e-23,2.438e-13,8.785e-20,1.817e-14,4.949e-17,0,0,7.614e-1,7.778e+1,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
371.99,9.280e+2,3.051e-30,3.861e-28,,3.036e-14,4.823e-17,,1.226e-12,2.475e-9,5.732e-10,8.373e-13,1.710e-15,1.954e-25,,9.590e-7,,7.286e-16,3.137e-5,9.709e-29,0,0,1.821e+0,2.498e-19,8.695e+2,1.175e-17,3.158e-23,2.435e-13,8.786e-20,1.816e-14,4.948e-17,0,0,5.728e-1,5.611e+1,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
372.01,9.190e+2,3.048e-30,3.859e-28,,3.044e-14,4.823e-17,,1.226e-12,3.991e-9,4.507e-10,8.375e-13,1.711e-15,1.976e-25,,1.007e-6,,7.255e-16,1.925e-5,9.703e-29,0,0,1.753e+0,2.498e-19,8.720e+2,1.175e-17,3.155e-23,2.433e-13,8.786e-20,1.816e-14,4.948e-17,0,0,4.696e-1,4.474e+1,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
372.04,8.996e+2,3.045e-30,3.856e-28,,3.056e-14,4.823e-17,,1.226e-12,8.080e-9,3.101e-10,8.378e-13,1.712e-15,2.010e-25,,1.069e-6,,7.210e-16,9.184e-6,9.693e-29,0,0,1.634e+0,2.498e-19,8.661e+2,1.174e-17,3.151e-23,2.431e-13,8.786e-20,1.816e-14,4.948e-17,0,0,3.442e-1,3.144e+1,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
372.06,8.825e+2,3.043e-30,3.854e-28,,3.065e-14,4.823e-17,,1.226e-12,1.282e-8,2.396e-10,8.379e-13,1.713e-15,2.032e-25,,1.103e-6,,7.180e-16,5.632e-6,9.686e-29,0,0,1.546e+0,2.498e-19,8.561e+2,1.174e-17,3.148e-23,2.429e-13,8.786e-20,1.816e-14,4.948e-17,0,0,2.773e-1,2.463e+1,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
372.09,8.508e+2,3.039e-30,3.850e-28,,3.077e-14,4.822e-17,,1.227e-12,2.530e-8,1.606e-10,8.382e-13,1.714e-15,2.066e-25,,1.141e-6,,7.134e-16,2.884e-6,9.676e-29,0,0,1.405e+0,2.498e-19,8.323e+2,1.174e-17,3.143e-23,2.426e-13,8.787e-20,1.816e-14,4.948e-17,0,0,1.980e-1,1.686e+1,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
372.11,8.258e+2,3.037e-30,3.848e-28,,3.085e-14,4.822e-17,,1.227e-12,3.947e-8,1.220e-10,8.384e-13,1.715e-15,2.088e-25,,1.157e-6,,7.104e-16,2.113e-6,9.670e-29,0,0,1.307e+0,2.498e-19,8.113e+2,1.174e-17,3.140e-23,2.425e-13,8.787e-20,1.816e-14,4.948e-17,0,0,1.568e-1,1.299e+1,,0,,,0,0,0,0,0,,0,,0,0,0,0,,0,0
