Wavelength (nm),Sum(calc),Na I (6.5e-5),Na II (1.4e-3),Na III (4.9e-22),Mg I (3.8e-2),Mg II (3.2e-1),Mg III (1.9e-4),Al I (1.8e-2),Al II (1.2e-1),Al III (3.4e-6),Si I (4.3e-2),Si II (8.2e-2),Si III (3.8e-6),K I (1.0e-5),K II (3.2e-4),K III (9.0e-15),Ca I (1.3e-4),Ca II (3.3e-3),Ca III (4.5e-5),Mn I (1.1e-4),Mn II (8.9e-4),Fe I (1.4e-2),Fe II (7.7e-2),Fe III (1.0e-5),Cu I (0.0e+0),Cu II (0.0e+0),Zn I (0.0e+0),Zn II (0.0e+0),Mo I (0.0e+0),Pb I (8.8e-4),Pb II (5.5e-3)
567.5,2.276e-1,2.083e-1,,,5.316e-13,1.929e-15,,3.273e-12,2.334e-18,3.753e-17,4.124e-13,8.960e-3,1.108e-22,1.506e-17,1.458e-22,,2.749e-15,4.770e-16,1.539e-22,4.751e-16,5.269e-17,1.028e-2,3.755e-17,1.388e-11,,0,0,0,0,,
567.54,3.060e-1,2.824e-1,,,5.315e-13,1.929e-15,,3.272e-12,2.346e-18,8.969e-17,4.123e-13,7.360e-3,2.636e-22,1.506e-17,1.459e-22,,2.761e-15,4.773e-16,9.581e-23,4.751e-16,5.267e-17,1.632e-2,3.715e-17,1.263e-11,,0,0,0,0,,
567.57,3.801e-1,3.510e-1,,,5.315e-13,1.929e-15,,3.271e-12,2.354e-18,1.705e-16,4.122e-13,6.357e-3,4.998e-22,1.506e-17,1.460e-22,,2.769e-15,4.774e-16,6.645e-23,4.752e-16,5.266e-17,2.282e-2,3.685e-17,1.164e-11,,0,0,0,0,,
567.61,5.030e-1,4.625e-1,,,5.314e-13,1.928e-15,,3.270e-12,2.366e-18,3.961e-16,4.121e-13,5.271e-3,1.156e-21,1.506e-17,1.461e-22,,2.781e-15,4.777e-16,4.021e-23,4.752e-16,5.265e-17,3.518e-2,3.645e-17,1.029e-11,,0,0,0,0,,
567.65,6.578e-1,6.000e-1,,,5.313e-13,1.928e-15,,3.269e-12,2.377e-18,9.050e-16,4.120e-13,4.452e-3,2.631e-21,1.506e-17,1.463e-22,,2.792e-15,4.779e-16,2.394e-23,4.753e-16,5.263e-17,5.337e-2,3.605e-17,8.953e-12,,0,0,0,0,,
567.69,8.497e-1,7.662e-1,,,5.312e-13,1.927e-15,,3.268e-12,2.389e-18,2.034e-15,4.118e-13,3.874e-3,5.891e-21,1.506e-17,1.464e-22,,2.804e-15,4.781e-16,1.403e-23,4.753e-16,5.262e-17,7.965e-2,3.565e-17,7.660e-12,,0,0,0,0,,
567.72,1.021e+0,9.110e-1,,,5.312e-13,1.927e-15,,3.267e-12,2.397e-18,3.695e-15,4.118e-13,3.579e-3,1.067e-20,1.506e-17,1.465e-22,,2.812e-15,4.783e-16,9.308e-24,4.753e-16,5.260e-17,1.064e-1,3.535e-17,6.741e-12,,0,0,0,0,,
567.76,1.290e+0,1.132e+0,,,5.311e-13,1.926e-15,,3.266e-12,2.409e-18,8.074e-15,4.116e-13,3.346e-3,2.322e-20,1.506e-17,1.466e-22,,2.824e-15,4.785e-16,5.342e-24,4.754e-16,5.259e-17,1.543e-1,3.495e-17,5.604e-12,,0,0,0,0,,
567.8,1.609e+0,1.386e+0,,,5.310e-13,1.926e-15,,3.265e-12,2.420e-18,1.736e-14,4.115e-13,3.266e-3,4.971e-20,1.507e-17,1.467e-22,,2.835e-15,4.788e-16,3.083e-24,4.754e-16,5.257e-17,2.201e-1,3.455e-17,4.583e-12,,0,0,0,0,,
567.84,1.983e+0,1.671e+0,,,5.309e-13,1.925e-15,,3.264e-12,2.432e-18,3.671e-14,4.114e-13,3.308e-3,1.047e-19,1.507e-17,1.468e-22,,2.847e-15,4.790e-16,1.880e-24,4.754e-16,5.256e-17,3.090e-1,3.415e-17,3.688e-12,,0,0,0,0,,
567.87,2.302e+0,1.905e+0,,,5.309e-13,1.925e-15,,3.263e-12,2.441e-18,6.369e-14,4.113e-13,3.405e-3,1.812e-19,1.507e-17,1.469e-22,,2.855e-15,4.792e-16,1.446e-24,4.755e-16,5.255e-17,3.942e-1,3.385e-17,3.100e-12,,0,0,0,0,,
567.91,2.781e+0,2.240e+0,,,5.308e-13,1.925e-15,,3.262e-12,2.452e-18,1.309e-13,4.112e-13,3.600e-3,3.709e-19,1.507e-17,1.470e-22,,2.867e-15,4.794e-16,1.346e-24,4.755e-16,5.253e-17,5.378e-1,3.345e-17,2.424e-12,,0,0,0,0,,
567.95,3.323e+0,2.597e+0,,,5.307e-13,1.924e-15,,3.261e-12,2.464e-18,2.647e-13,4.110e-13,3.853e-3,7.470e-19,1.507e-17,1.471e-22,,2.878e-15,4.796e-16,1.781e-24,4.755e-16,5.252e-17,7.216e-1,3.305e-17,1.866e-12,,0,0,0,0,,
567.99,3.929e+0,2.973e+0,,,5.306e-13,1.924e-15,,3.260e-12,2.475e-18,5.267e-13,4.109e-13,4.152e-3,1.480e-18,1.507e-17,1.473e-22,,2.890e-15,4.798e-16,2.898e-24,4.756e-16,5.250e-17,9.527e-1,3.265e-17,1.415e-12,,0,0,0,0,,
568.02,4.427e+0,3.262e+0,,,5.306e-13,1.923e-15,,3.259e-12,2.484e-18,8.730e-13,4.108e-13,4.400e-3,2.446e-18,1.507e-17,1.473e-22,,2.898e-15,4.800e-16,4.391e-24,4.756e-16,5.249e-17,1.161e+0,3.235e-17,1.139e-12,,0,0,0,0,,
568.06,5.148e+0,3.654e+0,,,5.305e-13,1.923e-15,,3.258e-12,2.495e-18,1.688e-12,4.107e-13,4.762e-3,4.712e-18,1.508e-17,1.475e-22,,2.910e-15,4.802e-16,7.746e-24,4.756e-16,5.247e-17,1.489e+0,3.195e-17,8.454e-13,,0,0,0,0,,
568.1,5.933e+0,4.048e+0,,,5.304e-13,1.922e-15,,3.257e-12,2.507e-18,3.212e-12,4.106e-13,5.163e-3,8.928e-18,1.508e-17,1.476e-22,,2.921e-15,4.805e-16,1.359e-23,4.757e-16,5.246e-17,1.880e+0,3.154e-17,6.240e-13,,0,0,0,0,,
568.14,6.780e+0,4.440e+0,,,5.303e-13,1.922e-15,,3.256e-12,2.518e-18,6.012e-12,4.104e-13,5.613e-3,1.665e-17,1.508e-17,1.477e-22,,2.933e-15,4.807e-16,2.352e-23,4.757e-16,5.244e-17,2.334e+0,3.114e-17,4.640e-13,,0,0,0,0,,
568.17,7.452e+0,4.730e+0,,,5.303e-13,1.921e-15,,3.255e-12,2.527e-18,9.518e-12,4.103e-13,5.992e-3,2.628e-17,1.508e-17,1.478e-22,,2.941e-15,4.809e-16,3.514e-23,4.758e-16,5.243e-17,2.717e+0,3.084e-17,3.786e-13,,0,0,0,0,,
568.21,8.394e+0,5.110e+0,,,5.302e-13,1.921e-15,,3.254e-12,2.538e-18,1.731e-11,4.102e-13,6.568e-3,4.761e-17,1.508e-17,1.479e-22,,2.953e-15,4.811e-16,5.918e-23,4.758e-16,5.241e-17,3.278e+0,3.044e-17,3.048e-13,,0,0,0,0,,
568.25,9.380e+0,5.481e+0,,,5.301e-13,1.921e-15,,3.253e-12,2.550e-18,3.099e-11,4.101e-13,7.246e-3,8.488e-17,1.508e-17,1.480e-22,,2.964e-15,4.813e-16,9.806e-23,4.758e-16,5.240e-17,3.892e+0,3.004e-17,2.724e-13,,0,0,0,0,,
568.29,1.040e+1,5.845e+0,,,5.300e-13,1.920e-15,,3.252e-12,2.561e-18,5.457e-11,4.100e-13,8.048e-3,1.489e-16,1.508e-17,1.481e-22,,2.976e-15,4.815e-16,1.599e-22,4.759e-16,5.238e-17,4.545e+0,2.964e-17,2.791e-13,,0,0,0,0,,
568.32,1.117e+1,6.114e+0,,,5.300e-13,1.920e-15,,3.251e-12,2.570e-18,8.253e-11,4.099e-13,8.743e-3,2.245e-16,1.509e-17,1.482e-22,,2.984e-15,4.817e-16,2.282e-22,4.759e-16,5.237e-17,5.052e+0,2.934e-17,3.099e-13,,0,0,0,0,,
568.36,1.221e+1,6.468e+0,,,5.299e-13,1.919e-15,,3.250e-12,2.582e-18,1.412e-10,4.097e-13,9.809e-3,3.826e-16,1.509e-17,1.483e-22,,2.996e-15,4.819e-16,3.616e-22,4.759e-16,5.236e-17,5.734e+0,2.894e-17,3.878e-13,,0,0,0,0,,
568.4,1.323e+1,6.817e+0,,,5.298e-13,1.919e-15,,3.249e-12,2.593e-18,2.378e-10,4.096e-13,1.104e-2,6.417e-16,1.509e-17,1.485e-22,,3.007e-15,4.822e-16,5.638e-22,4.760e-16,5.234e-17,6.403e+0,2.854e-17,5.128e-13,,0,0,0,0,,
568.44,1.421e+1,7.160e+0,,,5.297e-13,1.918e-15,,3.248e-12,2.605e-18,3.940e-10,4.095e-13,1.244e-2,1.059e-15,1.509e-17,1.486e-22,,3.019e-15,4.824e-16,8.646e-22,4.760e-16,5.233e-17,7.034e+0,2.814e-17,6.930e-13,,0,0,0,0,,
568.47,1.489e+1,7.414e+0,,,5.297e-13,1.918e-15,,3.247e-12,2.613e-18,5.692e-10,4.094e-13,1.360e-2,1.525e-15,1.509e-17,1.487e-22,,3.027e-15,4.826e-16,1.179e-21,4.760e-16,5.231e-17,7.467e+0,2.784e-17,8.703e-13,,0,0,0,0,,
568.51,1.573e+1,7.741e+0,,,5.296e-13,1.917e-15,,3.246e-12,2.625e-18,9.164e-10,4.093e-13,1.525e-2,2.446e-15,1.509e-17,1.488e-22,,3.039e-15,4.828e-16,1.757e-21,4.761e-16,5.230e-17,7.971e+0,2.744e-17,1.173e-12,,0,0,0,0,,
568.55,1.644e+1,8.049e+0,,,5.295e-13,1.917e-15,,3.245e-12,2.636e-18,1.452e-9,4.091e-13,1.700e-2,3.859e-15,1.509e-17,1.489e-22,,3.050e-15,4.830e-16,2.577e-21,4.761e-16,5.228e-17,8.371e+0,2.704e-17,1.562e-12,,0,0,0,0,,
568.59,1.700e+1,8.328e+0,,,5.294e-13,1.916e-15,,3.244e-12,2.648e-18,2.262e-9,4.090e-13,1.880e-2,5.991e-15,1.510e-17,1.490e-22,,3.062e-15,4.833e-16,3.719e-21,4.762e-16,5.227e-17,8.650e+0,2.664e-17,2.052e-12,,0,0,0,0,,
568.62,1.730e+1,8.511e+0,,,5.294e-13,1.916e-15,,3.243e-12,2.656e-18,3.122e-9,4.089e-13,2.014e-2,8.243e-15,1.510e-17,1.491e-22,,3.070e-15,4.834e-16,4.843e-21,4.762e-16,5.226e-17,8.770e+0,2.634e-17,2.493e-12,,0,0,0,0,,
568.66,1.754e+1,8.709e+0,,,5.293e-13,1.916e-15,,3.242e-12,2.668e-18,4.729e-9,4.088e-13,2.186e-2,1.244e-14,1.510e-17,1.492e-22,,3.082e-15,4.837e-16,6.792e-21,4.762e-16,5.224e-17,8.806e+0,2.594e-17,3.189e-12,,0,0,0,0,,
568.7,1.756e+1,8.842e+0,,,5.292e-13,1.915e-15,,3.241e-12,2.679e-18,7.047e-9,4.087e-13,2.344e-2,1.846e-14,1.510e-17,1.493e-22,,3.093e-15,4.839e-16,9.370e-21,4.763e-16,5.223e-17,8.698e+0,2.554e-17,4.014e-12,,0,0,0,0,,
568.74,1.737e+1,8.896e+0,,,5.291e-13,1.915e-15,,3.239e-12,2.691e-18,1.033e-8,4.085e-13,2.481e-2,2.696e-14,1.510e-17,1.495e-22,,3.105e-15,4.841e-16,1.272e-20,4.763e-16,5.221e-17,8.453e+0,2.514e-17,4.973e-12,,0,0,0,0,,
568.77,1.709e+1,8.877e+0,,,5.291e-13,1.914e-15,,3.239e-12,2.699e-18,1.362e-8,4.084e-13,2.564e-2,3.544e-14,1.510e-17,1.495e-22,,3.113e-15,4.843e-16,1.582e-20,4.763e-16,5.220e-17,8.185e+0,2.484e-17,5.779e-12,,0,0,0,0,,
568.81,1.653e+1,8.769e+0,,,5.290e-13,1.914e-15,,3.238e-12,2.711e-18,1.941e-8,4.083e-13,2.646e-2,5.030e-14,1.510e-17,1.497e-22,,3.125e-15,4.845e-16,2.087e-20,4.764e-16,5.218e-17,7.730e+0,2.444e-17,6.964e-12,,0,0,0,0,,
568.85,1.577e+1,8.561e+0,,,5.289e-13,1.913e-15,,3.236e-12,2.722e-18,2.721e-8,4.082e-13,2.690e-2,7.024e-14,1.510e-17,1.498e-22,,3.136e-15,4.847e-16,2.709e-20,4.764e-16,5.217e-17,7.182e+0,2.404e-17,8.259e-12,,0,0,0,0,,
568.89,1.485e+1,8.253e+0,,,5.288e-13,1.913e-15,,3.235e-12,2.734e-18,3.753e-8,4.081e-13,2.694e-2,9.651e-14,1.511e-17,1.499e-22,,3.147e-15,4.850e-16,3.459e-20,4.765e-16,5.215e-17,6.565e+0,2.364e-17,9.640e-12,,0,0,0,0,,
568.92,1.406e+1,7.961e+0,,,5.288e-13,1.913e-15,,3.235e-12,2.743e-18,4.726e-8,4.080e-13,2.669e-2,1.212e-13,1.511e-17,1.500e-22,,3.156e-15,4.851e-16,4.111e-20,4.765e-16,5.214e-17,6.072e+0,2.334e-17,1.071e-11,,0,0,0,0,,
568.96,1.292e+1,7.497e+0,,,5.287e-13,1.912e-15,,3.233e-12,2.754e-18,6.335e-8,4.078e-13,2.600e-2,1.618e-13,1.511e-17,1.501e-22,,3.168e-15,4.854e-16,5.101e-20,4.765e-16,5.212e-17,5.393e+0,2.294e-17,1.217e-11,,0,0,0,0,,
569,1.170e+1,6.961e+0,,,5.286e-13,1.912e-15,,3.232e-12,2.766e-18,8.356e-8,4.077e-13,2.494e-2,2.126e-13,1.511e-17,1.502e-22,,3.179e-15,4.856e-16,6.228e-20,4.766e-16,5.211e-17,4.713e+0,2.254e-17,1.360e-11,,0,0,0,0,,
569.04,1.044e+1,6.369e+0,,,5.285e-13,1.911e-15,,3.231e-12,2.777e-18,1.084e-7,4.076e-13,2.355e-2,2.748e-13,1.511e-17,1.503e-22,,3.190e-15,4.858e-16,7.481e-20,4.766e-16,5.209e-17,4.052e+0,2.214e-17,1.497e-11,,0,0,0,0,,
569.07,9.502e+0,5.901e+0,,,5.285e-13,1.911e-15,,3.230e-12,2.786e-18,1.304e-7,4.075e-13,2.233e-2,3.297e-13,1.511e-17,1.504e-22,,3.199e-15,4.860e-16,8.492e-20,4.766e-16,5.208e-17,3.579e+0,2.184e-17,1.593e-11,,0,0,0,0,,
569.11,8.270e+0,5.260e+0,,,5.284e-13,1.910e-15,,3.229e-12,2.797e-18,1.645e-7,4.074e-13,2.051e-2,4.142e-13,1.511e-17,1.505e-22,,3.210e-15,4.862e-16,9.914e-20,4.767e-16,5.207e-17,2.990e+0,2.144e-17,1.707e-11,,0,0,0,0,,
569.15,7.093e+0,4.616e+0,,,5.283e-13,1.910e-15,,3.228e-12,2.809e-18,2.041e-7,4.072e-13,1.856e-2,5.121e-13,1.512e-17,1.507e-22,,3.222e-15,4.865e-16,1.139e-19,4.767e-16,5.205e-17,2.458e+0,2.104e-17,1.801e-11,,0,0,0,0,,
569.19,5.994e+0,3.989e+0,,,5.282e-13,1.909e-15,,3.227e-12,2.820e-18,2.491e-7,4.071e-13,1.656e-2,6.229e-13,1.512e-17,1.508e-22,,3.233e-15,4.867e-16,1.287e-19,4.768e-16,5.204e-17,1.987e+0,2.064e-17,1.872e-11,,0,0,0,0,,
569.22,5.231e+0,3.539e+0,,,5.282e-13,1.909e-15,,3.226e-12,2.829e-18,2.863e-7,4.070e-13,1.507e-2,7.139e-13,1.512e-17,1.509e-22,,3.242e-15,4.868e-16,1.395e-19,4.768e-16,5.202e-17,1.677e+0,2.034e-17,1.909e-11,,0,0,0,0,,
569.26,4.306e+0,2.975e+0,,,5.281e-13,1.909e-15,,3.225e-12,2.840e-18,3.396e-7,4.069e-13,1.314e-2,8.442e-13,1.512e-17,1.510e-22,,3.253e-15,4.871e-16,1.532e-19,4.768e-16,5.201e-17,1.318e+0,1.994e-17,1.933e-11,,0,0,0,0,,
569.3,3.492e+0,2.462e+0,,,5.280e-13,1.908e-15,,3.224e-12,2.852e-18,3.965e-7,4.068e-13,1.136e-2,9.825e-13,1.512e-17,1.511e-22,,3.265e-15,4.873e-16,1.655e-19,4.769e-16,5.199e-17,1.019e+0,1.954e-17,1.931e-11,,0,0,0,0,,
569.34,2.789e+0,2.005e+0,,,5.279e-13,1.908e-15,,3.223e-12,2.863e-18,4.553e-7,4.066e-13,9.768e-3,1.125e-12,1.512e-17,1.512e-22,,3.276e-15,4.875e-16,1.760e-19,4.769e-16,5.198e-17,7.747e-1,1.914e-17,1.901e-11,,0,0,0,0,,
569.37,2.333e+0,1.700e+0,,,5.279e-13,1.907e-15,,3.222e-12,2.872e-18,4.997e-7,4.065e-13,8.726e-3,1.233e-12,1.512e-17,1.513e-22,,3.285e-15,4.877e-16,1.823e-19,4.769e-16,5.197e-17,6.242e-1,1.884e-17,1.862e-11,,0,0,0,0,,
569.41,1.815e+0,1.346e+0,,,5.278e-13,1.907e-15,,3.221e-12,2.884e-18,5.578e-7,4.064e-13,7.562e-3,1.374e-12,1.513e-17,1.514e-22,,3.296e-15,4.879e-16,1.883e-19,4.770e-16,5.195e-17,4.614e-1,1.844e-17,1.790e-11,,0,0,0,0,,
569.45,1.391e+0,1.049e+0,,,5.277e-13,1.906e-15,,3.220e-12,2.895e-18,6.125e-7,4.063e-13,6.679e-3,1.507e-12,1.513e-17,1.515e-22,,3.308e-15,4.882e-16,1.914e-19,4.770e-16,5.194e-17,3.355e-1,1.803e-17,1.699e-11,,0,0,0,0,,
569.49,1.050e+0,8.038e-1,,,5.276e-13,1.906e-15,,3.219e-12,2.907e-18,6.618e-7,4.062e-13,6.088e-3,1.628e-12,1.513e-17,1.516e-22,,3.319e-15,4.884e-16,1.914e-19,4.770e-16,5.192e-17,2.400e-1,1.763e-17,1.593e-11,,0,0,0,0,,
569.52,8.420e-1,6.515e-1,,,5.276e-13,1.905e-15,,3.218e-12,2.915e-18,6.939e-7,4.061e-13,5.839e-3,1.709e-12,1.513e-17,1.517e-22,,3.328e-15,4.886e-16,1.894e-19,4.771e-16,5.191e-17,1.847e-1,1.733e-17,1.507e-11,,0,0,0,0,,
569.56,6.195e-1,4.854e-1,,,5.275e-13,1.905e-15,,3.217e-12,2.927e-18,7.286e-7,4.059e-13,5.764e-3,1.800e-12,1.513e-17,1.518e-22,,3.339e-15,4.888e-16,1.840e-19,4.771e-16,5.189e-17,1.284e-1,1.693e-17,1.386e-11,,0,0,0,0,,
569.6,4.496e-1,3.558e-1,,,5.274e-13,1.905e-15,,3.216e-12,2.938e-18,7.527e-7,4.058e-13,5.974e-3,1.870e-12,1.513e-17,1.520e-22,,3.351e-15,4.890e-16,1.760e-19,4.771e-16,5.188e-17,8.781e-2,1.653e-17,1.263e-11,,0,0,0,0,,
569.64,3.221e-1,2.566e-1,,,5.273e-13,1.904e-15,,3.215e-12,2.950e-18,7.651e-7,4.057e-13,6.452e-3,1.918e-12,1.513e-17,1.521e-22,,3.362e-15,4.892e-16,1.655e-19,4.772e-16,5.186e-17,5.908e-2,1.613e-17,1.142e-11,,0,0,0,0,,
569.67,2.491e-1,1.987e-1,,,5.273e-13,1.904e-15,,3.214e-12,2.958e-18,7.662e-7,4.056e-13,6.975e-3,1.940e-12,1.514e-17,1.522e-22,,3.371e-15,4.894e-16,1.564e-19,4.772e-16,5.185e-17,4.342e-2,1.583e-17,1.054e-11,,0,0,0,0,,
569.71,1.755e-1,1.393e-1,,,5.272e-13,1.903e-15,,3.213e-12,2.970e-18,7.569e-7,4.055e-13,7.868e-3,1.953e-12,1.514e-17,1.523e-22,,3.382e-15,4.896e-16,1.430e-19,4.773e-16,5.183e-17,2.839e-2,1.543e-17,9.438e-12,,0,0,0,0,,
569.75,1.232e-1,9.603e-2,,,5.271e-13,1.903e-15,,3.212e-12,2.981e-18,7.357e-7,4.053e-13,8.958e-3,1.949e-12,1.514e-17,1.524e-22,,3.394e-15,4.899e-16,1.287e-19,4.773e-16,5.182e-17,1.826e-2,1.503e-17,8.428e-12,,0,0,0,0,,
569.79,8.691e-2,6.515e-2,,,5.270e-13,1.902e-15,,3.211e-12,2.993e-18,7.035e-7,4.052e-13,1.021e-2,1.934e-12,1.514e-17,1.525e-22,,3.405e-15,4.901e-16,1.139e-19,4.773e-16,5.180e-17,1.156e-2,1.463e-17,7.524e-12,,0,0,0,0,,
569.82,6.752e-2,4.818e-2,,,5.270e-13,1.902e-15,,3.210e-12,3.001e-18,6.730e-7,4.051e-13,1.122e-2,1.918e-12,1.514e-17,1.526e-22,,3.414e-15,4.903e-16,1.028e-19,4.774e-16,5.179e-17,8.114e-3,1.433e-17,6.918e-12,,0,0,0,0,,
569.86,4.940e-2,3.177e-2,,,5.269e-13,1.901e-15,,3.209e-12,3.013e-18,6.255e-7,4.050e-13,1.264e-2,1.897e-12,1.514e-17,1.527e-22,,3.425e-15,4.905e-16,8.841e-20,4.774e-16,5.178e-17,4.990e-3,1.393e-17,6.206e-12,,0,0,0,0,,
569.9,3.773e-2,2.061e-2,,,5.268e-13,1.901e-15,,3.208e-12,3.025e-18,5.719e-7,4.049e-13,1.410e-2,1.881e-12,1.514e-17,1.528e-22,,3.437e-15,4.907e-16,7.481e-20,4.774e-16,5.176e-17,3.019e-3,1.353e-17,5.597e-12,,0,0,0,0,,
569.94,3.050e-2,1.315e-2,,,5.267e-13,1.900e-15,,3.207e-12,3.036e-18,5.144e-7,4.047e-13,1.555e-2,1.876e-12,1.515e-17,1.530e-22,,3.448e-15,4.910e-16,6.228e-20,4.775e-16,5.175e-17,1.797e-3,1.313e-17,5.081e-12,,0,0,0,0,,
569.97,2.709e-2,9.290e-3,,,5.266e-13,1.900e-15,,3.206e-12,3.045e-18,4.701e-7,4.046e-13,1.660e-2,1.883e-12,1.515e-17,1.530e-22,,3.457e-15,4.911e-16,5.370e-20,4.775e-16,5.173e-17,1.205e-3,1.283e-17,4.747e-12,,0,0,0,0,,
570.01,2.437e-2,5.762e-3,,,5.266e-13,1.900e-15,,3.205e-12,3.056e-18,4.110e-7,4.045e-13,1.791e-2,1.909e-12,1.515e-17,1.532e-22,,3.468e-15,4.914e-16,4.345e-20,4.775e-16,5.172e-17,6.969e-4,3.761e-17,4.361e-12,,0,0,0,0,,
570.05,2.301e-2,3.516e-3,,,5.265e-13,1.899e-15,,3.204e-12,3.068e-18,3.536e-7,4.044e-13,1.909e-2,1.957e-12,1.515e-17,1.533e-22,,3.480e-15,4.916e-16,3.459e-20,4.776e-16,5.170e-17,3.966e-4,1.085e-16,4.031e-12,,0,0,0,0,,
570.09,2.245e-2,2.110e-3,,,5.264e-13,1.899e-15,,3.203e-12,3.079e-18,2.992e-7,4.043e-13,2.011e-2,2.026e-12,1.515e-17,1.534e-22,,3.491e-15,4.918e-16,2.709e-20,4.776e-16,5.169e-17,2.220e-4,3.080e-16,3.742e-12,,0,0,0,0,,
570.12,2.233e-2,1.424e-3,,,5.263e-13,1.898e-15,,3.202e-12,3.088e-18,2.612e-7,4.042e-13,2.076e-2,2.090e-12,1.515e-17,1.535e-22,,3.500e-15,4.920e-16,2.231e-20,4.777e-16,5.168e-17,1.422e-4,6.665e-16,3.547e-12,,0,0,0,0,,
570.16,2.236e-2,8.307e-4,,,5.263e-13,1.898e-15,,3.201e-12,3.099e-18,2.148e-7,4.040e-13,2.145e-2,2.190e-12,1.515e-17,1.536e-22,,3.511e-15,4.922e-16,1.698e-20,4.777e-16,5.166e-17,7.735e-5,1.839e-15,3.308e-12,,0,0,0,0,,
570.2,2.245e-2,4.768e-4,,,5.262e-13,1.897e-15,,3.200e-12,3.111e-18,1.739e-7,4.039e-13,2.193e-2,2.300e-12,1.515e-17,1.537e-22,,3.523e-15,4.924e-16,1.272e-20,4.777e-16,5.165e-17,4.140e-5,4.995e-15,3.091e-12,,0,0,0,0,,
570.24,2.251e-2,2.692e-4,,,5.261e-13,1.897e-15,,3.199e-12,3.122e-18,1.384e-7,4.038e-13,2.222e-2,2.414e-12,1.516e-17,1.538e-22,,3.534e-15,4.927e-16,9.370e-21,4.778e-16,5.163e-17,2.180e-5,1.335e-14,2.895e-12,,0,0,0,0,,
570.27,2.250e-2,1.735e-4,,,5.260e-13,1.897e-15,,3.198e-12,3.131e-18,1.154e-7,4.037e-13,2.231e-2,2.497e-12,1.516e-17,1.539e-22,,3.543e-15,4.928e-16,7.372e-21,4.778e-16,5.162e-17,1.333e-5,2.760e-14,2.765e-12,,0,0,0,0,,
570.31,2.237e-2,9.519e-5,,,5.260e-13,1.896e-15,,3.197e-12,3.142e-18,8.932e-8,4.036e-13,2.227e-2,2.599e-12,1.516e-17,1.540e-22,,3.554e-15,4.931e-16,5.279e-21,4.778e-16,5.160e-17,6.823e-6,7.170e-14,2.619e-12,,0,0,0,0,,
570.35,2.212e-2,5.139e-5,,,5.259e-13,1.896e-15,,3.196e-12,3.154e-18,6.800e-8,4.034e-13,2.207e-2,2.681e-12,1.516e-17,1.542e-22,,3.566e-15,4.933e-16,3.719e-21,4.779e-16,5.159e-17,3.435e-6,1.833e-13,2.517e-12,,0,0,0,0,,
570.39,2.175e-2,2.729e-5,,,5.258e-13,1.895e-15,,3.194e-12,3.165e-18,5.093e-8,4.033e-13,2.172e-2,2.739e-12,1.516e-17,1.543e-22,,3.577e-15,4.935e-16,2.577e-21,4.779e-16,5.157e-17,1.701e-6,4.611e-13,2.477e-12,,0,0,0,0,,
570.42,2.139e-2,1.680e-5,,,5.257e-13,1.895e-15,,3.194e-12,3.174e-18,4.057e-8,4.032e-13,2.138e-2,2.761e-12,1.516e-17,1.544e-22,,3.586e-15,4.937e-16,1.937e-21,4.779e-16,5.156e-17,9.937e-7,9.112e-13,2.499e-12,,0,0,0,0,,
570.46,2.082e-2,8.670e-6,,,5.257e-13,1.894e-15,,3.193e-12,3.186e-18,2.953e-8,4.031e-13,2.081e-2,2.761e-12,1.516e-17,1.545e-22,,3.597e-15,4.939e-16,1.305e-21,4.780e-16,5.154e-17,4.783e-7,2.228e-12,2.618e-12,,0,0,0,0,,
570.5,2.015e-2,4.402e-6,,,5.256e-13,1.894e-15,,3.191e-12,3.197e-18,2.115e-8,4.030e-13,2.015e-2,2.725e-12,1.517e-17,1.546e-22,,3.609e-15,4.941e-16,8.646e-22,4.780e-16,5.153e-17,2.265e-7,5.363e-12,2.864e-12,,0,0,0,0,,
570.54,1.938e-2,2.199e-6,,,5.255e-13,1.893e-15,,3.190e-12,3.209e-18,1.490e-8,4.028e-13,1.938e-2,2.652e-12,1.517e-17,1.547e-22,,3.620e-15,4.944e-16,5.638e-22,4.781e-16,5.151e-17,1.055e-7,1.270e-11,3.268e-12,,0,0,0,0,,
570.57,1.875e-2,1.293e-6,,,5.254e-13,1.893e-15,,3.190e-12,3.217e-18,1.134e-8,4.027e-13,1.875e-2,2.575e-12,1.517e-17,1.548e-22,,3.629e-15,4.945e-16,4.047e-22,4.781e-16,5.150e-17,5.885e-8,2.398e-11,3.692e-12,,0,0,0,0,,
570.61,1.784e-2,6.276e-7,,,5.254e-13,1.893e-15,,3.188e-12,3.229e-18,7.767e-9,4.026e-13,1.784e-2,2.445e-12,1.517e-17,1.549e-22,,3.640e-15,4.948e-16,2.564e-22,4.781e-16,5.149e-17,2.664e-8,5.522e-11,4.446e-12,,0,0,0,0,,
570.65,1.684e-2,2.997e-7,,,5.253e-13,1.892e-15,,3.187e-12,3.240e-18,5.233e-9,4.025e-13,1.684e-2,2.291e-12,1.517e-17,1.550e-22,,3.651e-15,4.950e-16,1.599e-22,4.782e-16,5.147e-17,1.187e-8,1.251e-10,5.440e-12,,0,0,0,0,,
