Wavelength (nm),Sum(calc),Na I (8.5e-3),Na II (1.8e-1),Na III (6.5e-20),Mg I (2.1e-5),Mg II (1.7e-4),Mg III (1.0e-7),Al I (2.6e-2),Al II (1.7e-1),Al III (5.0e-6),Si I (2.0e-1),Si II (3.8e-1),Si III (1.8e-5),K I (3.3e-5),K II (1.0e-3),K III (2.9e-14),Ca I (1.7e-4),Ca II (4.2e-3),Ca III (5.8e-5),Ti I (1.9e-5),Ti II (3.3e-4),Ti III (6.6e-7),Fe I (9.8e-5),Fe II (5.4e-4),Fe III (7.3e-8),Sm I (9.0e-5),Sm II (6.4e-3),Gd I (1.9e-4),Tb II (6.2e-3)
483.671,3.465e-1,1.706e-17,,,1.024e-19,6.685e-23,,3.938e-16,4.452e-19,1.328e-29,5.269e-17,7.090e-19,4.302e-15,1.093e-20,1.492e-10,,1.130e-18,1.381e-19,7.807e-38,3.287e-2,7.756e-20,1.553e-29,6.297e-20,6.654e-23,1.442e-31,3.137e-1,,,
483.681,4.171e-1,1.706e-17,,,1.024e-19,6.687e-23,,3.938e-16,4.451e-19,1.327e-29,5.270e-17,7.095e-19,3.190e-15,1.093e-20,1.119e-10,,1.131e-18,1.381e-19,1.389e-37,3.845e-2,7.740e-20,8.733e-30,6.298e-20,6.655e-23,1.442e-31,3.787e-1,,,
483.691,5.002e-1,1.707e-17,,,1.025e-19,6.690e-23,,3.938e-16,4.449e-19,1.326e-29,5.270e-17,7.100e-19,2.357e-15,1.093e-20,8.354e-11,,1.132e-18,1.381e-19,2.461e-37,4.481e-2,7.724e-20,4.893e-30,6.299e-20,6.655e-23,1.442e-31,4.554e-1,,,
483.701,5.976e-1,1.707e-17,,,1.025e-19,6.692e-23,,3.938e-16,4.448e-19,1.324e-29,5.270e-17,7.104e-19,1.735e-15,1.093e-20,6.214e-11,,1.132e-18,1.382e-19,4.345e-37,5.201e-2,7.708e-20,5.609e-30,6.300e-20,6.656e-23,1.442e-31,5.456e-1,,,
483.711,7.114e-1,1.707e-17,,,1.025e-19,6.695e-23,,3.937e-16,4.446e-19,1.323e-29,5.270e-17,7.109e-19,1.272e-15,1.093e-20,4.605e-11,,1.133e-18,1.382e-19,7.641e-37,6.015e-2,7.692e-20,6.325e-30,6.301e-20,6.656e-23,1.442e-31,6.512e-1,,,
483.721,8.436e-1,1.707e-17,,,1.026e-19,6.697e-23,,3.937e-16,4.445e-19,1.322e-29,5.270e-17,7.113e-19,9.290e-16,1.093e-20,3.400e-11,,1.134e-18,1.382e-19,1.339e-36,6.929e-2,7.677e-20,7.042e-30,6.303e-20,6.657e-23,1.442e-31,7.743e-1,,,
483.73,9.803e-1,1.707e-17,,,1.026e-19,6.700e-23,,3.937e-16,4.443e-19,1.320e-29,5.270e-17,7.117e-19,6.979e-16,1.093e-20,2.578e-11,,1.134e-18,1.382e-19,2.210e-36,7.844e-2,7.662e-20,7.687e-30,6.304e-20,6.657e-23,1.441e-31,9.019e-1,,,
483.74,1.154e+0,1.708e-17,,,1.026e-19,6.702e-23,,3.937e-16,4.442e-19,1.319e-29,5.270e-17,7.122e-19,5.060e-16,1.094e-20,1.890e-11,,1.135e-18,1.382e-19,3.845e-36,8.971e-2,7.647e-20,8.403e-30,6.305e-20,6.658e-23,1.441e-31,1.065e+0,,,
483.75,1.354e+0,1.708e-17,,,1.026e-19,6.705e-23,,3.937e-16,4.440e-19,1.318e-29,5.271e-17,7.127e-19,3.655e-16,1.094e-20,1.380e-11,,1.136e-18,1.382e-19,6.663e-36,1.022e-1,7.631e-20,9.120e-30,6.306e-20,6.658e-23,1.441e-31,1.252e+0,,,
483.76,1.582e+0,1.708e-17,,,1.027e-19,6.707e-23,,3.937e-16,4.439e-19,1.317e-29,5.271e-17,7.131e-19,2.630e-16,1.094e-20,1.003e-11,,1.136e-18,1.383e-19,1.150e-35,1.160e-1,7.615e-20,9.836e-30,6.307e-20,6.659e-23,1.441e-31,1.466e+0,,,
483.77,1.843e+0,1.708e-17,,,1.027e-19,6.710e-23,,3.936e-16,4.437e-19,1.315e-29,5.271e-17,7.136e-19,1.885e-16,1.094e-20,7.268e-12,,1.137e-18,1.383e-19,1.978e-35,1.312e-1,7.599e-20,1.055e-29,6.308e-20,6.659e-23,1.441e-31,1.711e+0,,,
483.78,2.137e+0,1.708e-17,,,1.027e-19,6.712e-23,,3.936e-16,4.436e-19,1.314e-29,5.271e-17,7.140e-19,1.346e-16,1.094e-20,5.245e-12,,1.138e-18,1.383e-19,3.389e-35,1.477e-1,7.583e-20,1.127e-29,6.309e-20,6.660e-23,1.441e-31,1.989e+0,,,
483.79,2.470e+0,1.708e-17,,,1.028e-19,6.715e-23,,3.936e-16,4.434e-19,1.313e-29,5.271e-17,7.145e-19,9.574e-17,1.094e-20,3.771e-12,,1.138e-18,1.383e-19,5.784e-35,1.658e-1,7.567e-20,1.199e-29,6.310e-20,6.660e-23,1.441e-31,2.304e+0,,,
483.8,2.844e+0,1.709e-17,,,1.028e-19,6.717e-23,,3.936e-16,4.433e-19,1.311e-29,5.271e-17,7.150e-19,6.784e-17,1.094e-20,2.701e-12,,1.139e-18,1.383e-19,9.834e-35,1.853e-1,7.552e-20,1.270e-29,6.312e-20,6.661e-23,1.441e-31,2.658e+0,,,
483.81,3.261e+0,1.709e-17,,,1.028e-19,6.720e-23,,3.936e-16,4.431e-19,1.310e-29,5.271e-17,7.154e-19,4.789e-17,1.094e-20,1.927e-12,,1.140e-18,1.383e-19,1.666e-34,2.064e-1,7.536e-20,1.342e-29,6.313e-20,6.661e-23,1.441e-31,3.055e+0,,,
483.82,3.727e+0,1.709e-17,,,1.029e-19,6.722e-23,,3.935e-16,4.430e-19,1.309e-29,5.272e-17,7.159e-19,3.368e-17,1.094e-20,1.370e-12,,1.140e-18,1.384e-19,2.811e-34,2.289e-1,7.520e-20,1.413e-29,6.314e-20,6.662e-23,1.441e-31,3.498e+0,,,
483.83,4.243e+0,1.709e-17,,,1.029e-19,6.725e-23,,3.935e-16,4.428e-19,1.307e-29,5.272e-17,7.163e-19,2.359e-17,1.094e-20,9.696e-13,,1.141e-18,1.384e-19,4.725e-34,2.530e-1,7.504e-20,1.485e-29,6.315e-20,6.662e-23,1.441e-31,3.990e+0,,,
483.84,4.812e+0,1.709e-17,,,1.029e-19,6.728e-23,,3.935e-16,4.427e-19,1.306e-29,5.272e-17,7.168e-19,1.646e-17,1.094e-20,6.839e-13,,1.142e-18,1.384e-19,7.912e-34,2.785e-1,7.488e-20,1.557e-29,6.316e-20,6.663e-23,1.441e-31,4.533e+0,,,
483.85,5.437e+0,1.710e-17,,,1.029e-19,6.730e-23,,3.935e-16,4.425e-19,1.305e-29,5.272e-17,7.173e-19,1.144e-17,1.094e-20,4.805e-13,,1.142e-18,1.384e-19,1.320e-33,3.054e-1,7.473e-20,1.628e-29,6.317e-20,6.663e-23,1.441e-31,5.131e+0,,,
483.86,6.120e+0,1.710e-17,,,1.030e-19,6.733e-23,,3.935e-16,4.424e-19,1.304e-29,5.272e-17,7.177e-19,7.925e-18,1.095e-20,3.363e-13,,1.143e-18,1.384e-19,2.194e-33,3.337e-1,7.457e-20,1.700e-29,6.319e-20,6.664e-23,1.441e-31,5.786e+0,,,
483.87,6.863e+0,1.710e-17,,,1.030e-19,6.735e-23,,3.935e-16,4.422e-19,1.302e-29,5.272e-17,7.182e-19,5.467e-18,1.095e-20,2.345e-13,,1.144e-18,1.384e-19,3.632e-33,3.632e-1,7.441e-20,1.772e-29,6.320e-20,6.664e-23,1.441e-31,6.500e+0,,,
483.88,7.667e+0,1.710e-17,,,1.030e-19,6.738e-23,,3.934e-16,4.421e-19,1.301e-29,5.272e-17,7.186e-19,3.757e-18,1.095e-20,1.629e-13,,1.144e-18,1.385e-19,5.991e-33,3.938e-1,7.425e-20,1.843e-29,6.321e-20,6.665e-23,1.441e-31,7.273e+0,,,
483.89,8.534e+0,1.710e-17,,,1.031e-19,6.740e-23,,3.934e-16,4.419e-19,1.300e-29,5.273e-17,7.191e-19,2.572e-18,1.095e-20,1.127e-13,,1.145e-18,1.385e-19,9.844e-33,4.253e-1,7.409e-20,1.915e-29,6.322e-20,6.665e-23,1.441e-31,8.108e+0,,,
483.9,9.462e+0,1.710e-17,,,1.031e-19,6.743e-23,,3.934e-16,4.418e-19,1.298e-29,5.273e-17,7.196e-19,1.754e-18,1.095e-20,7.767e-14,,1.146e-18,1.385e-19,1.611e-32,4.576e-1,7.393e-20,1.987e-29,6.323e-20,6.666e-23,1.441e-31,9.005e+0,,,
483.91,1.045e+1,1.711e-17,,,1.031e-19,6.745e-23,,3.934e-16,4.416e-19,1.297e-29,5.273e-17,7.200e-19,1.192e-18,1.095e-20,5.333e-14,,1.147e-18,1.385e-19,2.628e-32,4.905e-1,7.378e-20,2.058e-29,6.324e-20,6.667e-23,1.441e-31,9.962e+0,,,
483.92,1.150e+1,1.711e-17,,,1.032e-19,6.748e-23,,3.934e-16,4.415e-19,1.296e-29,5.273e-17,7.205e-19,8.064e-19,1.095e-20,3.648e-14,,1.147e-18,1.385e-19,4.269e-32,5.238e-1,7.362e-20,2.130e-29,6.325e-20,6.667e-23,1.440e-31,1.098e+1,,,
483.93,1.261e+1,1.711e-17,,,1.032e-19,6.750e-23,,3.934e-16,4.413e-19,1.294e-29,5.273e-17,7.209e-19,5.437e-19,1.095e-20,2.485e-14,,1.148e-18,1.385e-19,6.909e-32,5.571e-1,7.346e-20,2.202e-29,6.327e-20,6.668e-23,1.440e-31,1.205e+1,,,
483.939,1.366e+1,1.711e-17,,,1.032e-19,6.753e-23,,3.933e-16,4.412e-19,1.293e-29,5.273e-17,7.214e-19,3.800e-19,1.095e-20,1.754e-14,,1.148e-18,1.386e-19,1.062e-31,5.871e-1,7.332e-20,2.266e-29,6.328e-20,6.668e-23,1.440e-31,1.307e+1,,,
483.949,1.487e+1,1.711e-17,,,1.032e-19,6.755e-23,,3.933e-16,4.410e-19,1.292e-29,5.273e-17,7.218e-19,2.544e-19,1.095e-20,1.186e-14,,1.149e-18,1.386e-19,1.707e-31,6.200e-1,7.316e-20,2.338e-29,6.329e-20,6.669e-23,1.440e-31,1.425e+1,,,
483.959,1.612e+1,1.712e-17,,,1.033e-19,6.758e-23,,3.933e-16,4.409e-19,1.291e-29,5.273e-17,7.223e-19,1.696e-19,1.095e-20,7.995e-15,,1.150e-18,1.386e-19,2.732e-31,6.523e-1,7.300e-20,2.409e-29,6.330e-20,6.669e-23,1.440e-31,1.547e+1,,,
483.969,1.742e+1,1.712e-17,,,1.033e-19,6.760e-23,,3.933e-16,4.407e-19,1.289e-29,5.274e-17,7.227e-19,1.126e-19,1.095e-20,5.367e-15,,1.150e-18,1.386e-19,4.356e-31,6.836e-1,7.284e-20,2.481e-29,6.331e-20,6.670e-23,1.440e-31,1.673e+1,,,
483.979,1.874e+1,1.712e-17,,,1.033e-19,6.763e-23,,3.933e-16,4.406e-19,1.288e-29,5.274e-17,7.232e-19,7.453e-20,1.095e-20,3.589e-15,,1.151e-18,1.386e-19,6.919e-31,7.137e-1,7.268e-20,2.553e-29,6.332e-20,6.670e-23,1.440e-31,1.803e+1,,,
483.989,2.010e+1,1.712e-17,,,1.034e-19,6.765e-23,,3.932e-16,4.404e-19,1.287e-29,5.274e-17,7.236e-19,4.912e-20,1.096e-20,2.391e-15,,1.152e-18,1.386e-19,1.095e-30,7.423e-1,7.253e-20,2.624e-29,6.333e-20,6.671e-23,1.440e-31,1.936e+1,,,
483.999,2.147e+1,1.712e-17,,,1.034e-19,6.768e-23,,3.932e-16,4.403e-19,1.285e-29,5.274e-17,7.241e-19,3.225e-20,1.096e-20,1.586e-15,,1.152e-18,1.387e-19,1.726e-30,7.691e-1,7.237e-20,2.696e-29,6.334e-20,6.671e-23,1.440e-31,2.070e+1,,,
484.009,2.284e+1,1.712e-17,,,1.034e-19,6.770e-23,,3.932e-16,4.401e-19,1.284e-29,5.274e-17,7.246e-19,2.110e-20,1.096e-20,1.049e-15,,1.153e-18,1.387e-19,2.711e-30,7.938e-1,7.221e-20,2.767e-29,6.336e-20,6.672e-23,1.440e-31,2.205e+1,,,
484.019,2.422e+1,1.713e-17,,,1.034e-19,6.773e-23,,3.932e-16,4.400e-19,1.283e-29,5.274e-17,7.250e-19,1.375e-20,1.096e-20,6.906e-16,,1.154e-18,1.387e-19,4.242e-30,8.162e-1,7.205e-20,2.839e-29,6.337e-20,6.672e-23,1.440e-31,2.340e+1,,,
484.029,2.558e+1,1.713e-17,,,1.035e-19,6.775e-23,,3.932e-16,4.398e-19,1.282e-29,5.274e-17,7.255e-19,8.923e-21,1.096e-20,4.531e-16,,1.154e-18,1.387e-19,6.612e-30,8.361e-1,7.189e-20,2.911e-29,6.338e-20,6.673e-23,1.440e-31,2.474e+1,,,
484.039,2.691e+1,1.713e-17,,,1.035e-19,6.778e-23,,3.932e-16,4.396e-19,1.280e-29,5.275e-17,7.259e-19,5.770e-21,1.096e-20,2.961e-16,,1.155e-18,1.387e-19,1.027e-29,8.532e-1,7.173e-20,2.982e-29,6.339e-20,6.673e-23,1.440e-31,2.606e+1,,,
484.049,2.821e+1,1.713e-17,,,1.035e-19,6.781e-23,,3.931e-16,4.395e-19,1.279e-29,5.275e-17,7.264e-19,3.716e-21,1.096e-20,1.927e-16,,1.156e-18,1.387e-19,1.588e-29,8.673e-1,7.158e-20,3.054e-29,6.340e-20,6.674e-23,1.440e-31,2.734e+1,,,
484.059,2.946e+1,1.713e-17,,,1.036e-19,6.783e-23,,3.931e-16,4.393e-19,1.278e-29,5.275e-17,7.269e-19,2.385e-21,1.096e-20,1.250e-16,,1.157e-18,1.388e-19,2.447e-29,8.783e-1,7.142e-20,3.126e-29,6.341e-20,6.674e-23,1.440e-31,2.858e+1,,,
484.069,3.064e+1,1.713e-17,,,1.036e-19,6.786e-23,,3.931e-16,4.392e-19,1.276e-29,5.275e-17,7.273e-19,1.524e-21,1.096e-20,8.075e-17,,1.157e-18,1.388e-19,3.757e-29,8.860e-1,7.126e-20,3.197e-29,6.342e-20,6.675e-23,1.440e-31,2.976e+1,,,
484.079,3.176e+1,1.714e-17,,,1.036e-19,6.788e-23,,3.931e-16,4.390e-19,1.275e-29,5.275e-17,7.278e-19,9.707e-22,1.096e-20,5.197e-17,,1.158e-18,1.388e-19,5.746e-29,8.904e-1,7.110e-20,3.269e-29,6.344e-20,6.675e-23,1.440e-31,3.087e+1,,,
484.089,3.279e+1,1.714e-17,,,1.037e-19,6.791e-23,,3.931e-16,4.389e-19,1.274e-29,5.275e-17,7.282e-19,6.158e-22,1.096e-20,3.332e-17,,1.159e-18,1.388e-19,8.755e-29,8.914e-1,7.094e-20,3.341e-29,6.345e-20,6.676e-23,1.440e-31,3.189e+1,,,
484.099,3.372e+1,1.714e-17,,,1.037e-19,6.793e-23,,3.931e-16,4.387e-19,1.272e-29,5.275e-17,7.287e-19,3.891e-22,1.096e-20,2.128e-17,,1.159e-18,1.388e-19,1.329e-28,8.890e-1,7.079e-20,3.412e-29,6.346e-20,6.676e-23,1.440e-31,3.283e+1,,,
484.109,3.455e+1,1.714e-17,,,1.037e-19,6.796e-23,,3.930e-16,4.386e-19,1.271e-29,5.276e-17,7.292e-19,2.450e-22,1.096e-20,1.354e-17,,1.160e-18,1.388e-19,2.009e-28,8.833e-1,7.063e-20,3.484e-29,6.347e-20,6.677e-23,1.439e-31,3.367e+1,,,
484.119,3.527e+1,1.714e-17,,,1.037e-19,6.798e-23,,3.930e-16,4.384e-19,1.270e-29,5.276e-17,7.296e-19,1.536e-22,1.097e-20,8.580e-18,,1.161e-18,1.389e-19,3.026e-28,8.743e-1,7.047e-20,3.556e-29,6.348e-20,6.677e-23,1.439e-31,3.440e+1,,,
484.129,3.587e+1,1.715e-17,,,1.038e-19,6.801e-23,,3.930e-16,4.383e-19,1.269e-29,5.276e-17,7.301e-19,9.597e-23,1.097e-20,5.417e-18,,1.161e-18,1.389e-19,4.542e-28,8.620e-1,7.031e-20,3.627e-29,6.349e-20,6.678e-23,1.439e-31,3.500e+1,,,
484.139,3.633e+1,1.715e-17,,,1.038e-19,6.803e-23,,3.930e-16,4.381e-19,1.267e-29,5.276e-17,7.305e-19,5.972e-23,1.097e-20,3.407e-18,,1.162e-18,1.389e-19,6.789e-28,8.467e-1,7.015e-20,3.699e-29,6.350e-20,6.678e-23,1.439e-31,3.549e+1,,,
484.148,3.664e+1,1.715e-17,,,1.038e-19,6.806e-23,,3.930e-16,4.380e-19,1.266e-29,5.276e-17,7.310e-19,3.884e-23,1.097e-20,2.237e-18,,1.162e-18,1.389e-19,9.718e-28,8.304e-1,7.001e-20,3.763e-29,6.352e-20,6.679e-23,1.439e-31,3.581e+1,,,
484.158,3.685e+1,1.715e-17,,,1.039e-19,6.808e-23,,3.929e-16,4.378e-19,1.265e-29,5.276e-17,7.314e-19,2.400e-23,1.097e-20,1.397e-18,,1.163e-18,1.389e-19,1.442e-27,8.098e-1,6.985e-20,3.835e-29,6.353e-20,6.679e-23,1.439e-31,3.605e+1,,,
484.168,3.693e+1,1.715e-17,,,1.039e-19,6.811e-23,,3.929e-16,4.377e-19,1.263e-29,5.276e-17,7.319e-19,1.477e-23,1.097e-20,8.687e-19,,1.164e-18,1.389e-19,2.133e-27,7.866e-1,6.969e-20,3.907e-29,6.354e-20,6.680e-23,1.439e-31,3.614e+1,,,
484.178,3.686e+1,1.715e-17,,,1.039e-19,6.813e-23,,3.929e-16,4.375e-19,1.262e-29,5.277e-17,7.323e-19,9.055e-24,1.097e-20,5.383e-19,,1.165e-18,1.389e-19,3.141e-27,7.613e-1,6.953e-20,3.978e-29,6.355e-20,6.680e-23,1.439e-31,3.610e+1,,,
484.188,3.666e+1,1.716e-17,,,1.040e-19,6.816e-23,,3.929e-16,4.374e-19,1.261e-29,5.277e-17,7.328e-19,5.531e-24,1.097e-20,3.322e-19,,1.165e-18,1.390e-19,4.609e-27,7.339e-1,6.938e-20,4.050e-29,6.356e-20,6.681e-23,1.439e-31,3.592e+1,,,
484.198,3.631e+1,1.716e-17,,,1.040e-19,6.818e-23,,3.929e-16,4.372e-19,1.260e-29,5.277e-17,7.333e-19,3.365e-24,1.097e-20,2.043e-19,,1.166e-18,1.390e-19,6.738e-27,7.048e-1,6.922e-20,4.122e-29,6.357e-20,6.682e-23,1.439e-31,3.561e+1,,,
484.208,3.584e+1,1.716e-17,,,1.040e-19,6.821e-23,,3.929e-16,4.371e-19,1.258e-29,5.277e-17,7.337e-19,2.039e-24,1.097e-20,1.251e-19,,1.167e-18,1.390e-19,9.812e-27,6.743e-1,6.906e-20,4.193e-29,6.358e-20,6.682e-23,1.439e-31,3.516e+1,,,
484.218,3.523e+1,1.716e-17,,,1.040e-19,6.823e-23,,3.928e-16,4.369e-19,1.257e-29,5.277e-17,7.342e-19,1.231e-24,1.097e-20,7.635e-20,,1.167e-18,1.390e-19,1.423e-26,6.427e-1,6.890e-20,4.265e-29,6.360e-20,6.683e-23,1.439e-31,3.459e+1,,,
484.228,3.451e+1,1.716e-17,,,1.041e-19,6.826e-23,,3.928e-16,4.368e-19,1.256e-29,5.277e-17,7.346e-19,7.406e-25,1.097e-20,4.641e-20,,1.168e-18,1.390e-19,2.057e-26,6.102e-1,6.874e-20,4.336e-29,6.361e-20,6.683e-23,1.439e-31,3.390e+1,,,
484.238,3.367e+1,1.717e-17,,,1.041e-19,6.829e-23,,3.928e-16,4.366e-19,1.254e-29,5.277e-17,7.351e-19,4.438e-25,1.097e-20,2.810e-20,,1.169e-18,1.390e-19,2.962e-26,5.771e-1,6.859e-20,4.408e-29,6.362e-20,6.684e-23,1.439e-31,3.309e+1,,,
484.248,3.273e+1,1.717e-17,,,1.041e-19,6.831e-23,,3.928e-16,4.365e-19,1.253e-29,5.278e-17,7.356e-19,2.649e-25,1.098e-20,1.695e-20,,1.169e-18,1.391e-19,4.248e-26,5.438e-1,6.843e-20,4.480e-29,6.363e-20,6.684e-23,1.439e-31,3.219e+1,,,
484.258,3.169e+1,1.717e-17,,,1.042e-19,6.834e-23,,3.928e-16,4.363e-19,1.252e-29,5.278e-17,7.360e-19,1.575e-25,1.098e-20,1.019e-20,,1.170e-18,1.391e-19,6.071e-26,5.104e-1,6.827e-20,4.551e-29,6.364e-20,6.685e-23,1.439e-31,3.118e+1,,,
484.268,3.057e+1,1.717e-17,,,1.042e-19,6.836e-23,,3.928e-16,4.362e-19,1.250e-29,5.278e-17,7.365e-19,9.329e-26,1.098e-20,6.097e-21,,1.171e-18,1.391e-19,8.641e-26,4.773e-1,6.811e-20,4.623e-29,6.365e-20,6.685e-23,1.439e-31,3.010e+1,,,
484.278,2.938e+1,1.717e-17,,,1.042e-19,6.839e-23,,3.927e-16,4.360e-19,1.249e-29,5.278e-17,7.369e-19,5.505e-26,1.098e-20,3.636e-21,,1.171e-18,1.391e-19,1.225e-25,4.446e-1,6.795e-20,4.695e-29,6.366e-20,6.686e-23,1.439e-31,2.894e+1,,,
484.288,2.813e+1,1.717e-17,,,1.043e-19,6.841e-23,,3.927e-16,4.359e-19,1.248e-29,5.278e-17,7.374e-19,3.236e-26,1.098e-20,2.160e-21,,1.172e-18,1.391e-19,1.731e-25,4.126e-1,6.779e-20,4.766e-29,6.368e-20,6.686e-23,1.439e-31,2.772e+1,,,
484.298,2.683e+1,1.718e-17,,,1.043e-19,6.844e-23,,3.927e-16,4.357e-19,1.247e-29,5.278e-17,7.378e-19,1.895e-26,1.098e-20,1.278e-21,,1.173e-18,1.391e-19,2.436e-25,3.814e-1,6.764e-20,4.838e-29,6.369e-20,6.687e-23,1.438e-31,2.645e+1,,,
484.308,2.549e+1,1.718e-17,,,1.043e-19,6.846e-23,,3.927e-16,4.356e-19,1.245e-29,5.278e-17,7.383e-19,1.105e-26,1.098e-20,7.533e-22,,1.173e-18,1.392e-19,3.416e-25,3.512e-1,6.748e-20,4.910e-29,6.370e-20,6.687e-23,1.438e-31,2.514e+1,,,
484.318,2.413e+1,1.718e-17,,,1.043e-19,6.849e-23,,3.927e-16,4.354e-19,1.244e-29,5.279e-17,7.388e-19,6.422e-27,1.098e-20,4.424e-22,,1.174e-18,1.392e-19,4.771e-25,3.222e-1,6.732e-20,4.981e-29,6.371e-20,6.688e-23,1.438e-31,2.381e+1,,,
484.328,2.275e+1,1.718e-17,,,1.044e-19,6.851e-23,,3.926e-16,4.353e-19,1.243e-29,5.279e-17,7.392e-19,3.718e-27,1.098e-20,2.588e-22,,1.175e-18,1.392e-19,6.638e-25,2.945e-1,6.716e-20,5.053e-29,6.372e-20,6.688e-23,1.438e-31,2.246e+1,,,
484.338,2.137e+1,1.718e-17,,,1.044e-19,6.854e-23,,3.926e-16,4.351e-19,1.241e-29,5.279e-17,7.397e-19,2.144e-27,1.098e-20,1.508e-22,,1.175e-18,1.392e-19,9.201e-25,2.681e-1,6.700e-20,5.125e-29,6.373e-20,6.689e-23,1.438e-31,2.110e+1,,,
484.348,2.000e+1,1.719e-17,,,1.044e-19,6.856e-23,,3.926e-16,4.350e-19,1.240e-29,5.279e-17,7.401e-19,1.232e-27,1.098e-20,8.755e-23,,1.176e-18,1.392e-19,1.271e-24,2.432e-1,6.684e-20,5.196e-29,6.374e-20,6.689e-23,1.438e-31,1.976e+1,,,
484.357,1.878e+1,1.719e-17,,,1.045e-19,6.859e-23,,3.926e-16,4.348e-19,1.239e-29,5.279e-17,7.406e-19,7.454e-28,1.098e-20,5.349e-23,,1.177e-18,1.392e-19,1.693e-24,2.220e-1,6.670e-20,5.261e-29,6.375e-20,6.690e-23,1.438e-31,1.856e+1,,,
484.367,1.745e+1,1.719e-17,,,1.045e-19,6.861e-23,,3.926e-16,4.347e-19,1.238e-29,5.279e-17,7.410e-19,4.251e-28,1.098e-20,3.083e-23,,1.177e-18,1.393e-19,2.321e-24,1.999e-1,6.654e-20,5.332e-29,6.377e-20,6.690e-23,1.438e-31,1.725e+1,,,
484.377,1.615e+1,1.719e-17,,,1.045e-19,6.864e-23,,3.926e-16,4.345e-19,1.236e-29,5.279e-17,7.415e-19,2.415e-28,1.098e-20,1.770e-23,,1.178e-18,1.393e-19,3.170e-24,1.793e-1,6.639e-20,5.404e-29,6.378e-20,6.691e-23,1.438e-31,1.597e+1,,,
484.387,1.489e+1,1.719e-17,,,1.045e-19,6.866e-23,,3.925e-16,4.344e-19,1.235e-29,5.279e-17,7.419e-19,1.367e-28,1.099e-20,1.012e-23,,1.179e-18,1.393e-19,4.314e-24,1.602e-1,6.623e-20,5.476e-29,6.379e-20,6.691e-23,1.438e-31,1.473e+1,,,
484.397,1.368e+1,1.719e-17,,,1.046e-19,6.869e-23,,3.925e-16,4.342e-19,1.234e-29,5.280e-17,7.424e-19,7.705e-29,1.099e-20,5.766e-24,,1.179e-18,1.393e-19,5.847e-24,1.426e-1,6.607e-20,5.547e-29,6.380e-20,6.692e-23,1.438e-31,1.353e+1,,,
484.407,1.251e+1,1.720e-17,,,1.046e-19,6.871e-23,,3.925e-16,4.341e-19,1.232e-29,5.280e-17,7.429e-19,4.327e-29,1.099e-20,3.272e-24,,1.180e-18,1.393e-19,7.895e-24,1.265e-1,6.591e-20,5.619e-29,6.381e-20,6.692e-23,1.438e-31,1.239e+1,,,
484.417,1.141e+1,1.720e-17,,,1.046e-19,6.874e-23,,3.925e-16,4.339e-19,1.231e-29,5.280e-17,7.433e-19,2.788e-30,1.099e-20,1.850e-24,,1.181e-18,1.393e-19,1.062e-23,1.117e-1,6.575e-20,5.691e-29,6.382e-20,6.693e-23,1.438e-31,1.130e+1,,,
484.427,1.036e+1,1.720e-17,,,1.047e-19,6.876e-23,,3.925e-16,4.338e-19,1.230e-29,5.280e-17,7.438e-19,1.562e-30,1.099e-20,1.042e-24,,1.181e-18,1.394e-19,1.423e-23,9.833e-2,6.559e-20,5.762e-29,6.383e-20,6.693e-23,1.438e-31,1.026e+1,,,
484.437,9.372e+0,1.720e-17,,,1.047e-19,6.879e-23,,3.925e-16,4.336e-19,1.228e-29,5.280e-17,7.442e-19,1.562e-30,1.099e-20,5.846e-25,,1.182e-18,1.394e-19,1.900e-23,8.621e-2,6.544e-20,5.834e-29,6.385e-20,6.694e-23,1.438e-31,9.286e+0,,,
484.447,8.446e+0,1.720e-17,,,1.047e-19,6.882e-23,,3.924e-16,4.335e-19,1.227e-29,5.280e-17,7.447e-19,1.561e-30,1.099e-20,5.844e-25,,1.183e-18,1.394e-19,2.527e-23,7.529e-2,6.528e-20,5.905e-29,6.386e-20,6.695e-23,1.438e-31,8.371e+0,,,
484.457,7.583e+0,1.721e-17,,,1.048e-19,6.884e-23,,3.924e-16,4.333e-19,1.226e-29,5.280e-17,7.452e-19,1.561e-30,1.099e-20,5.842e-25,,1.183e-18,1.394e-19,3.348e-23,6.551e-2,6.512e-20,5.977e-29,6.387e-20,6.695e-23,1.438e-31,7.518e+0,,,
484.467,6.782e+0,1.721e-17,,,1.048e-19,6.887e-23,,3.924e-16,4.332e-19,1.225e-29,5.281e-17,7.456e-19,1.560e-30,1.099e-20,5.840e-25,,1.184e-18,1.394e-19,4.419e-23,5.678e-2,6.496e-20,6.049e-29,6.388e-20,6.696e-23,1.438e-31,6.725e+0,,,
484.477,6.043e+0,1.721e-17,,,1.048e-19,6.889e-23,,3.924e-16,4.330e-19,1.223e-29,5.281e-17,7.461e-19,1.560e-30,1.099e-20,5.838e-25,,1.185e-18,1.394e-19,5.810e-23,4.902e-2,6.480e-20,6.120e-29,6.389e-20,6.696e-23,1.437e-31,5.994e+0,,,
