Wavelength (nm),Sum(calc),Al I (1.2e-1),Al II (2.2e-1),Al III (1.7e-5),Ti I (5.1e-2),Ti II (2.8e-1),Ti III (6.0e-4),Fe I (1.0e-1),Fe II (2.3e-1),Fe III (5.1e-5)
202.99,1.440e+2,,1.314e-6,,,,9.440e-18,,1.440e+2,2.047e-4
203.04,2.483e+2,,1.834e-7,,,,9.364e-18,,2.483e+2,1.843e-4
203.09,3.795e+2,,2.266e-8,,,,9.288e-18,,3.795e+2,1.727e-4
203.13,4.885e+2,,3.896e-9,,,,9.227e-18,,4.885e+2,1.803e-4
203.18,6.015e+2,,3.863e-10,,,,9.151e-18,,6.015e+2,2.301e-4
203.23,6.587e+2,,3.389e-11,,,,9.074e-18,,6.587e+2,3.462e-4
203.28,6.454e+2,,2.631e-12,,,,8.998e-18,,6.454e+2,5.435e-4
203.33,5.743e+2,,1.807e-13,,,,8.922e-18,,5.743e+2,8.196e-4
203.38,4.802e+2,,1.099e-14,,,,8.846e-18,,4.802e+2,1.151e-3
203.43,4.022e+2,,1.098e-14,,,,8.770e-18,,4.022e+2,1.497e-3
203.48,3.644e+2,,1.097e-14,,,,8.693e-18,,3.644e+2,1.817e-3
203.52,3.634e+2,,1.096e-14,,,,8.632e-18,,3.634e+2,2.034e-3
203.57,3.825e+2,,1.095e-14,,,,8.556e-18,,3.825e+2,2.246e-3
203.62,4.000e+2,,1.095e-14,,,,8.480e-18,,4.000e+2,2.393e-3
203.67,3.999e+2,,1.094e-14,,,,8.404e-18,,3.999e+2,2.482e-3
203.72,3.874e+2,,1.093e-14,,,,8.328e-18,,3.874e+2,2.524e-3
203.77,3.896e+2,,1.092e-14,,,,8.251e-18,,3.896e+2,2.527e-3
203.82,4.422e+2,,1.091e-14,,,,8.175e-18,,4.422e+2,2.505e-3
203.87,5.690e+2,,1.090e-14,,,,8.099e-18,,5.690e+2,2.460e-3
203.92,7.636e+2,,1.090e-14,,,,8.023e-18,,7.636e+2,2.385e-3
203.96,9.393e+2,,1.089e-14,,,,7.962e-18,,9.393e+2,2.291e-3
204.01,1.127e+3,,1.088e-14,,,,7.886e-18,,1.127e+3,2.115e-3
204.06,1.216e+3,,1.087e-14,,,,7.809e-18,,1.216e+3,1.876e-3
204.11,1.170e+3,,1.086e-14,,,,7.733e-18,,1.170e+3,1.607e-3
204.16,9.996e+2,,1.086e-14,,,,7.657e-18,,9.996e+2,1.376e-3
204.21,7.582e+2,,1.085e-14,,,,7.581e-18,,7.581e+2,1.261e-3
204.26,5.101e+2,,1.084e-14,,,,7.505e-18,,5.101e+2,1.311e-3
204.31,3.044e+2,,1.083e-14,,,,7.428e-18,,3.044e+2,1.523e-3
204.35,1.847e+2,,1.082e-14,,,,7.368e-18,,1.847e+2,1.765e-3
204.40,8.880e+1,,1.081e-14,,,,7.291e-18,,8.880e+1,2.067e-3
204.45,3.789e+1,,1.081e-14,,,,7.215e-18,,3.789e+1,2.260e-3
204.50,1.446e+1,,1.080e-14,,,,7.139e-18,,1.446e+1,2.266e-3
204.55,5.368e+0,,1.079e-14,,,,7.063e-18,,5.366e+0,2.074e-3
204.60,3.400e+0,,1.078e-14,,,,6.987e-18,,3.398e+0,1.740e-3
204.65,6.472e+0,,1.077e-14,,,,6.910e-18,,6.470e+0,1.362e-3
204.70,1.683e+1,,1.076e-14,,,,6.834e-18,,1.682e+1,1.037e-3
204.74,3.450e+1,,1.076e-14,,,,6.773e-18,,3.450e+1,8.547e-4
204.79,7.645e+1,,1.075e-14,,,,6.697e-18,,7.645e+1,7.374e-4
204.84,1.505e+2,,1.074e-14,,,,6.621e-18,,1.505e+2,7.130e-4
204.89,2.632e+2,,1.073e-14,,,,6.545e-18,,2.632e+2,7.247e-4
204.94,4.086e+2,,1.072e-14,,,,6.468e-18,,4.086e+2,7.162e-4
204.99,5.634e+2,,1.072e-14,,,,6.392e-18,,5.634e+2,6.552e-4
205.04,6.904e+2,,1.071e-14,,,,6.316e-18,,6.904e+2,5.427e-4
205.09,7.527e+2,,1.070e-14,,,,6.240e-18,,7.527e+2,4.061e-4
205.14,7.328e+2,,1.069e-14,,,,6.164e-18,,7.328e+2,2.823e-4
205.18,6.652e+2,,1.068e-14,,,,6.103e-18,,6.652e+2,2.156e-4
205.23,5.465e+2,,1.067e-14,,,,6.026e-18,,5.465e+2,1.971e-4
205.28,4.323e+2,,1.067e-14,,,,5.950e-18,,4.323e+2,2.781e-4
205.33,3.579e+2,,1.066e-14,,,,5.874e-18,,3.579e+2,4.944e-4
205.38,3.350e+2,,1.065e-14,,,,5.798e-18,,3.350e+2,8.840e-4
205.43,3.503e+2,,1.064e-14,,,,5.722e-18,,3.503e+2,1.470e-3
205.48,3.752e+2,,1.063e-14,,,,5.645e-18,,3.752e+2,2.233e-3
205.53,3.816e+2,,1.062e-14,,,,5.569e-18,,3.816e+2,3.107e-3
205.57,3.625e+2,,1.062e-14,,,,5.508e-18,,3.625e+2,3.822e-3
205.62,3.086e+2,,1.061e-14,,,,5.432e-18,,3.086e+2,4.684e-3
205.67,2.345e+2,,1.060e-14,,,,5.356e-18,,2.345e+2,5.564e-3
205.72,1.585e+2,,1.059e-14,,,,5.280e-18,,1.585e+2,6.745e-3
205.77,9.534e+1,,1.058e-14,,,,5.203e-18,,9.534e+1,8.865e-3
205.82,5.122e+1,,1.058e-14,,,,5.127e-18,,5.120e+1,1.301e-2
205.87,2.534e+1,,1.057e-14,,,,5.051e-18,,2.532e+1,2.062e-2
205.92,1.386e+1,,1.056e-14,,,,4.975e-18,,1.382e+1,3.305e-2
205.97,1.378e+1,,1.055e-14,,,,4.899e-18,,1.373e+1,5.063e-2
206.01,2.194e+1,,1.054e-14,,,,4.838e-18,,2.188e+1,6.731e-2
206.06,4.519e+1,,1.053e-14,,,,4.762e-18,,4.510e+1,8.811e-2
206.11,8.764e+1,,1.053e-14,5.348e-24,,,4.685e-18,,8.753e+1,1.037e-1
206.16,1.527e+2,,1.052e-14,9.297e-23,,,4.609e-18,,1.526e+2,1.093e-1
206.21,2.379e+2,,1.773e-13,1.439e-21,,,4.533e-18,,2.378e+2,1.027e-1
206.26,3.317e+2,,2.660e-12,1.982e-20,,,4.457e-18,,3.317e+2,8.609e-2
206.31,4.163e+2,,3.553e-11,2.432e-19,,,4.381e-18,,4.162e+2,6.440e-2
206.36,4.740e+2,,4.225e-10,2.656e-18,,,4.304e-18,,4.739e+2,4.348e-2
206.40,4.950e+2,,2.817e-9,1.654e-17,,,4.243e-18,,4.949e+2,3.037e-2
206.45,4.934e+2,,2.717e-8,1.466e-16,,,4.167e-18,,4.934e+2,2.088e-2
206.50,4.752e+2,,2.334e-7,1.156e-15,,,4.091e-18,,4.752e+2,2.042e-2
206.55,4.579e+2,,1.784e-6,8.121e-15,,,4.015e-18,,4.579e+2,2.995e-2
206.60,4.532e+2,,1.214e-5,5.079e-14,,,3.939e-18,,4.532e+2,4.987e-2
206.65,4.615e+2,,7.360e-5,2.828e-13,,,3.862e-18,,4.614e+2,7.897e-2
206.70,4.731e+2,,3.970e-4,1.402e-12,,,3.786e-18,,4.730e+2,1.129e-1
206.75,4.739e+2,,1.907e-3,6.187e-12,,,3.710e-18,,4.737e+2,1.442e-1
206.79,4.591e+2,,6.154e-3,1.866e-11,,,3.649e-18,,4.590e+2,1.613e-1
206.84,4.185e+2,,2.398e-2,6.683e-11,,,3.573e-18,,4.184e+2,1.672e-1
206.89,3.585e+2,,8.317e-2,2.131e-10,,,3.497e-18,,3.583e+2,1.543e-1
206.94,2.901e+2,,2.568e-1,6.048e-10,,,3.420e-18,,2.897e+2,1.269e-1
206.99,2.243e+2,,7.061e-1,1.529e-9,,,3.344e-18,,2.235e+2,9.301e-2
207.04,1.679e+2,,1.728e+0,3.440e-9,,,3.268e-18,,1.662e+2,6.090e-2
207.09,1.232e+2,,3.765e+0,6.891e-9,,,3.192e-18,,1.194e+2,3.571e-2
207.14,8.967e+1,,7.303e+0,1.229e-8,,,3.116e-18,,8.235e+1,1.883e-2
