Wavelength (nm),Sum(calc),Ti I (5.4e-2),Ti II (9.4e-1),Ti III (1.9e-3)
436.62,1.585e+3,1.162e-13,1.585e+3,1.488e-21
436.64,1.782e+3,1.162e-13,1.782e+3,4.259e-21
436.67,2.060e+3,1.161e-13,2.060e+3,1.998e-20
436.69,2.221e+3,1.161e-13,2.221e+3,5.484e-20
436.72,2.410e+3,1.161e-13,2.410e+3,2.417e-19
436.74,2.493e+3,1.161e-13,2.493e+3,6.362e-19
436.76,2.535e+3,1.161e-13,2.535e+3,1.647e-18
436.79,2.519e+3,1.161e-13,2.519e+3,6.649e-18
436.81,2.456e+3,1.160e-13,2.456e+3,1.651e-17
436.84,2.292e+3,1.160e-13,2.292e+3,6.262e-17
436.86,2.143e+3,1.160e-13,2.143e+3,1.491e-16
436.89,1.878e+3,1.160e-13,1.878e+3,5.312e-16
436.91,1.684e+3,1.160e-13,1.684e+3,1.214e-15
436.94,1.386e+3,1.159e-13,1.386e+3,4.061e-15
436.96,1.192e+3,1.159e-13,1.192e+3,8.897e-15
436.99,9.207e+2,1.159e-13,9.207e+2,2.796e-14
437.01,7.591e+2,1.159e-13,7.591e+2,5.877e-14
437.04,5.508e+2,1.159e-13,5.508e+2,1.735e-13
437.06,4.355e+2,1.159e-13,4.355e+2,3.497e-13
437.09,2.967e+2,1.158e-13,2.967e+2,9.699e-13
437.11,2.250e+2,1.158e-13,2.250e+2,1.875e-12
437.13,1.678e+2,1.158e-13,1.678e+2,3.565e-12
437.16,1.047e+2,1.158e-13,1.047e+2,9.058e-12
437.18,7.483e+1,1.158e-13,7.483e+1,1.652e-11
437.21,4.384e+1,1.157e-13,4.384e+1,3.942e-11
437.23,3.006e+1,1.157e-13,3.006e+1,6.895e-11
437.26,1.653e+1,1.157e-13,1.653e+1,1.546e-10
437.28,1.087e+1,1.157e-13,1.087e+1,2.593e-10
437.31,5.616e+0,1.157e-13,5.616e+0,5.460e-10
437.33,3.541e+0,1.157e-13,3.541e+0,8.786e-10
437.36,1.718e+0,1.156e-13,1.718e+0,1.738e-9
437.38,1.038e+0,1.156e-13,1.038e+0,2.682e-9
437.41,4.730e-1,1.156e-13,4.730e-1,4.984e-9
437.43,2.742e-1,1.156e-13,2.742e-1,7.377e-9
437.46,1.173e-1,1.156e-13,1.173e-1,1.288e-8
437.48,6.521e-2,1.155e-13,6.521e-2,1.828e-8
437.5,3.565e-2,1.155e-13,3.565e-2,2.552e-8
437.53,1.396e-2,1.155e-13,1.396e-2,4.081e-8
437.55,7.320e-3,1.155e-13,7.320e-3,5.465e-8
437.58,2.692e-3,1.155e-13,2.692e-3,8.208e-8
437.6,1.354e-3,1.154e-13,1.353e-3,1.054e-7
437.63,4.678e-4,1.154e-13,4.677e-4,1.487e-7
437.65,2.261e-4,1.154e-13,2.259e-4,1.832e-7
437.68,7.524e-5,1.154e-13,7.499e-5,2.429e-7
437.7,3.842e-5,1.154e-13,3.813e-5,2.870e-7
437.73,2.513e-5,1.154e-13,2.477e-5,3.572e-7
437.75,3.661e-5,1.153e-13,3.620e-5,4.049e-7
437.78,1.008e-4,1.153e-13,1.004e-4,4.734e-7
437.8,2.087e-4,1.153e-13,2.081e-4,5.146e-7
437.83,6.112e-4,1.153e-13,6.107e-4,5.653e-7
437.85,1.228e-3,1.153e-13,1.228e-3,5.894e-7
437.88,3.392e-3,1.152e-13,3.392e-3,6.081e-7
437.9,6.542e-3,1.152e-13,6.542e-3,6.081e-7
437.92,1.241e-2,1.152e-13,1.241e-2,5.980e-7
437.95,3.142e-2,1.152e-13,3.142e-2,5.653e-7
437.97,5.717e-2,1.152e-13,5.717e-2,5.332e-7
438,1.360e-1,1.152e-13,1.360e-1,4.734e-7
438.02,2.374e-1,1.151e-13,2.374e-1,4.283e-7
438.05,5.307e-1,1.151e-13,5.307e-1,3.572e-7
438.07,8.887e-1,3.466e-13,8.887e-1,3.100e-7
438.1,1.866e+0,1.755e-12,1.866e+0,2.429e-7
438.12,2.998e+0,5.070e-12,2.998e+0,2.021e-7
438.15,5.916e+0,2.413e-11,5.916e+0,1.487e-7
438.17,9.115e+0,6.688e-11,9.115e+0,1.187e-7
438.2,1.690e+1,2.991e-10,1.690e+1,8.208e-8
438.22,2.498e+1,7.953e-10,2.498e+1,6.285e-8
438.25,4.351e+1,3.342e-9,4.351e+1,4.081e-8
438.27,6.169e+1,8.527e-9,6.169e+1,2.997e-8
438.29,8.603e+1,2.139e-8,8.603e+1,2.164e-8
438.32,1.373e+2,8.242e-8,1.373e+2,1.288e-8
438.34,1.837e+2,1.984e-7,1.837e+2,8.919e-9
438.37,2.755e+2,7.183e-7,2.755e+2,4.984e-9
438.39,3.536e+2,1.659e-6,3.536e+2,3.311e-9
438.42,4.982e+2,5.644e-6,4.982e+2,1.738e-9
438.44,6.133e+2,1.251e-5,6.133e+2,1.108e-9
438.47,8.120e+2,3.999e-5,8.120e+2,5.460e-10
438.49,9.589e+2,8.500e-5,9.589e+2,3.338e-10
438.52,1.193e+3,2.554e-4,1.193e+3,1.546e-10
438.54,1.351e+3,5.209e-4,1.351e+3,9.062e-11
438.57,1.579e+3,1.471e-3,1.579e+3,3.942e-11
438.59,1.716e+3,2.878e-3,1.716e+3,2.217e-11
438.62,1.884e+3,7.636e-3,1.884e+3,9.058e-12
438.64,1.964e+3,1.433e-2,1.964e+3,4.885e-12
438.66,2.014e+3,2.647e-2,2.014e+3,2.591e-12
438.69,2.027e+3,6.438e-2,2.027e+3,9.699e-13
438.71,1.993e+3,1.140e-1,1.993e+3,4.934e-13
438.74,1.885e+3,2.607e-1,1.884e+3,1.735e-13
438.76,1.779e+3,4.430e-1,1.778e+3,8.466e-14
438.79,1.581e+3,9.516e-1,1.580e+3,2.796e-14
438.81,1.432e+3,1.552e+0,1.430e+3,1.309e-14
438.84,1.199e+3,3.132e+0,1.196e+3,4.061e-15
438.86,1.045e+3,4.900e+0,1.040e+3,1.823e-15
438.89,8.318e+2,9.295e+0,8.225e+2,5.312e-16
438.91,7.075e+2,1.395e+1,6.935e+2,2.287e-16
438.94,5.583e+2,2.487e+1,5.334e+2,6.262e-17
438.96,4.893e+2,3.581e+1,4.535e+2,2.586e-17
438.99,4.420e+2,5.998e+1,3.821e+2,6.649e-18
439.01,4.552e+2,8.287e+1,3.723e+2,2.633e-18
439.03,5.117e+2,1.126e+2,3.990e+2,1.026e-18
439.06,6.961e+2,1.729e+2,5.232e+2,2.417e-19
439.08,9.013e+2,2.254e+2,6.758e+2,9.028e-20
439.11,1.366e+3,3.253e+2,1.041e+3,1.998e-20
439.13,1.803e+3,4.069e+2,1.396e+3,7.159e-21
439.16,2.692e+3,5.517e+2,2.140e+3,1.488e-21
439.18,3.464e+3,6.620e+2,2.802e+3,5.115e-22
439.21,4.926e+3,8.437e+2,4.082e+3,9.987e-23
439.23,6.116e+3,9.713e+2,5.144e+3,3.292e-23
439.26,8.222e+3,1.163e+3,7.059e+3,2.247e-23
439.28,9.824e+3,1.285e+3,8.539e+3,1.550e-23
439.31,1.246e+4,1.446e+3,1.101e+4,7.975e-23
439.33,1.432e+4,1.532e+3,1.279e+4,2.328e-22
439.36,1.712e+4,1.620e+3,1.550e+4,1.126e-21
439.38,1.891e+4,1.647e+3,1.726e+4,3.154e-21
439.41,2.131e+4,1.637e+3,1.967e+4,1.434e-20
439.43,2.261e+4,1.597e+3,2.102e+4,3.856e-20
439.45,2.362e+4,1.532e+3,2.209e+4,1.020e-19
439.48,2.446e+4,1.396e+3,2.307e+4,4.251e-19
439.5,2.454e+4,1.285e+3,2.326e+4,1.079e-18
439.53,2.393e+4,1.100e+3,2.283e+4,4.229e-18
439.55,2.306e+4,9.713e+2,2.209e+4,1.030e-17
439.58,2.115e+4,7.814e+2,2.037e+4,3.794e-17
439.6,1.957e+4,6.620e+2,1.891e+4,8.867e-17
439.63,1.689e+4,5.005e+2,1.639e+4,3.071e-16
439.65,1.500e+4,4.069e+2,1.460e+4,6.888e-16
439.68,1.218e+4,2.891e+2,1.189e+4,2.243e-15
439.7,1.039e+4,2.254e+2,1.016e+4,4.827e-15
439.73,7.928e+3,1.505e+2,7.778e+3,1.478e-14
439.75,6.488e+3,1.126e+2,6.376e+3,3.051e-14
439.78,4.658e+3,7.065e+1,4.587e+3,8.781e-14
439.8,3.658e+3,5.072e+1,3.608e+3,1.740e-13
439.82,2.826e+3,3.581e+1,2.791e+3,3.392e-13
439.85,1.861e+3,2.059e+1,1.840e+3,8.953e-13
439.87,1.380e+3,1.395e+1,1.366e+3,1.675e-12
439.9,8.541e+2,7.540e+0,8.466e+2,4.155e-12
439.92,6.077e+2,4.900e+0,6.028e+2,7.459e-12
439.95,3.536e+2,2.489e+0,3.511e+2,1.740e-11
439.97,2.414e+2,1.552e+0,2.399e+2,2.997e-11
440,1.320e+2,7.406e-1,1.313e+2,6.570e-11
440.02,8.651e+1,4.430e-1,8.606e+1,1.086e-10
440.05,4.447e+1,1.987e-1,4.427e+1,2.239e-10
440.07,2.795e+1,1.140e-1,2.784e+1,3.551e-10
440.1,1.351e+1,4.807e-2,1.346e+1,6.881e-10
440.12,8.147e+0,2.647e-2,8.120e+0,1.048e-9
440.15,3.700e+0,1.048e-2,3.689e+0,1.908e-9
440.17,2.141e+0,5.539e-3,2.136e+0,2.787e-9
440.19,1.219e+0,2.878e-3,1.216e+0,4.006e-9
440.22,5.076e-1,1.045e-3,5.066e-1,6.691e-9
440.24,2.775e-1,5.209e-4,2.770e-1,9.227e-9
440.27,1.096e-1,1.777e-4,1.094e-1,1.449e-8
440.29,5.903e-2,8.500e-5,5.894e-2,1.917e-8
440.32,2.685e-2,2.725e-5,2.682e-2,2.830e-8
440.34,2.181e-2,1.251e-5,2.180e-2,3.594e-8
440.37,3.232e-2,3.768e-6,3.232e-2,4.987e-8
440.39,5.404e-2,1.659e-6,5.404e-2,6.078e-8
440.42,1.253e-1,4.697e-7,1.253e-1,7.929e-8
440.44,2.185e-1,1.984e-7,2.185e-1,9.273e-8
440.47,4.896e-1,5.281e-8,4.896e-1,1.137e-7
440.49,8.218e-1,2.144e-8,8.218e-1,1.276e-7
440.52,1.733e+0,5.564e-9,1.733e+0,1.471e-7
440.54,2.792e+0,2.653e-9,2.792e+0,1.584e-7
440.56,4.425e+0,2.303e-9,4.425e+0,1.678e-7
440.59,8.562e+0,6.424e-9,8.562e+0,1.774e-7
440.61,1.302e+1,1.583e-8,1.302e+1,1.804e-7
440.64,2.369e+1,6.139e-8,2.369e+1,1.793e-7
440.66,3.458e+1,1.488e-7,3.458e+1,1.749e-7
440.69,5.913e+1,5.447e-7,5.913e+1,1.634e-7
440.71,8.283e+1,1.267e-6,8.283e+1,1.530e-7
440.74,1.332e+2,4.363e-6,1.332e+2,1.344e-7
440.76,1.791e+2,9.745e-6,1.791e+2,1.207e-7
440.79,2.707e+2,3.154e-5,2.707e+2,9.966e-8
440.81,3.493e+2,6.763e-5,3.493e+2,8.592e-8
440.84,4.964e+2,2.058e-4,4.964e+2,6.669e-8
440.86,6.147e+2,4.236e-4,6.147e+2,5.517e-8
440.89,8.214e+2,1.212e-3,8.214e+2,4.025e-8
440.91,9.763e+2,2.395e-3,9.763e+2,3.196e-8
440.94,1.227e+3,6.445e-3,1.227e+3,2.192e-8
440.96,1.399e+3,1.222e-2,1.399e+3,1.670e-8
440.98,1.570e+3,2.279e-2,1.570e+3,1.252e-8
441.01,1.809e+3,5.627e-2,1.809e+3,7.873e-9
441.03,1.948e+3,1.007e-1,1.948e+3,5.662e-9
441.06,2.111e+3,2.339e-1,2.110e+3,3.348e-9
441.08,2.181e+3,4.019e-1,2.181e+3,2.311e-9
441.11,2.223e+3,8.776e-1,2.222e+3,1.285e-9
441.13,2.205e+3,1.447e+0,2.204e+3,8.507e-10
441.16,2.113e+3,2.972e+0,2.110e+3,4.446e-10
441.18,2.014e+3,4.704e+0,2.009e+3,2.825e-10
441.21,1.818e+3,9.083e+0,1.809e+3,1.388e-10
441.23,1.666e+3,1.380e+1,1.652e+3,8.465e-11
441.26,1.424e+3,2.506e+1,1.399e+3,3.909e-11
441.28,1.263e+3,3.654e+1,1.227e+3,2.288e-11
441.31,1.039e+3,6.239e+1,9.763e+2,9.932e-12
441.33,9.088e+2,8.732e+1,8.214e+2,5.578e-12
441.35,8.001e+2,1.202e+2,6.799e+2,3.082e-12
441.38,6.848e+2,1.884e+2,4.964e+2,1.227e-12
441.4,6.432e+2,2.489e+2,3.943e+2,6.505e-13
441.43,6.374e+2,3.667e+2,2.707e+2,2.435e-13
441.45,6.715e+2,4.652e+2,2.064e+2,1.239e-13
441.48,7.776e+2,6.444e+2,1.332e+2,4.358e-14
441.5,8.820e+2,7.846e+2,9.744e+1,2.128e-14
441.53,1.081e+3,1.022e+3,5.913e+1,7.037e-15
441.55,1.236e+3,1.194e+3,4.152e+1,3.297e-15
441.58,1.487e+3,1.463e+3,2.369e+1,1.025e-15
441.6,1.657e+3,1.641e+3,1.596e+1,4.609e-16
441.63,1.899e+3,1.890e+3,8.562e+0,1.347e-16
441.65,2.041e+3,2.035e+3,5.537e+0,5.812e-17
441.68,2.207e+3,2.205e+3,2.792e+0,1.597e-17
441.7,2.280e+3,2.278e+3,1.733e+0,6.612e-18
441.72,2.317e+3,2.316e+3,1.058e+0,2.693e-18
441.75,2.302e+3,2.302e+3,4.895e-1,6.786e-19
441.77,2.246e+3,2.246e+3,2.868e-1,2.652e-19
441.8,2.099e+3,2.099e+3,1.248e-1,6.283e-20
441.82,1.966e+3,1.966e+3,7.016e-2,2.356e-20
441.85,1.727e+3,1.727e+3,2.869e-2,5.247e-21
441.87,1.553e+3,1.553e+3,1.548e-2,1.889e-21
441.9,1.283e+3,1.283e+3,5.953e-3,3.954e-22
441.92,1.107e+3,1.107e+3,3.083e-3,1.365e-22
441.95,8.604e+2,8.604e+2,1.114e-3,2.687e-23
441.97,7.125e+2,7.125e+2,5.540e-4,6.685e-23
442,5.207e+2,5.207e+2,1.883e-4,1.268e-22
442.02,4.139e+2,4.139e+2,8.982e-5,1.668e-22
442.05,2.844e+2,2.844e+2,2.870e-5,2.268e-22
442.07,2.170e+2,2.170e+2,1.314e-5,6.694e-22
442.09,1.628e+2,1.628e+2,5.918e-6,1.944e-21
442.12,1.027e+2,1.027e+2,1.735e-6,9.332e-21
442.14,7.396e+1,7.396e+1,7.498e-7,2.602e-20
442.17,4.385e+1,4.385e+1,2.066e-7,1.175e-19
442.19,3.032e+1,3.032e+1,8.571e-8,3.146e-19
442.22,1.690e+1,1.690e+1,2.221e-8,1.337e-18
442.24,1.122e+1,1.122e+1,8.841e-9,3.436e-18
442.27,5.882e+0,5.882e+0,2.153e-9,1.373e-17
442.29,3.746e+0,3.746e+0,8.228e-10,3.389e-17
442.32,1.847e+0,1.847e+0,1.884e-10,1.275e-16
442.34,1.129e+0,1.129e+0,6.910e-11,3.020e-16
442.37,5.235e-1,5.235e-1,1.488e-11,1.068e-15
442.39,3.072e-1,3.072e-1,5.236e-12,2.431e-15
442.42,1.339e-1,1.339e-1,1.060e-12,8.090e-15
442.44,7.544e-2,7.544e-2,3.580e-13,1.767e-14
442.47,3.093e-2,3.093e-2,4.372e-13,5.533e-14
442.49,1.672e-2,1.672e-2,4.900e-13,1.160e-13
442.51,8.893e-3,8.893e-3,5.428e-13,2.394e-13
442.54,3.345e-3,3.345e-3,6.221e-13,6.883e-13
442.56,1.707e-3,1.707e-3,6.749e-13,1.364e-12
442.59,6.039e-4,6.039e-4,7.541e-13,3.688e-12
442.61,2.959e-4,2.959e-4,8.069e-13,7.015e-12
442.64,9.841e-5,9.841e-5,8.861e-13,1.785e-11
442.66,4.628e-5,4.628e-5,9.389e-13,3.259e-11
442.69,1.447e-5,1.447e-5,1.018e-12,7.802e-11
442.71,6.534e-6,6.534e-6,1.071e-12,1.368e-10
442.74,1.922e-6,1.922e-6,1.150e-12,3.081e-10
442.76,8.331e-7,8.326e-7,1.203e-12,5.186e-10
442.79,2.314e-7,2.303e-7,1.282e-12,1.099e-9
442.81,9.753e-8,9.575e-8,1.335e-12,1.776e-9
442.84,2.844e-8,2.490e-8,1.414e-12,3.540e-9
442.86,1.544e-8,9.942e-9,1.467e-12,5.494e-9
442.88,1.230e-8,3.910e-9,1.520e-12,8.388e-9
442.91,1.631e-8,9.628e-10,1.599e-12,1.535e-8
442.93,2.294e-8,4.351e-10,1.652e-12,2.250e-8
442.96,3.917e-8,4.344e-10,1.731e-12,3.874e-8
442.98,5.547e-8,9.397e-10,1.784e-12,5.453e-8
443.01,9.195e-8,3.632e-9,1.863e-12,8.831e-8
443.03,1.283e-7,8.923e-9,1.916e-12,1.193e-7
443.06,2.153e-7,3.340e-8,9.705e-12,1.819e-7
443.08,3.149e-7,7.892e-8,2.805e-11,2.360e-7
443.11,6.164e-7,2.780e-7,1.337e-10,3.382e-7
443.13,1.053e-6,6.308e-7,3.712e-10,4.214e-7
443.16,2.661e-6,2.091e-6,1.665e-9,5.683e-7
443.18,5.240e-6,4.556e-6,4.438e-9,6.797e-7
443.21,1.509e-5,1.421e-5,1.874e-8,8.624e-7
443.23,3.077e-5,2.973e-5,4.796e-8,9.903e-7
443.25,6.244e-5,6.120e-5,1.208e-7,1.119e-6
443.28,1.771e-4,1.753e-4,4.683e-7,1.303e-6
443.3,3.491e-4,3.466e-4,1.133e-6,1.414e-6
443.33,9.399e-4,9.342e-4,4.133e-6,1.549e-6
443.35,1.784e-3,1.773e-3,9.598e-6,1.614e-6
443.38,4.532e-3,4.498e-3,3.295e-5,1.664e-6
443.4,8.273e-3,8.198e-3,7.350e-5,1.664e-6
443.43,1.981e-2,1.957e-2,2.375e-4,1.614e-6
443.45,3.475e-2,3.424e-2,5.086e-4,1.550e-6
443.48,7.846e-2,7.691e-2,1.546e-3,1.414e-6
443.5,1.324e-1,1.293e-1,3.181e-3,1.304e-6
443.53,2.823e-1,2.732e-1,9.101e-3,1.120e-6
443.55,4.588e-1,4.408e-1,1.797e-2,9.916e-7
443.58,9.251e-1,8.767e-1,4.840e-2,8.022e-7
443.6,1.450e+0,1.359e+0,9.180e-2,6.831e-7
443.62,2.243e+0,2.071e+0,1.713e-1,5.732e-7
443.65,4.206e+0,3.783e+0,4.236e-1,4.297e-7
443.67,6.298e+0,5.538e+0,7.592e-1,3.498e-7
443.7,1.128e+1,9.518e+0,1.767e+0,2.542e-7
443.72,1.642e+1,1.338e+1,3.040e+0,2.061e-7
443.75,2.830e+1,2.164e+1,6.659e+0,1.554e-7
443.77,4.022e+1,2.921e+1,1.100e+1,1.343e-7
443.8,6.713e+1,4.445e+1,2.268e+1,1.188e-7
443.82,9.361e+1,5.762e+1,3.599e+1,1.175e-7
443.85,1.523e+2,8.251e+1,6.980e+1,1.260e-7
443.87,2.091e+2,1.027e+2,1.064e+2,1.371e-7
443.9,3.325e+2,1.384e+2,1.941e+2,1.590e-7
443.92,4.495e+2,1.654e+2,2.841e+2,1.757e-7
443.95,6.976e+2,2.097e+2,4.879e+2,2.010e-7
443.97,9.264e+2,2.407e+2,6.857e+2,2.167e-7
444,1.395e+3,2.872e+2,1.108e+3,2.363e-7
444.02,1.812e+3,3.165e+2,1.496e+3,2.457e-7
444.04,2.329e+3,3.433e+2,1.986e+3,2.516e-7
444.07,3.324e+3,3.761e+2,2.948e+3,2.531e-7
444.09,4.151e+3,3.916e+2,3.759e+3,2.491e-7
444.12,5.655e+3,4.037e+2,5.251e+3,2.362e-7
444.14,6.834e+3,4.038e+2,6.430e+3,2.235e-7
444.17,8.844e+3,3.917e+2,8.452e+3,2.001e-7
444.19,1.032e+4,3.763e+2,9.939e+3,1.827e-7
444.22,1.264e+4,3.438e+2,1.229e+4,1.557e-7
444.24,1.420e+4,3.174e+2,1.388e+4,1.384e-7
444.27,1.644e+4,2.738e+2,1.616e+4,1.150e-7
444.29,1.777e+4,2.440e+2,1.753e+4,1.021e-7
444.32,1.940e+4,2.014e+2,1.920e+4,8.786e-8
444.34,2.017e+4,1.764e+2,1.999e+4,8.219e-8
444.37,2.076e+4,1.474e+2,2.061e+4,7.977e-8
444.39,2.074e+4,1.359e+2,2.061e+4,8.221e-8
444.41,2.041e+4,1.328e+2,2.028e+4,8.770e-8
444.44,1.935e+4,1.483e+2,1.920e+4,1.010e-7
444.46,1.832e+4,1.763e+2,1.814e+4,1.128e-7
444.49,1.641e+4,2.535e+2,1.616e+4,1.332e-7
444.51,1.500e+4,3.350e+2,1.466e+4,1.478e-7
444.54,1.281e+4,5.160e+2,1.229e+4,1.696e-7
444.56,1.140e+4,6.848e+2,1.071e+4,1.829e-7
444.59,9.480e+3,1.027e+3,8.452e+3,1.994e-7
444.61,8.397e+3,1.325e+3,7.072e+3,2.073e-7
444.64,7.140e+3,1.889e+3,5.251e+3,2.134e-7
444.66,6.570e+3,2.350e+3,4.219e+3,2.133e-7
444.69,6.122e+3,3.174e+3,2.948e+3,2.069e-7
444.71,6.082e+3,3.808e+3,2.275e+3,1.986e-7
444.74,6.367e+3,4.871e+3,1.496e+3,1.813e-7
444.76,6.749e+3,5.641e+3,1.108e+3,1.672e-7
444.78,7.251e+3,6.443e+3,8.080e+2,1.517e-7
444.81,8.159e+3,7.671e+3,4.879e+2,1.272e-7
444.83,8.820e+3,8.478e+3,3.416e+2,1.109e-7
444.86,9.818e+3,9.624e+3,1.941e+2,8.752e-8
444.88,1.045e+4,1.032e+4,1.305e+2,7.324e-8
444.91,1.128e+4,1.121e+4,6.980e+1,5.440e-8
444.93,1.174e+4,1.169e+4,4.506e+1,4.372e-8
444.96,1.225e+4,1.222e+4,2.268e+1,3.056e-8
444.98,1.246e+4,1.245e+4,1.406e+1,2.359e-8
445.01,1.260e+4,1.260e+4,6.659e+0,1.552e-8
445.03,1.259e+4,1.258e+4,3.964e+0,1.150e-8
445.06,1.242e+4,1.242e+4,1.767e+0,7.122e-9
445.08,1.224e+4,1.224e+4,1.010e+0,5.070e-9
445.11,1.191e+4,1.190e+4,4.236e-1,2.954e-9
445.13,1.166e+4,1.166e+4,2.326e-1,2.019e-9
445.15,1.141e+4,1.141e+4,1.257e-1,1.358e-9
445.18,1.107e+4,1.107e+4,4.840e-2,7.270e-10
445.2,1.087e+4,1.087e+4,2.511e-2,4.696e-10
445.23,1.064e+4,1.064e+4,9.101e-3,2.365e-10
445.25,1.052e+4,1.052e+4,4.534e-3,1.467e-10
445.28,1.041e+4,1.041e+4,1.546e-3,6.956e-11
445.3,1.036e+4,1.036e+4,7.398e-4,4.144e-11
445.33,1.032e+4,1.032e+4,2.375e-4,1.849e-11
445.35,1.030e+4,1.030e+4,1.091e-4,1.058e-11
445.38,1.027e+4,1.027e+4,3.295e-5,4.440e-12
445.4,1.025e+4,1.025e+4,1.454e-5,2.440e-12
445.43,1.019e+4,1.019e+4,4.133e-6,9.640e-13
445.45,1.013e+4,1.013e+4,1.751e-6,5.087e-13
445.48,1.004e+4,1.004e+4,4.683e-7,1.891e-13
445.5,9.963e+3,9.963e+3,1.905e-7,9.585e-14
445.53,9.845e+3,9.845e+3,4.798e-8,3.357e-14
445.55,9.763e+3,9.763e+3,1.878e-8,1.638e-14
445.57,9.676e+3,9.676e+3,7.338e-9,7.952e-15
445.6,9.530e+3,9.530e+3,2.285e-9,2.979e-15
445.62,9.416e+3,9.416e+3,2.289e-9,2.196e-15
445.65,9.201e+3,9.201e+3,7.348e-9,3.714e-15
445.67,9.019e+3,9.019e+3,1.877e-8,7.363e-15
445.7,8.666e+3,8.666e+3,7.595e-8,2.198e-14
445.72,8.371e+3,8.371e+3,1.893e-7,4.518e-14
445.75,7.830e+3,7.830e+3,7.231e-7,1.294e-13
445.77,7.404e+3,7.404e+3,1.732e-6,2.559e-13
445.8,6.677e+3,6.677e+3,6.230e-6,6.906e-13
445.82,6.146e+3,6.146e+3,1.433e-5,1.312e-12
445.85,5.305e+3,5.305e+3,4.855e-5,3.334e-12
445.87,4.733e+3,4.733e+3,1.073e-4,6.084e-12
445.9,3.889e+3,3.889e+3,3.424e-4,1.456e-11
445.92,3.353e+3,3.353e+3,7.271e-4,2.552e-11
445.94,2.850e+3,2.850e+3,1.520e-3,4.404e-11
445.97,2.173e+3,2.173e+3,4.456e-3,9.686e-11
445.99,1.781e+3,1.781e+3,8.948e-3,1.605e-10
446.02,1.286e+3,1.286e+3,2.471e-2,3.325e-10
446.04,1.017e+3,1.017e+3,4.766e-2,5.294e-10
446.07,6.984e+2,6.983e+2,1.239e-1,1.032e-9
446.09,5.378e+2,5.376e+2,2.297e-1,1.579e-9
446.12,3.637e+2,3.631e+2,5.624e-1,2.900e-9
446.14,2.861e+2,2.851e+2,1.001e+0,4.262e-9
446.17,2.184e+2,2.161e+2,2.309e+0,7.368e-9
446.19,2.020e+2,1.980e+2,3.949e+0,1.040e-8
446.22,2.161e+2,2.076e+2,8.575e+0,1.694e-8
446.24,2.507e+2,2.366e+2,1.409e+1,2.297e-8
446.27,3.413e+2,3.125e+2,2.881e+1,3.521e-8
446.29,4.297e+2,3.842e+2,4.549e+1,4.589e-8
446.31,5.432e+2,4.725e+2,7.069e+1,5.884e-8
446.34,7.675e+2,6.347e+2,1.329e+2,8.291e-8
446.36,9.591e+2,7.607e+2,1.983e+2,1.021e-7
446.39,1.322e+3,9.714e+2,3.510e+2,1.355e-7
446.41,1.625e+3,1.122e+3,5.034e+2,1.604e-7
446.44,2.190e+3,1.351e+3,8.391e+2,2.004e-7
446.46,2.656e+3,1.499e+3,1.156e+3,2.278e-7
446.49,3.516e+3,1.701e+3,1.815e+3,2.680e-7
446.51,4.216e+3,1.814e+3,2.402e+3,2.927e-7
446.54,5.488e+3,1.938e+3,3.550e+3,3.242e-7
446.56,6.500e+3,1.985e+3,4.515e+3,3.402e-7
446.59,8.280e+3,1.997e+3,6.283e+3,3.548e-7
446.61,9.642e+3,1.966e+3,7.676e+3,3.577e-7
446.64,1.192e+4,1.862e+3,1.006e+4,3.513e-7
446.66,1.357e+4,1.760e+3,1.181e+4,3.402e-7
446.68,1.528e+4,1.638e+3,1.364e+4,3.242e-7
446.71,1.786e+4,1.426e+3,1.643e+4,2.927e-7
446.73,1.951e+4,1.274e+3,1.824e+4,2.680e-7
446.76,2.174e+4,1.045e+3,2.069e+4,2.278e-7
446.78,2.296e+4,8.972e+2,2.206e+4,2.004e-7
446.81,2.426e+4,6.927e+2,2.357e+4,1.604e-7
446.83,2.472e+4,5.714e+2,2.414e+4,1.355e-7
446.86,2.470e+4,4.153e+2,2.429e+4,1.021e-7
446.88,2.423e+4,3.291e+2,2.390e+4,8.291e-8
446.91,2.287e+4,2.253e+2,2.264e+4,5.884e-8
446.93,2.158e+4,1.715e+2,2.141e+4,4.589e-8
446.96,1.921e+4,1.105e+2,1.910e+4,3.066e-8
446.98,1.743e+4,8.084e+1,1.735e+4,2.297e-8
447.01,1.462e+4,4.906e+1,1.457e+4,1.445e-8
447.03,1.275e+4,3.447e+1,1.272e+4,1.040e-8
447.06,1.008e+4,1.970e+1,1.006e+4,6.164e-9
447.08,8.448e+3,1.329e+1,8.434e+3,4.262e-9
447.1,6.968e+3,8.830e+0,6.959e+3,2.900e-9
447.13,5.065e+3,4.638e+0,5.061e+3,1.579e-9
447.15,4.014e+3,2.960e+0,4.011e+3,1.032e-9
447.18,2.748e+3,1.464e+0,2.747e+3,5.294e-10
447.2,2.093e+3,8.975e-1,2.092e+3,3.325e-10
447.23,1.349e+3,4.183e-1,1.349e+3,1.605e-10
447.25,9.872e+2,2.468e-1,9.869e+2,9.686e-11
447.28,5.994e+2,1.099e-1,5.993e+2,4.404e-11
447.3,4.213e+2,6.487e-2,4.212e+2,2.552e-11
447.33,2.409e+2,3.529e-2,2.409e+2,1.093e-11
447.35,1.627e+2,3.262e-2,1.627e+2,6.084e-12
