Wavelength (nm),Sum(calc),Ni I (2.4e-1),Ni II (7.6e-1),Ni III (2.5e-5)
340.68,1.027e-3,1.027e-3,,6.971e-24
340.7,2.572e-3,2.572e-3,,6.972e-24
340.73,9.716e-3,9.716e-3,,6.974e-24
340.75,2.282e-2,2.282e-2,,6.976e-24
340.78,7.837e-2,7.837e-2,,6.978e-24
340.8,1.729e-1,1.729e-1,,6.980e-24
340.82,3.723e-1,3.723e-1,,6.982e-24
340.85,1.124e+0,1.124e+0,,6.984e-24
340.87,2.280e+0,2.280e+0,,6.985e-24
340.9,6.311e+0,6.311e+0,,6.988e-24
340.92,1.210e+1,1.210e+1,,6.989e-24
340.95,3.081e+1,3.081e+1,,6.992e-24
340.97,5.594e+1,5.594e+1,,6.993e-24
341,1.316e+2,1.316e+2,,6.996e-24
341.02,2.270e+2,2.270e+2,,6.997e-24
341.05,4.946e+2,4.946e+2,,7.000e-24
341.07,8.107e+2,8.107e+2,,7.001e-24
341.1,1.637e+3,1.637e+3,,7.004e-24
341.12,2.550e+3,2.550e+3,,7.005e-24
341.15,4.764e+3,4.764e+3,,7.007e-24
341.17,7.036e+3,7.036e+3,,7.009e-24
341.2,1.212e+4,1.212e+4,,7.011e-24
341.22,1.694e+4,1.694e+4,,7.013e-24
341.25,2.679e+4,2.679e+4,,7.015e-24
341.27,3.532e+4,3.532e+4,,7.017e-24
341.3,5.108e+4,5.108e+4,,7.019e-24
341.32,6.336e+4,6.336e+4,,7.021e-24
341.35,8.349e+4,8.349e+4,,7.023e-24
341.37,9.722e+4,9.722e+4,,7.025e-24
341.4,1.164e+5,1.164e+5,,7.027e-24
341.42,1.271e+5,1.271e+5,,7.029e-24
341.45,1.379e+5,1.379e+5,,7.031e-24
341.47,1.409e+5,1.409e+5,,7.033e-24
341.5,1.385e+5,1.385e+5,,7.035e-24
341.52,1.324e+5,1.324e+5,,7.037e-24
341.55,1.176e+5,1.176e+5,,7.039e-24
341.57,1.051e+5,1.051e+5,,7.040e-24
341.6,8.441e+4,8.441e+4,,7.043e-24
341.62,7.049e+4,7.049e+4,,7.044e-24
341.64,5.729e+4,5.729e+4,,7.046e-24
341.67,3.988e+4,3.988e+4,,7.048e-24
341.69,3.028e+4,3.028e+4,,7.050e-24
341.72,1.903e+4,1.903e+4,,7.052e-24
341.74,1.349e+4,1.349e+4,,7.054e-24
341.77,7.654e+3,7.654e+3,,7.056e-24
341.79,5.069e+3,5.069e+3,,7.058e-24
341.82,2.596e+3,2.596e+3,,7.060e-24
341.84,1.606e+3,1.606e+3,,7.062e-24
341.87,7.457e+2,7.457e+2,,7.064e-24
341.89,4.366e+2,4.366e+2,,7.066e-24
341.92,2.005e+2,2.005e+2,,7.068e-24
341.94,1.365e+2,1.365e+2,,7.070e-24
341.97,1.304e+2,1.304e+2,,7.072e-24
341.99,1.787e+2,1.787e+2,,7.073e-24
342.02,3.449e+2,3.449e+2,,7.076e-24
342.04,5.417e+2,5.417e+2,,7.077e-24
342.07,1.028e+3,1.028e+3,,7.080e-24
342.09,1.526e+3,1.526e+3,,7.081e-24
342.12,2.625e+3,2.625e+3,,7.084e-24
342.14,3.642e+3,3.642e+3,,7.085e-24
342.17,5.657e+3,5.657e+3,,7.088e-24
342.19,7.331e+3,7.331e+3,,7.089e-24
342.22,1.028e+4,1.028e+4,,7.092e-24
342.24,1.244e+4,1.244e+4,,7.093e-24
342.27,1.575e+4,1.575e+4,,7.095e-24
342.29,1.780e+4,1.780e+4,,7.097e-24
342.32,2.034e+4,2.034e+4,,7.099e-24
342.34,2.148e+4,2.148e+4,,7.101e-24
342.37,2.215e+4,2.215e+4,,7.103e-24
342.39,2.185e+4,2.185e+4,,7.105e-24
342.42,2.034e+4,2.034e+4,,7.107e-24
342.44,1.874e+4,1.874e+4,,7.109e-24
342.46,1.680e+4,1.680e+4,,7.110e-24
342.49,1.355e+4,1.355e+4,,7.113e-24
342.51,1.135e+4,1.135e+4,,7.114e-24
342.54,8.261e+3,8.261e+3,,7.117e-24
342.56,6.462e+3,6.462e+3,,7.118e-24
342.59,4.247e+3,4.247e+3,,7.121e-24
342.61,3.103e+3,3.103e+3,,7.122e-24
342.64,1.841e+3,1.841e+3,,7.125e-24
342.66,1.256e+3,1.256e+3,,7.126e-24
342.69,6.726e+2,6.726e+2,,7.129e-24
342.71,4.287e+2,4.287e+2,,7.130e-24
342.74,2.073e+2,2.073e+2,,7.132e-24
342.76,1.235e+2,1.235e+2,,7.134e-24
342.79,5.438e+1,5.438e+1,,7.136e-24
342.81,3.110e+1,3.110e+1,,7.138e-24
342.84,1.525e+1,1.525e+1,,7.140e-24
342.86,1.304e+1,1.304e+1,,7.142e-24
342.89,2.074e+1,2.074e+1,,7.144e-24
342.91,3.572e+1,3.572e+1,,7.146e-24
342.94,8.436e+1,8.436e+1,,7.148e-24
342.96,1.467e+2,1.467e+2,,7.150e-24
342.99,3.210e+2,3.210e+2,,7.152e-24
343.01,5.232e+2,5.232e+2,,7.154e-24
343.04,1.035e+3,1.035e+3,,7.156e-24
343.06,1.576e+3,1.576e+3,,7.158e-24
343.09,2.815e+3,2.815e+3,,7.160e-24
343.11,4.006e+3,4.006e+3,,7.162e-24
343.14,6.464e+3,6.464e+3,,7.164e-24
343.16,8.596e+3,8.596e+3,,7.165e-24
343.19,1.253e+4,1.253e+4,,7.168e-24
343.21,1.557e+4,1.557e+4,,7.169e-24
343.23,1.882e+4,1.882e+4,,7.171e-24
343.26,2.379e+4,2.379e+4,,7.173e-24
343.28,2.689e+4,2.689e+4,,7.175e-24
343.31,3.071e+4,3.071e+4,,7.177e-24
343.33,3.244e+4,3.244e+4,,7.179e-24
343.36,3.351e+4,3.351e+4,,7.181e-24
343.38,3.313e+4,3.313e+4,,7.183e-24
343.41,3.104e+4,3.104e+4,,7.185e-24
343.43,2.883e+4,2.883e+4,,7.187e-24
343.46,2.476e+4,2.476e+4,,7.189e-24
343.48,2.187e+4,2.187e+4,,7.191e-24
343.51,1.780e+4,1.780e+4,,7.193e-24
343.53,1.549e+4,1.549e+4,,7.195e-24
343.56,1.291e+4,1.291e+4,,7.197e-24
343.58,1.183e+4,1.183e+4,,7.198e-24
343.61,1.106e+4,1.106e+4,,7.201e-24
343.63,1.100e+4,1.100e+4,,7.202e-24
343.66,1.131e+4,1.131e+4,,7.205e-24
343.68,1.159e+4,1.159e+4,,7.206e-24
343.71,1.185e+4,1.185e+4,,7.209e-24
343.73,1.181e+4,1.181e+4,,7.210e-24
343.76,1.129e+4,1.129e+4,,7.213e-24
343.78,1.064e+4,1.064e+4,,7.214e-24
343.81,9.283e+3,9.283e+3,,7.217e-24
343.83,8.206e+3,8.206e+3,,7.218e-24
343.86,6.489e+3,6.489e+3,,7.220e-24
343.88,5.366e+3,5.366e+3,,7.222e-24
343.91,3.836e+3,3.836e+3,,7.224e-24
343.93,2.966e+3,2.966e+3,,7.226e-24
343.96,1.916e+3,1.916e+3,,7.228e-24
343.98,1.384e+3,1.384e+3,,7.230e-24
344.01,8.082e+2,8.082e+2,,7.232e-24
344.03,5.459e+2,5.459e+2,,7.234e-24
344.05,3.592e+2,3.592e+2,,7.235e-24
344.08,1.837e+2,1.837e+2,,7.238e-24
344.1,1.159e+2,1.159e+2,,7.239e-24
344.13,6.350e+1,6.350e+1,,7.242e-24
344.15,5.345e+1,5.345e+1,,7.243e-24
344.18,7.397e+1,7.397e+1,,7.246e-24
344.2,1.184e+2,1.184e+2,,7.247e-24
344.23,2.613e+2,2.613e+2,,7.250e-24
344.25,4.391e+2,4.391e+2,,7.251e-24
344.28,9.159e+2,9.159e+2,,7.253e-24
344.3,1.448e+3,1.448e+3,,7.255e-24
344.33,2.735e+3,2.735e+3,,7.257e-24
344.35,4.043e+3,4.043e+3,,7.259e-24
344.38,6.906e+3,6.906e+3,,7.261e-24
344.4,9.543e+3,9.543e+3,,7.263e-24
344.43,1.474e+4,1.474e+4,,7.265e-24
344.45,1.903e+4,1.903e+4,,7.267e-24
344.48,2.657e+4,2.657e+4,,7.269e-24
344.5,3.208e+4,3.208e+4,,7.271e-24
344.53,4.047e+4,4.047e+4,,7.273e-24
344.55,4.569e+4,4.569e+4,,7.275e-24
344.58,5.210e+4,5.210e+4,,7.277e-24
344.6,5.499e+4,5.499e+4,,7.279e-24
344.63,5.668e+4,5.668e+4,,7.281e-24
344.65,5.592e+4,5.592e+4,,7.283e-24
344.68,5.210e+4,5.210e+4,,7.285e-24
344.7,4.806e+4,4.806e+4,,7.286e-24
344.73,4.047e+4,4.047e+4,,7.289e-24
344.75,3.490e+4,3.490e+4,,7.290e-24
344.78,2.657e+4,2.657e+4,,7.293e-24
344.8,2.142e+4,2.142e+4,,7.294e-24
344.83,1.475e+4,1.475e+4,,7.297e-24
344.85,1.113e+4,1.113e+4,,7.298e-24
344.87,8.193e+3,8.193e+3,,7.300e-24
344.9,4.974e+3,4.974e+3,,7.302e-24
344.92,3.517e+3,3.517e+3,,7.304e-24
344.95,2.169e+3,2.169e+3,,7.306e-24
344.97,1.728e+3,1.728e+3,,7.308e-24
345,1.622e+3,1.622e+3,,7.310e-24
345.02,1.879e+3,1.879e+3,,7.312e-24
345.05,2.724e+3,2.724e+3,,7.314e-24
345.07,3.589e+3,3.589e+3,,7.316e-24
345.1,5.330e+3,5.330e+3,,7.318e-24
345.12,6.761e+3,6.761e+3,,7.319e-24
345.15,9.219e+3,9.219e+3,,7.322e-24
345.17,1.097e+4,1.097e+4,,7.323e-24
345.2,1.355e+4,1.355e+4,,7.326e-24
345.22,1.509e+4,1.509e+4,,7.327e-24
345.25,1.685e+4,1.685e+4,,7.330e-24
345.27,1.755e+4,1.755e+4,,7.331e-24
345.3,1.773e+4,1.773e+4,,7.334e-24
345.32,1.726e+4,1.726e+4,,7.335e-24
345.35,1.578e+4,1.578e+4,,7.338e-24
345.37,1.438e+4,1.438e+4,,7.339e-24
345.4,1.193e+4,1.193e+4,,7.341e-24
345.42,1.023e+4,1.023e+4,,7.343e-24
345.45,7.867e+3,7.867e+3,,7.345e-24
345.47,6.560e+3,6.560e+3,,7.347e-24
345.5,5.221e+3,5.221e+3,,7.349e-24
345.52,4.861e+3,4.861e+3,,7.351e-24
345.55,5.315e+3,5.315e+3,,7.353e-24
345.57,6.403e+3,6.403e+3,,7.355e-24
345.6,9.424e+3,9.424e+3,,7.357e-24
345.62,1.248e+4,1.248e+4,,7.359e-24
345.64,1.642e+4,1.642e+4,,7.360e-24
345.67,2.400e+4,2.400e+4,,7.363e-24
345.69,3.005e+4,3.005e+4,,7.364e-24
345.72,4.016e+4,4.016e+4,,7.367e-24
345.74,4.718e+4,4.718e+4,,7.368e-24
345.77,5.724e+4,5.724e+4,,7.371e-24
345.79,6.305e+4,6.305e+4,,7.372e-24
345.82,6.955e+4,6.955e+4,,7.375e-24
345.84,7.208e+4,7.208e+4,,7.376e-24
345.87,7.300e+4,7.300e+4,,7.378e-24
345.89,7.191e+4,7.191e+4,,7.380e-24
345.92,6.851e+4,6.851e+4,,7.382e-24
345.94,6.572e+4,6.572e+4,,7.384e-24
345.97,6.195e+4,6.195e+4,,7.386e-24
345.99,6.032e+4,6.032e+4,,7.388e-24
346.02,5.983e+4,5.983e+4,,7.390e-24
346.04,6.088e+4,6.088e+4,,7.392e-24
346.07,6.409e+4,6.409e+4,,7.394e-24
346.09,6.679e+4,6.679e+4,,7.396e-24
346.12,7.054e+4,7.054e+4,,7.398e-24
346.14,7.215e+4,7.215e+4,,7.400e-24
346.17,7.228e+4,7.228e+4,,7.402e-24
346.19,7.053e+4,7.053e+4,,7.404e-24
346.22,6.511e+4,6.511e+4,,7.406e-24
346.24,5.986e+4,5.986e+4,,7.408e-24
346.27,5.032e+4,5.032e+4,,7.410e-24
346.29,4.339e+4,4.339e+4,,7.411e-24
346.32,3.307e+4,3.307e+4,,7.414e-24
346.34,2.669e+4,2.669e+4,,7.415e-24
346.37,1.842e+4,1.842e+4,,7.418e-24
346.39,1.392e+4,1.392e+4,,7.419e-24
346.42,8.690e+3,8.690e+3,,7.422e-24
346.44,6.141e+3,6.141e+3,,7.423e-24
346.46,4.225e+3,4.225e+3,,7.425e-24
346.49,2.294e+3,2.294e+3,,7.427e-24
346.51,1.476e+3,1.476e+3,,7.429e-24
346.54,7.251e+2,7.251e+2,,7.431e-24
346.56,4.365e+2,4.365e+2,,7.433e-24
346.59,1.940e+2,1.940e+2,,7.435e-24
346.61,1.093e+2,1.093e+2,,7.437e-24
346.64,4.401e+1,4.401e+1,,7.439e-24
346.66,2.335e+1,2.335e+1,,7.441e-24
346.69,9.088e+0,9.088e+0,,7.443e-24
346.71,5.543e+0,5.543e+0,,7.444e-24
346.74,5.333e+0,5.333e+0,,7.447e-24
346.76,8.335e+0,8.335e+0,,7.448e-24
346.79,2.002e+1,2.002e+1,,7.451e-24
346.81,3.611e+1,3.611e+1,,7.452e-24
346.84,8.398e+1,8.398e+1,,7.455e-24
346.86,1.427e+2,1.427e+2,,7.456e-24
346.89,3.011e+2,3.011e+2,,7.459e-24
346.91,4.790e+2,4.790e+2,,7.460e-24
346.94,9.147e+2,9.147e+2,,7.463e-24
346.96,1.362e+3,1.362e+3,,7.464e-24
346.99,2.354e+3,2.354e+3,,7.466e-24
347.01,3.280e+3,3.280e+3,,7.468e-24
347.04,5.134e+3,5.134e+3,,7.470e-24
347.06,6.694e+3,6.694e+3,,7.472e-24
347.09,9.483e+3,9.483e+3,,7.474e-24
347.11,1.157e+4,1.157e+4,,7.476e-24
347.14,1.484e+4,1.484e+4,,7.478e-24
347.16,1.694e+4,1.694e+4,,7.480e-24
347.19,1.967e+4,1.967e+4,,7.482e-24
347.21,2.102e+4,2.102e+4,,7.484e-24
347.24,2.209e+4,2.209e+4,,7.486e-24
347.26,2.209e+4,2.209e+4,,7.488e-24
347.28,2.152e+4,2.152e+4,,7.489e-24
347.31,1.967e+4,1.967e+4,,7.492e-24
347.33,1.793e+4,1.793e+4,,7.493e-24
347.36,1.484e+4,1.484e+4,,7.496e-24
347.38,1.266e+4,1.266e+4,,7.497e-24
347.41,9.483e+3,9.483e+3,,7.499e-24
347.43,7.568e+3,7.568e+3,,7.501e-24
347.46,5.134e+3,5.134e+3,,7.503e-24
347.48,3.834e+3,3.834e+3,,7.505e-24
347.51,2.354e+3,2.354e+3,,7.507e-24
347.53,1.645e+3,1.645e+3,,7.509e-24
347.56,9.147e+2,9.147e+2,,7.511e-24
347.58,5.983e+2,5.983e+2,,7.513e-24
347.61,3.011e+2,3.011e+2,,7.515e-24
347.63,1.843e+2,1.843e+2,,7.517e-24
347.66,8.396e+1,8.396e+1,,7.519e-24
347.68,4.809e+1,4.809e+1,,7.521e-24
347.71,1.984e+1,1.984e+1,,7.523e-24
347.73,1.064e+1,1.064e+1,,7.525e-24
347.76,3.998e+0,3.998e+0,,7.527e-24
347.78,2.056e+0,2.056e+0,,7.529e-24
347.81,8.794e-1,8.794e-1,,7.531e-24
347.83,7.480e-1,7.480e-1,,7.532e-24
347.86,1.341e+0,1.341e+0,,7.535e-24
347.88,2.481e+0,2.481e+0,,7.536e-24
347.91,6.374e+0,6.374e+0,,7.539e-24
347.93,1.167e+1,1.167e+1,,7.540e-24
347.96,2.758e+1,2.758e+1,,7.543e-24
347.98,4.734e+1,4.734e+1,,7.544e-24
348.01,1.014e+2,1.014e+2,,7.547e-24
348.03,1.629e+2,1.629e+2,,7.548e-24
348.05,2.551e+2,2.551e+2,,7.550e-24
348.08,4.756e+2,4.756e+2,,7.552e-24
348.1,6.970e+2,6.970e+2,,7.554e-24
348.13,1.177e+3,1.177e+3,,7.556e-24
348.15,1.615e+3,1.615e+3,,7.558e-24
348.18,2.471e+3,2.471e+3,,7.560e-24
348.2,3.174e+3,3.174e+3,,7.562e-24
348.23,4.399e+3,4.399e+3,,7.564e-24
348.25,5.291e+3,5.291e+3,,7.565e-24
348.28,6.642e+3,6.642e+3,,7.568e-24
348.3,7.478e+3,7.478e+3,,7.569e-24
348.33,8.504e+3,8.504e+3,,7.572e-24
348.35,8.965e+3,8.965e+3,,7.573e-24
348.38,9.235e+3,9.235e+3,,7.576e-24
348.4,9.114e+3,9.114e+3,,7.577e-24
348.43,8.504e+3,8.504e+3,,7.580e-24
348.45,7.857e+3,7.857e+3,,7.581e-24
348.48,6.642e+3,6.642e+3,,7.584e-24
348.5,5.745e+3,5.745e+3,,7.585e-24
348.53,4.399e+3,4.399e+3,,7.588e-24
348.55,3.563e+3,3.563e+3,,7.589e-24
348.58,2.471e+3,2.471e+3,,7.591e-24
348.6,1.873e+3,1.873e+3,,7.593e-24
348.63,1.177e+3,1.177e+3,,7.595e-24
348.65,8.356e+2,8.356e+2,,7.597e-24
348.68,4.758e+2,4.758e+2,,7.599e-24
348.7,3.166e+2,3.166e+2,,7.601e-24
348.73,1.648e+2,1.648e+2,,7.603e-24
348.75,1.053e+2,1.053e+2,,7.605e-24
348.78,5.851e+1,5.851e+1,,7.607e-24
348.8,4.936e+1,4.936e+1,,7.609e-24
348.83,6.823e+1,6.823e+1,,7.611e-24
348.85,1.098e+2,1.098e+2,,7.613e-24
348.87,1.875e+2,1.875e+2,,7.614e-24
348.9,4.178e+2,4.178e+2,,7.617e-24
348.92,6.953e+2,6.953e+2,,7.618e-24
348.95,1.424e+3,1.424e+3,,7.621e-24
348.97,2.225e+3,2.225e+3,,7.622e-24
349,4.134e+3,4.134e+3,,7.624e-24
349.02,6.047e+3,6.047e+3,,7.626e-24
349.05,1.018e+4,1.018e+4,,7.628e-24
349.07,1.395e+4,1.395e+4,,7.630e-24
349.1,2.129e+4,2.129e+4,,7.632e-24
349.12,2.732e+4,2.732e+4,,7.634e-24
349.15,3.779e+4,3.779e+4,,7.636e-24
349.17,4.541e+4,4.541e+4,,7.638e-24
349.2,5.694e+4,5.694e+4,,7.640e-24
349.22,6.407e+4,6.407e+4,,7.642e-24
349.25,7.281e+4,7.281e+4,,7.644e-24
349.27,7.673e+4,7.673e+4,,7.646e-24
349.3,7.903e+4,7.903e+4,,7.648e-24
349.32,7.800e+4,7.800e+4,,7.650e-24
349.35,7.281e+4,7.281e+4,,7.652e-24
349.37,6.730e+4,6.730e+4,,7.654e-24
349.4,5.694e+4,5.694e+4,,7.656e-24
349.42,4.929e+4,4.929e+4,,7.657e-24
349.45,3.779e+4,3.779e+4,,7.660e-24
349.47,3.064e+4,3.064e+4,,7.661e-24
349.5,2.129e+4,2.129e+4,,7.664e-24
349.52,1.617e+4,1.617e+4,,7.665e-24
349.55,1.018e+4,1.018e+4,,7.668e-24
349.57,7.242e+3,7.242e+3,,7.669e-24
349.6,4.136e+3,4.136e+3,,7.672e-24
349.62,2.757e+3,2.757e+3,,7.673e-24
349.65,1.435e+3,1.435e+3,,7.676e-24
349.67,9.067e+2,9.067e+2,,7.677e-24
349.69,5.712e+2,5.712e+2,,7.679e-24
349.72,3.102e+2,3.102e+2,,7.681e-24
349.74,2.455e+2,2.455e+2,,7.683e-24
349.77,2.629e+2,2.629e+2,,7.685e-24
349.79,3.393e+2,3.393e+2,,7.687e-24
349.82,5.514e+2,5.514e+2,,7.689e-24
349.84,7.642e+2,7.642e+2,,7.690e-24
349.87,1.204e+3,1.204e+3,,7.693e-24
349.89,1.582e+3,1.582e+3,,7.694e-24
349.92,2.272e+3,2.272e+3,,7.697e-24
349.94,2.799e+3,2.799e+3,,7.698e-24
349.97,3.646e+3,3.646e+3,,7.701e-24
349.99,4.209e+3,4.209e+3,,7.702e-24
350.02,4.971e+3,4.971e+3,,7.705e-24
350.04,5.376e+3,5.376e+3,,7.706e-24
350.07,5.758e+3,5.758e+3,,7.709e-24
350.09,5.833e+3,5.833e+3,,7.710e-24
350.12,5.664e+3,5.664e+3,,7.712e-24
350.14,5.376e+3,5.376e+3,,7.714e-24
350.17,4.734e+3,4.734e+3,,7.716e-24
350.19,4.209e+3,4.209e+3,,7.718e-24
350.22,3.360e+3,3.360e+3,,7.720e-24
350.24,2.799e+3,2.799e+3,,7.722e-24
350.27,2.026e+3,2.026e+3,,7.724e-24
350.29,1.581e+3,1.581e+3,,7.726e-24
350.32,1.038e+3,1.038e+3,,7.728e-24
350.34,7.586e+2,7.586e+2,,7.730e-24
350.37,4.515e+2,4.515e+2,,7.732e-24
350.39,3.092e+2,3.092e+2,,7.734e-24
350.42,1.670e+2,1.670e+2,,7.736e-24
350.44,1.074e+2,1.074e+2,,7.738e-24
350.46,6.767e+1,6.767e+1,,7.739e-24
350.49,3.373e+1,3.373e+1,,7.742e-24
350.51,2.291e+1,2.291e+1,,7.743e-24
350.54,1.984e+1,1.984e+1,,7.745e-24
350.56,2.665e+1,2.665e+1,,7.747e-24
350.59,5.585e+1,5.585e+1,,7.749e-24
350.61,9.555e+1,9.555e+1,,7.751e-24
350.64,2.087e+2,2.087e+2,,7.753e-24
350.66,3.415e+2,3.415e+2,,7.755e-24
350.69,6.816e+2,6.816e+2,,7.757e-24
350.71,1.046e+3,1.046e+3,,7.759e-24
350.74,1.895e+3,1.895e+3,,7.761e-24
350.76,2.726e+3,2.726e+3,,7.763e-24
350.79,4.479e+3,4.479e+3,,7.765e-24
350.81,6.037e+3,6.037e+3,,7.767e-24
350.84,9.000e+3,9.000e+3,,7.769e-24
350.86,1.137e+4,1.137e+4,,7.771e-24
350.89,1.538e+4,1.538e+4,,7.773e-24
350.91,1.820e+4,1.820e+4,,7.775e-24
350.94,2.234e+4,2.234e+4,,7.777e-24
350.96,2.478e+4,2.478e+4,,7.778e-24
350.99,2.759e+4,2.759e+4,,7.781e-24
351.01,2.870e+4,2.870e+4,,7.782e-24
351.04,2.902e+4,2.902e+4,,7.785e-24
351.06,2.833e+4,2.833e+4,,7.786e-24
351.09,2.611e+4,2.611e+4,,7.789e-24
351.11,2.406e+4,2.406e+4,,7.790e-24
351.14,2.057e+4,2.057e+4,,7.793e-24
351.16,1.831e+4,1.831e+4,,7.794e-24
351.19,1.558e+4,1.558e+4,,7.797e-24
351.21,1.452e+4,1.452e+4,,7.798e-24
351.24,1.455e+4,1.455e+4,,7.801e-24
351.26,1.587e+4,1.587e+4,,7.802e-24
351.28,1.836e+4,1.836e+4,,7.804e-24
351.31,2.436e+4,2.436e+4,,7.806e-24
351.33,2.980e+4,2.980e+4,,7.808e-24
351.36,3.975e+4,3.975e+4,,7.810e-24
351.38,4.718e+4,4.718e+4,,7.812e-24
351.41,5.857e+4,5.857e+4,,7.814e-24
351.43,6.567e+4,6.567e+4,,7.815e-24
351.46,7.440e+4,7.440e+4,,7.818e-24
351.48,7.832e+4,7.832e+4,,7.819e-24
351.51,8.062e+4,8.062e+4,,7.822e-24
351.53,7.957e+4,7.957e+4,,7.823e-24
351.56,7.435e+4,7.435e+4,,7.826e-24
351.58,6.880e+4,6.880e+4,,7.827e-24
351.61,5.836e+4,5.836e+4,,7.830e-24
351.63,5.065e+4,5.065e+4,,7.831e-24
351.66,3.907e+4,3.907e+4,,7.834e-24
351.68,3.188e+4,3.188e+4,,7.835e-24
351.71,2.252e+4,2.252e+4,,7.837e-24
351.73,1.744e+4,1.744e+4,,7.839e-24
351.76,1.163e+4,1.163e+4,,7.841e-24
351.78,8.889e+3,8.889e+3,,7.843e-24
351.81,6.205e+3,6.205e+3,,7.845e-24
351.83,5.179e+3,5.179e+3,,7.847e-24
351.86,4.453e+3,4.453e+3,,7.849e-24
351.88,4.333e+3,4.333e+3,,7.851e-24
351.91,4.439e+3,4.439e+3,,7.853e-24
351.93,4.585e+3,4.585e+3,,7.855e-24
351.96,4.776e+3,4.776e+3,,7.857e-24
351.98,4.841e+3,4.841e+3,,7.859e-24
352.01,4.844e+3,4.844e+3,,7.861e-24
352.03,4.826e+3,4.826e+3,,7.863e-24
352.05,4.861e+3,4.861e+3,,7.864e-24
352.08,5.227e+3,5.227e+3,,7.867e-24
352.1,5.874e+3,5.874e+3,,7.868e-24
352.13,7.885e+3,7.885e+3,,7.870e-24
352.15,1.023e+4,1.023e+4,,7.872e-24
352.18,1.585e+4,1.585e+4,,7.874e-24
352.2,2.134e+4,2.134e+4,,7.876e-24
352.23,3.268e+4,3.268e+4,,7.878e-24
352.25,4.246e+4,4.246e+4,,7.880e-24
352.28,6.033e+4,6.033e+4,,7.882e-24
352.3,7.399e+4,7.399e+4,,7.884e-24
352.33,9.591e+4,9.591e+4,,7.886e-24
352.35,1.105e+5,1.105e+5,,7.888e-24
352.38,1.301e+5,1.301e+5,,7.890e-24
352.4,1.406e+5,1.406e+5,,7.892e-24
352.43,1.504e+5,1.504e+5,,7.894e-24
352.45,1.523e+5,1.523e+5,,7.896e-24
352.48,1.480e+5,1.480e+5,,7.898e-24
352.5,1.406e+5,1.406e+5,,7.900e-24
352.53,1.240e+5,1.240e+5,,7.902e-24
352.55,1.104e+5,1.104e+5,,7.903e-24
352.58,8.841e+4,8.841e+4,,7.906e-24
352.6,7.382e+4,7.382e+4,,7.907e-24
352.63,5.367e+4,5.367e+4,,7.910e-24
352.65,4.202e+4,4.202e+4,,7.911e-24
352.68,2.774e+4,2.774e+4,,7.914e-24
352.7,2.036e+4,2.036e+4,,7.915e-24
352.73,1.220e+4,1.220e+4,,7.918e-24
352.75,8.399e+3,8.399e+3,,7.919e-24
352.78,4.570e+3,4.570e+3,,7.922e-24
352.8,2.949e+3,2.949e+3,,7.923e-24
352.83,1.457e+3,1.457e+3,,7.925e-24
352.85,8.817e+2,8.817e+2,,7.927e-24
352.87,5.200e+2,5.200e+2,,7.929e-24
352.9,2.244e+2,2.244e+2,,7.931e-24
352.92,1.241e+2,1.241e+2,,7.933e-24
352.95,4.861e+1,4.861e+1,,7.935e-24
352.97,2.520e+1,2.520e+1,,7.936e-24
353,8.966e+0,8.966e+0,,7.939e-24
353.02,4.358e+0,4.358e+0,,7.940e-24
353.05,1.408e+0,1.408e+0,,7.943e-24
353.07,6.416e-1,6.416e-1,,7.944e-24
353.1,1.881e-1,1.881e-1,,7.947e-24
353.12,8.040e-2,8.040e-2,,7.948e-24
353.15,2.141e-2,2.141e-2,,7.951e-24
353.17,8.578e-3,8.578e-3,,7.952e-24
353.2,2.073e-3,2.073e-3,,7.955e-24
353.22,7.790e-4,7.790e-4,,7.956e-24
353.25,1.710e-4,1.710e-4,,7.958e-24
353.27,6.023e-5,6.023e-5,,7.960e-24
353.3,1.200e-5,1.200e-5,,7.962e-24
353.32,3.964e-6,3.964e-6,,7.964e-24
353.35,7.171e-7,7.171e-7,,7.966e-24
353.37,2.221e-7,2.221e-7,,7.968e-24
353.4,3.648e-8,3.648e-8,,7.970e-24
353.42,1.059e-8,1.059e-8,,7.972e-24
353.45,1.580e-9,1.580e-9,,7.974e-24
353.47,4.301e-10,4.301e-10,,7.976e-24
353.5,5.823e-11,5.823e-11,,7.978e-24
353.52,1.487e-11,1.487e-11,,7.980e-24
353.72,7.303e-14,7.303e-14,,7.995e-24
353.74,2.918e-13,2.918e-13,,7.997e-24
353.77,2.223e-12,2.223e-12,,7.999e-24
353.79,8.334e-12,8.334e-12,,8.001e-24
353.82,5.770e-11,5.770e-11,,8.003e-24
353.84,2.031e-10,2.031e-10,,8.005e-24
353.87,1.278e-9,1.278e-9,,8.007e-24
353.89,4.221e-9,4.221e-9,,8.009e-24
353.92,2.415e-8,2.415e-8,,8.011e-24
353.94,7.484e-8,7.484e-8,,8.013e-24
353.97,3.893e-7,3.893e-7,,8.015e-24
353.99,1.132e-6,1.132e-6,,8.017e-24
354.02,5.354e-6,5.354e-6,,8.019e-24
354.04,1.461e-5,1.461e-5,,8.021e-24
354.07,6.281e-5,6.281e-5,,8.023e-24
354.09,1.609e-4,1.609e-4,,8.025e-24
354.12,6.287e-4,6.287e-4,,8.027e-24
354.14,1.511e-3,1.511e-3,,8.028e-24
