Wavelength (nm),Sum(calc),Y I (2.3e-3),Y II (6.3e-2),La I (1.4e-3),La II (6.3e-2),Ce I (1.2e-3),Ce II (6.3e-2),Pr II (6.2e-2),Nd I (8.0e-4),Nd II (6.4e-2),Sm I (8.9e-4),Sm II (6.3e-2),Eu I (1.5e-3),Eu II (6.2e-2),Gd I (1.8e-3),Tb II (6.1e-2),Dy I (1.6e-3),Dy II (6.4e-2),Ho I (3.3e-3),Ho II (6.0e-2),Er I (2.2e-3),Er II (6.3e-2),Tm I (2.0e-3),Tm II (6.3e-2),Yb I (2.0e-3),Yb II (6.3e-2),Lu I (3.9e-3),Lu II (7.2e-2)
236.71,4.133e-9,,,,,,,,,,,,4.133e-9,,,,,,,,,,,,,7.133e-14,,3.084e-13
236.73,2.029e-8,,,,,,,,,,,,2.029e-8,,,,,,,,,,,,,7.138e-14,,3.085e-13
236.76,1.985e-7,,,,,,,,,,,,1.985e-7,,,,,,,,,,,,,7.145e-14,,3.087e-13
236.79,1.709e-6,,,,,,,,,,,,1.709e-6,,,,,,,,,,,,,7.152e-14,,3.090e-13
236.81,6.684e-6,,,,,,,,,,,,6.684e-6,,,,,,,,,,,,,7.157e-14,,3.091e-13
236.84,4.649e-5,,,,,,,,,,,,4.649e-5,,,,,,,,,,,,,7.164e-14,,3.093e-13
236.86,1.578e-4,,,,,,,,,,,,1.578e-4,,,,,,,,,,,,,7.168e-14,,3.095e-13
236.89,8.867e-4,,,,,,,,,,,,8.867e-4,,,,,,,,,,,,,7.175e-14,,3.097e-13
236.91,2.611e-3,,,,,,,,,,,,2.611e-3,,,,,,,,,,,,,7.180e-14,,3.099e-13
236.94,1.186e-2,,,,,,,,,,,,1.186e-2,,,,,,,,,,,,,7.187e-14,,3.101e-13
236.97,4.738e-2,,,,,,,,,,,,4.738e-2,,,,,,,,,,,,,7.194e-14,,3.103e-13
236.99,1.111e-1,,,,,,,,,,,,1.111e-1,,,,,,,,,,,,,7.199e-14,,3.105e-13
237.02,3.588e-1,,,,,,,,,,,,3.588e-1,,,,,,,,,,,,,7.206e-14,,3.107e-13
237.04,7.302e-1,,,,,,,,,,,,7.302e-1,,,,,,,,,,,,,7.211e-14,,3.108e-13
237.07,1.905e+0,,,,,,,,,,,,1.905e+0,,,,,,,,,,,,,7.218e-14,,3.111e-13
237.09,3.364e+0,,,,,,,,,,,,3.364e+0,,,,,,,,,,,,,7.223e-14,,3.112e-13
237.12,7.092e+0,,,,,,,,,,,,7.092e+0,,,,,,,,,,,,,7.230e-14,,3.114e-13
237.15,1.316e+1,,,,,,,,,,,,1.316e+1,,,,,,,,,,,,,7.237e-14,,3.117e-13
237.17,1.851e+1,,,,,,,,,,,,1.851e+1,,,,,,,,,,,,,7.241e-14,,3.118e-13
237.2,2.777e+1,,,,,,,,,,,,2.777e+1,,,,,,,,,,,,,7.249e-14,,3.120e-13
237.22,3.392e+1,,,,,,,,,,,,3.392e+1,,,,,,,,,,,,,7.253e-14,,3.122e-13
237.25,4.124e+1,,,,,,,,,,,,4.124e+1,,,,,,,,,,,,,7.260e-14,,3.124e-13
237.27,4.391e+1,,,,,,,,,,,,4.391e+1,,,,,,,,,,,,,7.265e-14,,3.126e-13
237.3,4.393e+1,,,,,,,,,,,,4.393e+1,,,,,,,,,,,,,7.272e-14,,3.128e-13
237.33,4.019e+1,,,,,,,,,,,,4.019e+1,,,,,,,,,,,,,7.279e-14,,3.130e-13
237.35,3.702e+1,,,,,,,,,,,,3.702e+1,,,,,,,,,,,,,7.284e-14,,3.132e-13
237.38,3.391e+1,,,,,,,,,,,,3.391e+1,,,,,,,,,,,,,7.291e-14,,3.134e-13
237.4,3.420e+1,,,,,,,,,,,,3.420e+1,,,,,,,,,,,,,7.296e-14,,3.135e-13
237.43,3.899e+1,,,,,,,,,,,,3.899e+1,,,,,,,,,,,,,7.303e-14,,3.138e-13
237.45,4.452e+1,,,,,,,,,,,,4.452e+1,,,,,,,,,,,,,7.307e-14,,3.139e-13
237.48,5.386e+1,,,,,,,,,,,,5.386e+1,,,,,,,,,,,,,7.315e-14,,3.141e-13
237.51,6.056e+1,,,,,,,,,,,,6.056e+1,,,,,,,,,,,,,7.322e-14,,3.144e-13
237.53,6.177e+1,,,,,,,,,,,,6.177e+1,,,,,,,,,,,,,7.326e-14,,3.145e-13
237.56,5.764e+1,,,,,,,,,,,,5.764e+1,,,,,,,,,,,,,7.333e-14,,3.147e-13
237.58,5.138e+1,,,,,,,,,,,,5.138e+1,,,,,,,,,,,,,7.338e-14,,3.149e-13
237.61,3.895e+1,,,,,,,,,,,,3.895e+1,,,,,,,,,,,,,7.345e-14,,3.151e-13
237.63,3.019e+1,,,,,,,,,,,,3.019e+1,,,,,,,,,,,,,7.350e-14,,3.153e-13
237.66,1.862e+1,,,,,,,,,,,,1.862e+1,,,,,,,,,,,,,7.357e-14,,3.155e-13
237.69,1.042e+1,,,,,,,,,,,,1.042e+1,,,,,,,,,,,,,7.364e-14,,3.157e-13
237.71,7.095e+0,,,,,,,,,,,,7.095e+0,,,,,,,,,,,,,7.369e-14,,3.159e-13
237.74,5.218e+0,,,,,,,,,,,,5.218e+0,,,,,,,,,,,,,7.376e-14,,3.161e-13
237.76,6.021e+0,,,,,,,,,,,,6.021e+0,,,,,,,,,,,,,7.381e-14,,3.162e-13
237.79,1.054e+1,,,,,,,,,,,,1.054e+1,,,,,,,,,,,,,7.388e-14,,3.165e-13
237.81,1.601e+1,,,,,,,,,,,,1.601e+1,,,,,,,,,,,,,7.392e-14,,3.166e-13
237.84,2.801e+1,,,,,,,,,,,,2.801e+1,,,,,,,,,,,,,7.399e-14,,3.168e-13
237.87,4.363e+1,,,,,,,,,,,,4.363e+1,,,,,,,,,,,,,7.407e-14,,3.171e-13
237.89,5.468e+1,,,,,,,,,,,,5.468e+1,,,,,,,,,,,,,7.411e-14,,3.172e-13
237.92,6.902e+1,,,,,,,,,,,,6.902e+1,,,,,,,,,,,,,7.418e-14,,3.174e-13
237.94,7.513e+1,,,,,,,,,,,,7.513e+1,,,,,,,,,,,,,7.423e-14,,3.176e-13
237.97,7.674e+1,,,,,,,,,,,,7.674e+1,,,,,,,,,,,,,7.430e-14,,3.178e-13
237.99,7.252e+1,,,,,,,,,,,,7.252e+1,,,,,,,,,,,,,7.435e-14,,3.180e-13
238.02,5.993e+1,,,,,,,,,,,,5.993e+1,,,,,,,,,,,,,7.442e-14,,3.182e-13
238.05,4.361e+1,,,,,,,,,,,,4.361e+1,,,,,,,,,,,,,7.449e-14,,3.184e-13
238.07,3.288e+1,,,,,,,,,,,,3.288e+1,,,,,,,,,,,,,7.454e-14,,3.186e-13
238.1,1.935e+1,,,,,,,,,,,,1.935e+1,,,,,,,,,,,,,7.461e-14,,3.188e-13
238.12,1.267e+1,,,,,,,,,,,,1.267e+1,,,,,,,,,,,,,7.465e-14,,3.189e-13
238.15,6.034e+0,,,,,,,,,,,,6.034e+0,,,,,,,,,,,,,7.473e-14,,3.192e-13
238.17,3.429e+0,,,,,,,,,,,,3.429e+0,,,,,,,,,,,,,7.477e-14,,3.193e-13
238.2,1.321e+0,,,,,,,,,,,,1.321e+0,,,,,,,,,,,,,7.484e-14,,3.195e-13
238.23,4.484e-1,,,,,,,,,,,,4.484e-1,,,,,,,,,,,,,7.491e-14,,3.198e-13
238.25,2.033e-1,,,,,,,,,,,,2.033e-1,,,,,,,,,,,,,7.496e-14,,3.199e-13
238.28,5.581e-2,,,,,,,,,,,,5.581e-2,,,,,,,,,,,,,7.503e-14,,3.201e-13
238.3,2.197e-2,,,,,,,,,,,,2.197e-2,,,,,,,,,,,,,7.508e-14,,3.203e-13
238.33,4.879e-3,,,,,,,,,,,,4.879e-3,,,,,,,,,,,,,7.515e-14,,3.205e-13
238.35,1.667e-3,,,,,,,,,,,,1.667e-3,,,,,,,,,,,,,7.520e-14,,3.207e-13
238.38,2.996e-4,,,,,,,,,,,,2.996e-4,,,,,,,,,,,,,7.527e-14,,3.209e-13
238.41,4.741e-5,,,,,,,,,,,,4.741e-5,,,,,,,,,,,,,7.534e-14,,3.211e-13
238.43,1.292e-5,,,,,,,,,,,,1.292e-5,,,,,,,,,,,,,7.539e-14,,3.213e-13
238.46,1.655e-6,,,,,,,,,,,,1.655e-6,,,,,,,,,,,,,7.546e-14,,3.215e-13
238.48,3.916e-7,,,,,,,,,,,,3.916e-7,,,,,,,,,,,,,7.550e-14,,3.216e-13
238.51,4.056e-8,,,,,,,,,,,,4.056e-8,,,,,,,,,,,,,7.557e-14,,3.219e-13
238.53,8.336e-9,,,,,,,,,,,,8.336e-9,,,,,,,,,,,,,7.562e-14,,3.220e-13
238.56,6.985e-10,,,,,,,,,,,,6.985e-10,,,,,,,,,,,,,7.569e-14,,3.222e-13
238.59,5.154e-11,,,,,,,,,,,,5.154e-11,,,,,,,,,,,,,7.576e-14,,3.225e-13
238.61,8.449e-12,,,,,,,,,,,,8.449e-12,,,,,,,,,,,,,7.581e-14,,3.226e-13
238.64,5.044e-13,,,,,,,,,,,,5.044e-13,,,,,,,,,,,,,7.588e-14,,3.228e-13
238.66,7.180e-14,,,,,,,,,,,,7.180e-14,,,,,,,,,,,,,7.593e-14,,3.230e-13
238.69,3.468e-15,,,,,,,,,,,,3.468e-15,,,,,,,,,,,,,7.600e-14,,3.232e-13
238.71,4.285e-16,,,,,,,,,,,,4.285e-16,,,,,,,,,,,,,7.605e-14,,3.234e-13
245.66,2.198e-15,,,,,,,,,,,,3.610e-16,,,,,,,,,,,,2.198e-15,9.243e-14,,3.755e-13
245.68,1.716e-14,,,,,,,,,,,,3.608e-16,,,,,,,,,,,,1.716e-14,9.248e-14,,3.757e-13
245.71,3.389e-13,,,,,,,,,,,,3.605e-16,,,,,,,,,,,,3.389e-13,9.255e-14,,3.759e-13
245.73,2.319e-12,,,,,,,,,,,,3.603e-16,,,,,,,,,,,,2.319e-12,9.260e-14,,3.761e-13
245.76,3.759e-11,,,,,,,,,,,,3.600e-16,,,,,,,,,,,,3.759e-11,9.267e-14,,3.763e-13
245.79,5.413e-10,,,,,,,,,,,,3.597e-16,,,,,,,,,,,,5.413e-10,9.274e-14,,3.765e-13
245.81,3.000e-9,,,,,,,,,,,,3.595e-16,,,,,,,,,,,,3.000e-9,9.279e-14,,3.767e-13
245.84,3.545e-8,,,,,,,,,,,,3.592e-16,,,,,,,,,,,,3.545e-8,9.286e-14,,3.769e-13
245.86,1.722e-7,,,,,,,,,,,,3.590e-16,,,,,,,,,,,,1.722e-7,9.290e-14,,3.770e-13
245.89,1.670e-6,,,,,,,,,,,,3.588e-16,,,,,,,,,,,,1.670e-6,9.297e-14,,3.773e-13
245.91,7.113e-6,,,,,,,,,,,,3.586e-16,,,,,,,,,,,,7.113e-6,9.302e-14,,3.774e-13
245.94,5.663e-5,,,,,,,,,,,,3.583e-16,,,,,,,,,,,,5.663e-5,9.309e-14,,3.776e-13
245.97,4.004e-4,,,,,,,,,,,,3.580e-16,,,,,,,,,,,,4.004e-4,9.316e-14,,3.779e-13
245.99,1.381e-3,,,,,,,,,,,,3.578e-16,,,,,,,,,,,,1.381e-3,9.321e-14,,3.780e-13
246.02,8.014e-3,,,,,,,,,,,,3.575e-16,,,,,,,,,,,,8.014e-3,9.328e-14,,3.782e-13
246.04,2.423e-2,,,,,,,,,,,,3.573e-16,,,,,,,,,,,,2.423e-2,9.333e-14,,3.784e-13
246.07,1.154e-1,,,,,,,,,,,,3.570e-16,,,,,,,,,,,,1.154e-1,9.340e-14,,3.786e-13
246.09,3.058e-1,,,,,,,,,,,,3.568e-16,,,,,,,,,,,,3.058e-1,9.345e-14,,3.788e-13
246.12,1.196e+0,,,,,,,,,,,,3.565e-16,,,,,,,,,,,,1.196e+0,9.352e-14,,3.790e-13
246.15,4.151e+0,,,,,,,,,,,,3.562e-16,,,,,,,,,,,,4.151e+0,9.359e-14,,3.792e-13
246.17,8.910e+0,,,,,,,,,,,,3.560e-16,,,,,,,,,,,,8.910e+0,9.363e-14,,3.794e-13
246.2,2.539e+1,,,,,,,,,,,,3.557e-16,,,,,,,,,,,,2.539e+1,9.371e-14,,3.796e-13
246.22,4.778e+1,,,,,,,,,,,,3.556e-16,,,,,,,,,,,,4.778e+1,9.375e-14,,3.797e-13
246.25,1.117e+2,,,,,,,,,,,,3.553e-16,,,,,,,,,,,,1.117e+2,9.382e-14,,3.800e-13
246.27,1.843e+2,,,,,,,,,,,,3.551e-16,,,,,,,,,,,,1.843e+2,9.387e-14,,3.801e-13
246.3,3.538e+2,,,,,,,,,,,,3.548e-16,,,,,,,,,,,,3.538e+2,9.394e-14,,3.804e-13
246.33,6.031e+2,,,,,,,,,,,,3.545e-16,,,,,,,,,,,,6.031e+2,9.401e-14,,3.806e-13
246.35,8.058e+2,,,,,,,,,,,,3.543e-16,,,,,,,,,,,,8.058e+2,9.406e-14,,3.807e-13
246.38,1.127e+3,,,,,,,,,,,,3.540e-16,,,,,,,,,,,,1.127e+3,9.413e-14,,3.810e-13
246.4,1.321e+3,,,,,,,,,,,,3.538e-16,,,,,,,,,,,,1.321e+3,9.418e-14,,3.811e-13
246.43,1.516e+3,,,,,,,,,,,,3.535e-16,,,,,,,,,,,,1.516e+3,9.425e-14,,3.813e-13
246.45,1.557e+3,,,,,,,,,,,,3.533e-16,,,,,,,,,,,,1.557e+3,9.429e-14,,3.815e-13
246.48,1.467e+3,,,,,,,,,,,,3.530e-16,,,,,,,,,,,,1.467e+3,9.437e-14,,3.817e-13
246.51,1.228e+3,,,,,,,,,,,,3.527e-16,,,,,,,,,,,,1.228e+3,9.444e-14,,3.819e-13
246.53,1.021e+3,,,,,,,,,,,,3.525e-16,,,,,,,,,,,,1.021e+3,9.448e-14,,3.821e-13
246.56,7.017e+2,,,,,,,,,,,,3.522e-16,,,,,,,,,,,,7.017e+2,9.455e-14,,3.823e-13
246.58,5.115e+2,,,,,,,,,,,,3.521e-16,,,,,,,,,,,,5.115e+2,9.460e-14,,3.825e-13
246.61,2.884e+2,,,,,,,,,,,,3.518e-16,,,,,,,,,,,,2.884e+2,9.467e-14,,3.827e-13
246.63,1.843e+2,,,,,,,,,,,,3.516e-16,,,,,,,,,,,,1.843e+2,9.472e-14,,3.828e-13
246.66,8.530e+1,,,,,,,,,,,,3.513e-16,,,,,,,,,,,,8.530e+1,9.479e-14,,3.831e-13
246.69,3.506e+1,,,,,,,,,,,,3.510e-16,,,,,,,,,,,,3.506e+1,9.486e-14,,3.833e-13
246.71,1.815e+1,,,,,,,,,,,,3.508e-16,,,,,,,,,,,,1.815e+1,9.491e-14,,3.834e-13
246.74,6.122e+0,,,,,,,,,,,,3.505e-16,,,,,,,,,,,,6.122e+0,9.498e-14,,3.837e-13
246.76,2.777e+0,,,,,,,,,,,,3.503e-16,,,,,,,,,,,,2.777e+0,9.503e-14,,3.838e-13
246.79,7.690e-1,,,,,,,,,,,,3.500e-16,,,,,,,,,,,,7.690e-1,9.510e-14,,3.840e-13
246.81,3.058e-1,,,,,,,,,,,,3.498e-16,,,,,,,,,,,,3.058e-1,9.514e-14,,3.842e-13
246.84,6.950e-2,,,,,,,,,,,,3.495e-16,,,,,,,,,,,,6.950e-2,9.521e-14,,3.844e-13
246.86,2.423e-2,,,,,,,,,,,,3.493e-16,,,,,,,,,,,,2.423e-2,9.526e-14,,3.846e-13
246.89,4.519e-3,,,,,,,,,,,,3.490e-16,,,,,,,,,,,,4.519e-3,9.533e-14,,3.848e-13
246.92,7.485e-4,,,,,,,,,,,,3.487e-16,,,,,,,,,,,,7.485e-4,9.540e-14,,3.850e-13
246.94,2.114e-4,,,,,,,,,,,,3.486e-16,,,,,,,,,,,,2.114e-4,9.545e-14,,3.852e-13
246.97,2.874e-5,,,,,,,,,,,,3.483e-16,,,,,,,,,,,,2.874e-5,9.552e-14,,3.854e-13
246.99,7.113e-6,,,,,,,,,,,,3.481e-16,,,,,,,,,,,,7.113e-6,9.557e-14,,3.855e-13
247.02,7.937e-7,,,,,,,,,,,,3.478e-16,,,,,,,,,,,,7.937e-7,9.564e-14,,3.858e-13
247.04,1.722e-7,,,,,,,,,,,,3.476e-16,,,,,,,,,,,,1.722e-7,9.569e-14,,3.859e-13
247.07,1.577e-8,,,,,,,,,,,,3.473e-16,,,,,,,,,,,,1.577e-8,9.576e-14,,3.861e-13
247.1,1.283e-9,,,,,,,,,,,,3.470e-16,,,,,,,,,,,,1.283e-9,9.583e-14,,3.864e-13
247.12,2.255e-10,,,,,,,,,,,,3.468e-16,,,,,,,,,,,,2.255e-10,9.587e-14,,3.865e-13
247.15,1.505e-11,,,,,,,,,,,,3.465e-16,,,,,,,,,,,,1.505e-11,9.595e-14,,3.867e-13
247.17,2.319e-12,,,,,,,,,,,,3.463e-16,,,,,,,,,,,,2.319e-12,9.599e-14,,3.869e-13
247.2,1.270e-13,,,,,,,,,,,,3.460e-16,,,,,,,,,,,,1.270e-13,9.606e-14,,3.871e-13
247.22,1.716e-14,,,,,,,,,,,,3.458e-16,,,,,,,,,,,,1.716e-14,9.611e-14,,3.873e-13
250.57,2.503e-17,,,,,,,,,,,,3.133e-16,,,,,,,,,,2.503e-17,,1.417e-14,1.040e-13,,4.124e-13
250.59,1.898e-16,,,,,,,,,,,,3.131e-16,,,,,,,,,,1.898e-16,,1.415e-14,1.041e-13,,4.126e-13
250.62,3.602e-15,,,,,,,,,,,,3.128e-16,,,,,,,,,,3.602e-15,,1.413e-14,1.041e-13,,4.128e-13
250.64,2.406e-14,,,,,,,,,,,,3.126e-16,,,,,,,,,,2.406e-14,,1.411e-14,1.042e-13,,4.129e-13
250.67,3.777e-13,,,,,,,,,,,,3.123e-16,,,,,,,,,,3.777e-13,,1.408e-14,1.042e-13,,4.132e-13
250.7,5.291e-12,,,,,,,,,,,,3.120e-16,,,,,,,,,,5.291e-12,,1.406e-14,1.043e-13,,4.134e-13
250.72,2.886e-11,,,,,,,,,,,,3.118e-16,,,,,,,,,,2.886e-11,,1.404e-14,1.044e-13,,4.135e-13
250.75,3.344e-10,,,,,,,,,,,,3.115e-16,,,,,,,,,,3.344e-10,,1.401e-14,1.044e-13,,4.138e-13
250.77,1.607e-9,,,,,,,,,,,,3.113e-16,,,,,,,,,,1.607e-9,,1.399e-14,1.045e-13,,4.139e-13
250.8,1.540e-8,,,,,,,,,,,,3.110e-16,,,,,,,,,,1.540e-8,,1.397e-14,1.046e-13,,4.141e-13
250.82,6.519e-8,,,,,,,,,,,,3.109e-16,,,,,,,,,,6.519e-8,,1.395e-14,1.046e-13,,4.143e-13
250.85,5.166e-7,,,,,,,,,,,,3.106e-16,,,,,,,,,,5.166e-7,,1.392e-14,1.047e-13,,4.145e-13
250.88,3.653e-6,,,,,,,,,,,,3.103e-16,,,,,,,,,,3.653e-6,,1.390e-14,1.047e-13,,4.147e-13
250.9,1.263e-5,,,,,,,,,,,,3.101e-16,,,,,,,,,,1.263e-5,,1.388e-14,1.048e-13,,4.149e-13
250.93,7.387e-5,,,,,,,,,,,,3.098e-16,,,,,,,,,,7.387e-5,,1.385e-14,1.049e-13,,4.151e-13
250.95,2.251e-4,,,,,,,,,,,,3.096e-16,,,,,,,,,,2.251e-4,,1.383e-14,1.049e-13,,4.153e-13
250.98,1.089e-3,,,,,,,,,,,,3.093e-16,,,,,,,,,,1.089e-3,,1.381e-14,1.050e-13,,4.155e-13
251,2.922e-3,,,,,,,,,,,,3.091e-16,,,,,,,,,,2.922e-3,,1.379e-14,1.050e-13,,4.156e-13
251.03,1.169e-2,,,,,,,,,,,,3.088e-16,,,,,,,,,,1.169e-2,,1.376e-14,1.051e-13,,4.159e-13
251.06,4.172e-2,,,,,,,,,,,,3.085e-16,,,,,,,,,,4.172e-2,,1.373e-14,1.052e-13,,4.161e-13
251.08,9.145e-2,,,,,,,,,,,,3.083e-16,,,,,,,,,,9.145e-2,,1.372e-14,1.052e-13,,4.162e-13
251.11,2.700e-1,,,,,,,,,,,,3.080e-16,,,,,,,,,,2.700e-1,,1.369e-14,1.053e-13,,4.165e-13
251.13,5.214e-1,,,,,,,,,,,,3.078e-16,,,,,,,,,,5.214e-1,,1.367e-14,1.053e-13,,4.166e-13
251.16,1.273e+0,,,,,,,,,,,,3.075e-16,,,,,,,,,,1.273e+0,,1.365e-14,1.054e-13,,4.168e-13
251.18,2.166e+0,,,,,,,,,,,,3.074e-16,,,,,,,,,,2.166e+0,,1.363e-14,1.054e-13,,4.170e-13
251.21,4.374e+0,,,,,,,,,,,,3.071e-16,,,,,,,,,,4.374e+0,,1.360e-14,1.055e-13,,4.172e-13
251.24,7.881e+0,,,,,,,,,,,,3.068e-16,,,,,,,,,,7.881e+0,,1.357e-14,1.056e-13,,4.174e-13
251.26,1.095e+1,,,,,,,,,,,,3.066e-16,,,,,,,,,,1.095e+1,,1.356e-14,1.056e-13,,4.176e-13
251.29,1.632e+1,,,,,,,,,,,,3.063e-16,,,,,,,,,,1.632e+1,,1.353e-14,1.057e-13,,4.178e-13
251.31,1.998e+1,,,,,,,,,,,,3.061e-16,,,,,,,,,,1.998e+1,,1.351e-14,1.058e-13,,4.180e-13
251.34,2.463e+1,,,,,,,,,,,,3.058e-16,,,,,,,,,,2.463e+1,,1.349e-14,1.058e-13,,4.182e-13
251.36,2.657e+1,,,,,,,,,,,,3.056e-16,,,,,,,,,,2.657e+1,,1.347e-14,1.059e-13,,4.183e-13
251.39,2.708e+1,,,,,,,,,,,,3.053e-16,,,,,,,,,,2.708e+1,,1.344e-14,1.059e-13,,4.186e-13
251.42,2.463e+1,,,,,,,,,,,,3.050e-16,,,,,,,,,,2.463e+1,,1.341e-14,1.060e-13,,4.188e-13
251.44,2.170e+1,,,,,,,,,,,,3.048e-16,,,,,,,,,,2.170e+1,,1.340e-14,1.061e-13,,4.189e-13
251.47,1.632e+1,,,,,,,,,,,,3.045e-16,,,,,,,,,,1.632e+1,,1.337e-14,1.061e-13,,4.192e-13
251.49,1.267e+1,,,,,,,,,,,,3.043e-16,,,,,,,,,,1.267e+1,,1.335e-14,1.062e-13,,4.193e-13
251.52,7.881e+0,,,,,,,,,,,,3.041e-16,,,,,,,,,,7.881e+0,,1.332e-14,1.062e-13,,4.195e-13
251.54,5.390e+0,,,,,,,,,,,,3.039e-16,,,,,,,,,,5.390e+0,,1.331e-14,1.063e-13,,4.197e-13
251.57,2.773e+0,,,,,,,,,,,,3.036e-16,,,,,,,,,,2.773e+0,,1.328e-14,1.064e-13,,4.199e-13
251.6,1.273e+0,,,,,,,,,,,,3.033e-16,,,,,,,,,,1.273e+0,,1.325e-14,1.064e-13,,4.201e-13
251.62,7.111e-1,,,,,,,,,,,,3.031e-16,,,,,,,,,,7.111e-1,,1.324e-14,1.065e-13,,4.203e-13
251.65,2.700e-1,,,,,,,,,,,,3.028e-16,,,,,,,,,,2.700e-1,,1.321e-14,1.066e-13,,4.205e-13
251.67,1.329e-1,,,,,,,,,,,,3.026e-16,,,,,,,,,,1.329e-1,,1.319e-14,1.066e-13,,4.207e-13
251.7,4.172e-2,,,,,,,,,,,,3.023e-16,,,,,,,,,,4.172e-2,,1.316e-14,1.067e-13,,4.209e-13
251.72,1.809e-2,,,,,,,,,,,,3.021e-16,,,,,,,,,,1.809e-2,,1.315e-14,1.067e-13,,4.210e-13
251.75,4.698e-3,,,,,,,,,,,,3.018e-16,,,,,,,,,,4.698e-3,,1.312e-14,1.068e-13,,4.213e-13
251.78,1.089e-3,,,,,,,,,,,,3.015e-16,,,,,,,,,,1.089e-3,,1.309e-14,1.069e-13,,4.215e-13
251.8,3.855e-4,,,,,,,,,,,,3.013e-16,,,,,,,,,,3.855e-4,,1.308e-14,1.069e-13,,4.216e-13
251.83,7.387e-5,,,,,,,,,,,,3.010e-16,,,,,,,,,,7.387e-5,,1.305e-14,1.070e-13,,4.219e-13
251.85,2.305e-5,,,,,,,,,,,,3.008e-16,,,,,,,,,,2.305e-5,,1.303e-14,1.070e-13,,4.220e-13
251.88,3.653e-6,,,,,,,,,,,,3.006e-16,,,,,,,,,,3.653e-6,,1.300e-14,1.071e-13,,4.222e-13
251.9,1.004e-6,,,,,,,,,,,,3.004e-16,,,,,,,,,,1.004e-6,,1.299e-14,1.071e-13,,4.224e-13
251.93,1.316e-7,,,,,,,,,,,,3.001e-16,,,,,,,,,,1.316e-7,,1.296e-14,1.072e-13,,4.226e-13
251.96,1.540e-8,,,,,,,,,,,,2.998e-16,,,,,,,,,,1.540e-8,,1.293e-14,1.073e-13,,4.228e-13
251.98,3.457e-9,,,,,,,,,,,,2.996e-16,,,,,,,,,,3.457e-9,,1.291e-14,1.073e-13,,4.230e-13
252.01,3.413e-10,,,,,,,,,,,,2.993e-16,,,,,,,,,,3.413e-10,,1.289e-14,1.074e-13,,4.232e-13
252.03,1.042e-10,,,,,,,,,,,,2.991e-16,,,,,,,,,,1.042e-10,,1.287e-14,1.075e-13,,4.234e-13
252.06,4.517e-10,,,,,,,,,,,,2.988e-16,,,,,,,,,,4.517e-10,,1.284e-14,1.075e-13,,4.236e-13
252.08,2.165e-9,,,,,,,,,,,,2.986e-16,,,,,,,,,,2.165e-9,,1.283e-14,1.076e-13,,4.237e-13
252.11,2.103e-8,,,,,,,,,,,,2.983e-16,,,,,,,,,,2.103e-8,,1.280e-14,1.076e-13,,4.240e-13
252.14,1.826e-7,,,,,,,,,,,,2.980e-16,,,,,,,,,,1.826e-7,,1.277e-14,1.077e-13,,4.242e-13
252.16,7.243e-7,,,,,,,,,,,,2.978e-16,,,,,,,,,,7.243e-7,,1.275e-14,1.078e-13,,4.243e-13
252.19,5.211e-6,,,,,,,,,,,,2.975e-16,,,,,,,,,,5.211e-6,,1.273e-14,1.078e-13,,4.246e-13
252.21,1.824e-5,,,,,,,,,,,,2.973e-16,,,,,,,,,,1.824e-5,,1.271e-14,1.079e-13,,4.247e-13
252.24,1.088e-4,,,,,,,,,,,,2.971e-16,,,,,,,,,,1.088e-4,,1.268e-14,1.079e-13,,4.249e-13
252.26,3.359e-4,,,,,,,,,,,,2.969e-16,,,,,,,,,,3.359e-4,,1.267e-14,1.080e-13,,4.251e-13
252.29,1.660e-3,,,,,,,,,,,,2.966e-16,,,,,,,,,,1.660e-3,,1.264e-14,1.081e-13,,4.253e-13
252.32,7.333e-3,,,,,,,,,,,,2.963e-16,,,,,,,,,,7.333e-3,,1.261e-14,1.081e-13,,4.255e-13
252.34,1.854e-2,,,,,,,,,,,,2.961e-16,,,,,,,,,,1.854e-2,,1.259e-14,1.082e-13,,4.257e-13
252.37,6.790e-2,,,,,,,,,,,,2.958e-16,,,,,,,,,,6.790e-2,,1.257e-14,1.083e-13,,4.259e-13
252.39,1.516e-1,,,,,,,,,,,,2.956e-16,,,,,,,,,,1.516e-1,,1.255e-14,1.083e-13,,4.261e-13
252.42,4.604e-1,,,,,,,,,,,,2.953e-16,,,,,,,,,,4.604e-1,,1.252e-14,1.084e-13,,4.263e-13
252.44,9.076e-1,,,,,,,,,,,,2.951e-16,,,,,,,,,,9.076e-1,,1.250e-14,1.084e-13,,4.264e-13
252.47,2.289e+0,,,,,,,,,,,,2.948e-16,,,,,,,,,,2.289e+0,,1.248e-14,1.085e-13,,4.267e-13
252.5,5.165e+0,,,,,,,,,,,,2.945e-16,,,,,,,,,,5.165e+0,,1.245e-14,1.086e-13,,4.269e-13
252.52,8.356e+0,,,,,,,,,,,,2.943e-16,,,,,,,,,,8.356e+0,,1.243e-14,1.086e-13,,4.270e-13
252.55,1.569e+1,,,,,,,,,,,,2.940e-16,,,,,,,,,,1.569e+1,,1.241e-14,1.087e-13,,4.273e-13
252.57,2.248e+1,,,,,,,,,,,,2.938e-16,,,,,,,,,,2.248e+1,,1.239e-14,1.087e-13,,4.274e-13
