idx,n_lines,wl,A,E,g,delta_p,max_abs_delta_p
"[1, 2, 3, 4, 6]",5,"[365.88910000000004, 367.6363, 370.28560000000004, 384.874, 403.3027]","[1.71, 1.19, 0.619, 0.543, 0.374]","[3.5135045543, 3.4974051314, 3.4732842024999995, 3.2204003367999996, 3.199260507]","[13.0, 15.0, 17.0, 17.0, 15.0]","[0.014273808066004534, 0.00965143161105736, 0.004028917066066673, -0.016856149412878774, -0.011098007330249848]",0.016856149412878774
"[1, 2, 3, 5, 6]",5,"[365.88910000000004, 367.6363, 370.28560000000004, 387.41720000000004, 403.3027]","[1.71, 1.19, 0.619, 1.0, 0.374]","[3.5135045543, 3.4974051314, 3.4732842024999995, 3.199260507, 3.199260507]","[13.0, 15.0, 17.0, 15.0, 15.0]","[0.01631875815626438, 0.011522263979679925, 0.005340985825525918, -0.02441166209424453, -0.008770345867225735]",0.02441166209424453
"[1, 2, 4, 5, 6]",5,"[365.88910000000004, 367.6363, 384.874, 387.41720000000004, 403.3027]","[1.71, 1.19, 0.543, 1.0, 0.374]","[3.5135045543, 3.4974051314, 3.2204003367999996, 3.199260507, 3.199260507]","[13.0, 15.0, 17.0, 15.0, 15.0]","[0.020966033636121317, 0.015343592420958813, -0.010075878748156436, -0.019299898171167285, -0.006933849137756257]",0.020966033636121317
"[1, 3, 4, 5, 6]",5,"[365.88910000000004, 370.28560000000004, 384.874, 387.41720000000004, 403.3027]","[1.71, 0.619, 0.543, 1.0, 0.374]","[3.5135045543, 3.4732842024999995, 3.2204003367999996, 3.199260507, 3.199260507]","[13.0, 17.0, 17.0, 15.0, 15.0]","[0.02554695775309518, 0.009668383573490896, -0.009632848877319827, -0.018820776666837402, -0.006761715782428929]",0.02554695775309518
"[2, 3, 4, 5, 6]",5,"[367.6363, 370.28560000000004, 384.874, 387.41720000000004, 403.3027]","[1.19, 0.619, 0.543, 1.0, 0.374]","[3.4974051314, 3.4732842024999995, 3.2204003367999996, 3.199260507, 3.199260507]","[15.0, 17.0, 17.0, 15.0, 15.0]","[0.021852607180165823, 0.011341695487648046, -0.008940425883263436, -0.01784332778255565, -0.00641054900199467]",0.021852607180165823
"[0, 1, 2, 3, 4, 5]",6,"[350.91460000000006, 365.88910000000004, 367.6363, 370.28560000000004, 384.874, 387.41720000000004]","[0.537, 1.71, 1.19, 0.619, 0.543, 1.0]","[3.5320426638, 3.5135045543, 3.4974051314, 3.4732842024999995, 3.2204003367999996, 3.199260507]","[19.0, 13.0, 15.0, 17.0, 17.0, 15.0]","[0.0069658392399248314, 0.012785953053216587, 0.00893299207709089, 0.004041935223697779, -0.01148097826401448, -0.021245741329915885]",0.021245741329915885
"[0, 1, 2, 3, 4, 6]",6,"[350.91460000000006, 365.88910000000004, 367.6363, 370.28560000000004, 384.874, 403.3027]","[0.537, 1.71, 1.19, 0.619, 0.543, 0.374]","[3.5320426638, 3.5135045543, 3.4974051314, 3.4732842024999995, 3.2204003367999996, 3.199260507]","[19.0, 13.0, 15.0, 17.0, 17.0, 15.0]","[0.0060822078505160665, 0.010556408448242238, 0.006874702275869865, 0.0025834550352432095, -0.01577694111793035, -0.010319832491941183]",0.01577694111793035
"[0, 1, 2, 3, 5, 6]",6,"[350.91460000000006, 365.88910000000004, 367.6363, 370.28560000000004, 387.41720000000004, 403.3027]","[0.537, 1.71, 1.19, 0.619, 1.0, 0.374]","[3.5320426638, 3.5135045543, 3.4974051314, 3.4732842024999995, 3.199260507, 3.199260507]","[19.0, 13.0, 15.0, 17.0, 15.0, 15.0]","[0.006887963208278752, 0.012501234255259897, 0.008617265774957195, 0.0037760756142193735, -0.023382087059667794, -0.00840045179304763]",0.023382087059667794
"[0, 1, 2, 4, 5, 6]",6,"[350.91460000000006, 365.88910000000004, 367.6363, 384.874, 387.41720000000004, 403.3027]","[0.537, 1.71, 1.19, 0.543, 1.0, 0.374]","[3.5320426638, 3.5135045543, 3.4974051314, 3.2204003367999996, 3.199260507, 3.199260507]","[19.0, 13.0, 15.0, 17.0, 15.0, 15.0]","[0.008608983136920448, 0.016217210448113667, 0.011672361539249748, -0.010258185690827898, -0.019304770000100058, -0.006935599433356018]",0.019304770000100058
"[0, 1, 3, 4, 5, 6]",6,"[350.91460000000006, 365.88910000000004, 370.28560000000004, 384.874, 387.41720000000004, 403.3027]","[0.537, 1.71, 0.619, 0.543, 1.0, 0.374]","[3.5320426638, 3.5135045543, 3.4732842024999995, 3.2204003367999996, 3.199260507, 3.199260507]","[19.0, 13.0, 17.0, 17.0, 15.0, 15.0]","[0.010153673898701726, 0.019331518927228064, 0.0069722310503681495, -0.010162873893553637, -0.01934463007315068, -0.006949919909593871]",0.01934463007315068
"[0, 2, 3, 4, 5, 6]",6,"[350.91460000000006, 367.6363, 370.28560000000004, 384.874, 387.41720000000004, 403.3027]","[0.537, 1.19, 0.619, 0.543, 1.0, 0.374]","[3.5320426638, 3.4974051314, 3.4732842024999995, 3.2204003367999996, 3.199260507, 3.199260507]","[19.0, 15.0, 17.0, 17.0, 15.0, 15.0]","[0.011393395500424133, 0.016051137908030727, 0.008083396160731005, -0.009823022950182086, -0.018910835512903956, -0.006794071106099975]",0.018910835512903956
