Wavelength (nm),Sum(calc),Fe I (1.5e-1),Fe II (8.5e-1),Fe III (1.1e-4)
555.196,2.521e-28,2.524e-28,2.521e-28,4.871e-40
555.197,1.614e-28,2.524e-28,1.614e-28,4.872e-40
555.199,6.590e-29,2.525e-28,6.590e-29,4.872e-40
555.201,2.674e-29,2.525e-28,2.674e-29,4.873e-40
555.202,1.700e-29,2.525e-28,1.700e-29,4.873e-40
555.204,6.835e-30,2.526e-28,6.835e-30,4.874e-40
555.206,2.732e-30,2.526e-28,2.732e-30,4.875e-40
555.207,1.723e-30,2.526e-28,1.723e-30,4.875e-40
555.209,6.827e-31,2.527e-28,6.827e-31,4.876e-40
556.652,2.870e-28,2.870e-28,1.249e-30,5.350e-40
556.654,7.217e-28,7.217e-28,1.250e-30,5.351e-40
556.655,1.142e-27,1.142e-27,1.250e-30,5.351e-40
556.657,2.846e-27,2.846e-27,1.251e-30,5.352e-40
556.659,7.050e-27,7.050e-27,1.252e-30,5.352e-40
556.66,1.107e-26,1.107e-26,1.252e-30,5.353e-40
556.662,2.719e-26,2.719e-26,1.253e-30,5.353e-40
556.664,6.636e-26,6.636e-26,1.254e-30,5.354e-40
556.665,1.034e-25,1.034e-25,1.254e-30,5.354e-40
556.667,2.502e-25,2.502e-25,1.255e-30,5.355e-40
556.669,6.016e-25,6.016e-25,1.256e-30,5.356e-40
556.67,9.309e-25,9.309e-25,1.256e-30,5.356e-40
556.672,2.218e-24,2.218e-24,1.257e-30,5.357e-40
556.674,5.255e-24,5.255e-24,1.258e-30,5.357e-40
556.675,8.071e-24,8.071e-24,1.258e-30,5.358e-40
556.677,1.895e-23,1.895e-23,1.259e-30,5.358e-40
556.679,4.422e-23,4.422e-23,1.260e-30,5.359e-40
556.68,6.741e-23,6.741e-23,1.260e-30,5.359e-40
556.682,1.559e-22,1.559e-22,1.261e-30,5.360e-40
556.684,3.585e-22,3.585e-22,1.262e-30,5.361e-40
556.685,5.424e-22,5.424e-22,1.262e-30,5.361e-40
556.687,1.236e-21,1.236e-21,1.263e-30,5.362e-40
556.689,2.800e-21,2.800e-21,1.264e-30,5.362e-40
556.69,4.205e-21,4.205e-21,1.264e-30,5.363e-40
556.692,9.440e-21,9.440e-21,1.265e-30,5.363e-40
556.694,2.107e-20,2.107e-20,1.266e-30,5.364e-40
556.695,3.140e-20,3.140e-20,1.266e-30,5.364e-40
556.697,6.946e-20,6.946e-20,1.267e-30,5.365e-40
556.699,1.527e-19,1.527e-19,1.268e-30,5.366e-40
556.7,2.259e-19,2.259e-19,1.268e-30,5.366e-40
556.702,4.923e-19,4.923e-19,1.269e-30,5.367e-40
556.704,1.066e-18,1.066e-18,1.270e-30,5.367e-40
556.705,1.566e-18,1.566e-18,1.270e-30,5.367e-40
556.707,3.362e-18,3.362e-18,1.271e-30,5.368e-40
556.709,7.175e-18,7.175e-18,1.272e-30,5.369e-40
556.71,1.046e-17,1.046e-17,1.272e-30,5.369e-40
556.712,2.212e-17,2.212e-17,1.273e-30,5.370e-40
556.714,4.650e-17,4.650e-17,1.274e-30,5.370e-40
556.715,6.727e-17,6.727e-17,1.274e-30,5.371e-40
556.717,1.402e-16,1.402e-16,1.275e-30,5.371e-40
556.719,2.903e-16,2.903e-16,1.275e-30,5.372e-40
556.72,4.169e-16,4.169e-16,1.276e-30,5.372e-40
556.722,8.558e-16,8.558e-16,1.277e-30,5.373e-40
556.724,1.746e-15,1.746e-15,1.277e-30,5.374e-40
556.725,2.489e-15,2.489e-15,1.278e-30,5.374e-40
556.727,5.034e-15,5.034e-15,1.279e-30,5.375e-40
556.729,1.012e-14,1.012e-14,1.279e-30,5.375e-40
556.73,1.432e-14,1.432e-14,1.280e-30,5.376e-40
556.732,2.853e-14,2.853e-14,1.281e-30,5.376e-40
556.734,5.650e-14,5.650e-14,1.281e-30,5.377e-40
556.735,7.934e-14,7.934e-14,1.282e-30,5.377e-40
556.737,1.557e-13,1.557e-13,1.283e-30,5.378e-40
556.739,3.039e-13,3.039e-13,1.283e-30,5.379e-40
556.74,4.235e-13,4.235e-13,1.284e-30,5.379e-40
556.742,8.191e-13,8.191e-13,1.285e-30,5.380e-40
556.744,1.575e-12,1.575e-12,1.285e-30,5.380e-40
556.745,2.178e-12,2.178e-12,1.286e-30,5.381e-40
556.747,4.150e-12,4.150e-12,1.286e-30,5.381e-40
556.749,7.860e-12,7.860e-12,1.287e-30,5.382e-40
556.75,1.079e-11,1.079e-11,1.288e-30,5.382e-40
556.752,2.026e-11,2.026e-11,1.288e-30,5.383e-40
556.754,3.780e-11,3.780e-11,1.289e-30,5.384e-40
556.755,5.151e-11,5.151e-11,1.290e-30,5.384e-40
556.757,9.526e-11,9.526e-11,1.290e-30,5.385e-40
556.759,1.751e-10,1.751e-10,1.291e-30,5.385e-40
556.76,2.369e-10,2.369e-10,1.292e-30,5.386e-40
556.762,4.316e-10,4.316e-10,1.292e-30,5.386e-40
556.764,7.815e-10,7.815e-10,1.293e-30,5.387e-40
556.765,1.049e-9,1.049e-9,1.294e-30,5.387e-40
556.767,1.883e-9,1.883e-9,1.294e-30,5.388e-40
556.768,2.518e-9,2.518e-9,1.295e-30,5.388e-40
556.77,4.479e-9,4.479e-9,1.296e-30,5.389e-40
556.772,7.919e-9,7.919e-9,1.296e-30,5.390e-40
556.773,1.051e-8,1.051e-8,1.297e-30,5.390e-40
556.775,1.841e-8,1.841e-8,1.297e-30,5.391e-40
556.777,3.208e-8,3.208e-8,1.298e-30,5.391e-40
556.778,4.225e-8,4.225e-8,1.299e-30,5.392e-40
556.78,7.294e-8,7.294e-8,1.299e-30,5.392e-40
556.782,1.252e-7,1.252e-7,1.300e-30,5.393e-40
556.783,1.636e-7,1.636e-7,1.301e-30,5.393e-40
556.785,2.783e-7,2.783e-7,1.301e-30,5.394e-40
556.787,4.706e-7,4.706e-7,1.302e-30,5.394e-40
556.788,6.106e-7,6.106e-7,1.303e-30,5.395e-40
556.79,1.023e-6,1.023e-6,1.303e-30,5.395e-40
556.792,1.704e-6,1.704e-6,1.304e-30,5.396e-40
556.793,2.195e-6,2.195e-6,1.305e-30,5.396e-40
556.795,3.624e-6,3.624e-6,1.305e-30,5.397e-40
556.797,5.947e-6,5.947e-6,1.306e-30,5.398e-40
556.798,7.602e-6,7.602e-6,1.306e-30,5.398e-40
556.8,1.236e-5,1.236e-5,1.307e-30,5.399e-40
556.802,1.999e-5,1.999e-5,1.308e-30,5.399e-40
556.803,2.536e-5,2.536e-5,1.308e-30,5.400e-40
556.805,4.064e-5,4.064e-5,1.309e-30,5.400e-40
556.807,6.474e-5,6.474e-5,1.310e-30,5.401e-40
556.808,8.152e-5,8.152e-5,1.310e-30,5.401e-40
556.81,1.287e-4,1.287e-4,1.311e-30,5.402e-40
556.812,2.020e-4,2.020e-4,1.312e-30,5.403e-40
556.813,2.524e-4,2.524e-4,1.312e-30,5.403e-40
556.815,3.926e-4,3.926e-4,1.313e-30,5.404e-40
556.817,6.070e-4,6.070e-4,1.314e-30,5.404e-40
556.818,7.531e-4,7.531e-4,1.314e-30,5.405e-40
556.82,1.154e-3,1.154e-3,1.315e-30,5.405e-40
556.822,1.758e-3,1.758e-3,1.316e-30,5.406e-40
556.823,2.164e-3,2.164e-3,1.316e-30,5.406e-40
556.825,3.267e-3,3.267e-3,1.317e-30,5.407e-40
556.827,4.903e-3,4.903e-3,1.318e-30,5.408e-40
556.828,5.992e-3,5.992e-3,1.318e-30,5.408e-40
556.83,8.912e-3,8.912e-3,1.319e-30,5.409e-40
556.832,1.318e-2,1.318e-2,1.320e-30,5.409e-40
556.833,1.598e-2,1.598e-2,1.320e-30,5.410e-40
556.835,2.342e-2,2.342e-2,1.321e-30,5.410e-40
556.837,3.411e-2,3.411e-2,1.322e-30,5.411e-40
556.838,4.107e-2,4.107e-2,1.322e-30,5.411e-40
556.84,5.929e-2,5.929e-2,1.323e-30,5.412e-40
556.842,8.507e-2,8.507e-2,1.324e-30,5.413e-40
556.843,1.017e-1,1.017e-1,1.324e-30,5.413e-40
556.845,1.446e-1,1.446e-1,1.325e-30,5.414e-40
556.847,2.044e-1,2.044e-1,1.326e-30,5.414e-40
556.848,2.425e-1,2.425e-1,1.326e-30,5.415e-40
556.85,3.397e-1,3.397e-1,1.327e-30,5.415e-40
556.852,4.732e-1,4.732e-1,1.328e-30,5.416e-40
556.853,5.572e-1,5.572e-1,1.328e-30,5.416e-40
556.855,7.690e-1,7.690e-1,1.329e-30,5.417e-40
556.857,1.055e+0,1.055e+0,1.330e-30,5.417e-40
556.858,1.233e+0,1.233e+0,1.330e-30,5.418e-40
556.86,1.677e+0,1.677e+0,1.331e-30,5.418e-40
556.862,2.267e+0,2.267e+0,1.332e-30,5.419e-40
556.863,2.630e+0,2.630e+0,1.332e-30,5.419e-40
556.865,3.523e+0,3.523e+0,1.333e-30,5.420e-40
556.867,4.692e+0,4.692e+0,1.334e-30,5.421e-40
556.868,5.403e+0,5.403e+0,1.334e-30,5.421e-40
556.87,7.131e+0,7.131e+0,1.335e-30,5.422e-40
556.872,9.356e+0,9.356e+0,1.336e-30,5.422e-40
556.873,1.069e+1,1.069e+1,1.336e-30,5.423e-40
556.875,1.390e+1,1.390e+1,1.337e-30,5.423e-40
556.877,1.797e+1,1.797e+1,1.338e-30,5.424e-40
556.878,2.039e+1,2.039e+1,1.338e-30,5.424e-40
556.88,2.612e+1,2.612e+1,1.339e-30,5.425e-40
556.882,3.326e+1,3.326e+1,1.339e-30,5.426e-40
556.883,3.745e+1,3.745e+1,1.340e-30,5.426e-40
556.885,4.726e+1,4.726e+1,1.341e-30,5.427e-40
556.887,5.929e+1,5.929e+1,1.341e-30,5.427e-40
556.888,6.626e+1,6.626e+1,1.342e-30,5.428e-40
556.89,8.239e+1,8.239e+1,1.343e-30,5.428e-40
556.892,1.018e+2,1.018e+2,1.343e-30,5.429e-40
556.893,1.130e+2,1.130e+2,1.344e-30,5.429e-40
556.895,1.384e+2,1.384e+2,1.345e-30,5.430e-40
556.897,1.685e+2,1.685e+2,1.345e-30,5.431e-40
556.898,1.855e+2,1.855e+2,1.346e-30,5.431e-40
556.9,2.239e+2,2.239e+2,1.347e-30,5.432e-40
556.902,2.686e+2,2.686e+2,1.347e-30,5.432e-40
556.903,2.936e+2,2.936e+2,1.348e-30,5.433e-40
556.905,3.490e+2,3.490e+2,1.348e-30,5.433e-40
556.907,4.125e+2,4.125e+2,1.349e-30,5.434e-40
556.908,4.475e+2,4.475e+2,1.350e-30,5.434e-40
556.91,5.241e+2,5.241e+2,1.350e-30,5.435e-40
556.912,6.103e+2,6.103e+2,1.351e-30,5.436e-40
556.913,6.571e+2,6.571e+2,1.352e-30,5.436e-40
556.915,7.583e+2,7.583e+2,1.352e-30,5.437e-40
556.917,8.699e+2,8.699e+2,1.353e-30,5.437e-40
556.918,9.296e+2,9.296e+2,1.354e-30,5.438e-40
556.92,1.057e+3,1.057e+3,1.354e-30,5.438e-40
556.922,1.194e+3,1.194e+3,1.355e-30,5.439e-40
556.923,1.267e+3,1.267e+3,1.356e-30,5.439e-40
556.925,1.419e+3,1.419e+3,1.356e-30,5.440e-40
556.927,1.580e+3,1.580e+3,1.357e-30,5.441e-40
556.928,1.663e+3,1.663e+3,1.358e-30,5.441e-40
556.93,1.836e+3,1.836e+3,1.358e-30,5.441e-40
556.932,2.014e+3,2.014e+3,1.359e-30,5.442e-40
556.933,2.104e+3,2.104e+3,1.359e-30,5.442e-40
556.935,2.288e+3,2.288e+3,1.360e-30,5.443e-40
556.937,2.472e+3,2.472e+3,1.361e-30,5.444e-40
556.938,2.564e+3,2.564e+3,1.361e-30,5.444e-40
556.94,2.746e+3,2.746e+3,1.362e-30,5.445e-40
556.942,2.924e+3,2.924e+3,1.363e-30,5.445e-40
556.943,3.010e+3,3.010e+3,1.363e-30,5.446e-40
556.945,3.176e+3,3.176e+3,1.364e-30,5.446e-40
556.947,3.332e+3,3.332e+3,1.365e-30,5.447e-40
556.948,3.405e+3,3.405e+3,1.365e-30,5.447e-40
556.95,3.539e+3,3.539e+3,1.366e-30,5.448e-40
556.952,3.657e+3,3.657e+3,1.367e-30,5.449e-40
556.953,3.710e+3,3.710e+3,1.367e-30,5.449e-40
556.955,3.799e+3,3.799e+3,1.368e-30,5.450e-40
556.957,3.868e+3,3.868e+3,1.369e-30,5.450e-40
556.958,3.894e+3,3.894e+3,1.369e-30,5.451e-40
556.96,3.929e+3,3.929e+3,1.370e-30,5.451e-40
556.962,3.941e+3,3.941e+3,1.371e-30,5.452e-40
556.963,3.938e+3,3.938e+3,1.371e-30,5.452e-40
556.965,3.914e+3,3.914e+3,1.372e-30,5.453e-40
556.967,3.868e+3,3.868e+3,1.373e-30,5.454e-40
556.968,3.836e+3,3.836e+3,1.373e-30,5.454e-40
556.97,3.757e+3,3.757e+3,1.374e-30,5.455e-40
556.972,3.657e+3,3.657e+3,1.375e-30,5.455e-40
556.973,3.601e+3,3.601e+3,1.375e-30,5.456e-40
556.975,3.474e+3,3.474e+3,1.376e-30,5.456e-40
556.977,3.332e+3,3.332e+3,1.377e-30,5.457e-40
556.978,3.256e+3,3.256e+3,1.377e-30,5.457e-40
556.98,3.095e+3,3.095e+3,1.378e-30,5.458e-40
556.982,2.924e+3,2.924e+3,1.379e-30,5.459e-40
556.983,2.836e+3,2.836e+3,1.379e-30,5.459e-40
556.985,2.656e+3,2.656e+3,1.380e-30,5.460e-40
556.987,2.472e+3,2.472e+3,1.381e-30,5.460e-40
556.988,2.380e+3,2.380e+3,1.381e-30,5.461e-40
556.99,2.196e+3,2.196e+3,1.382e-30,5.461e-40
556.992,2.014e+3,2.014e+3,1.383e-30,5.462e-40
556.993,1.924e+3,1.924e+3,1.383e-30,5.462e-40
556.995,1.749e+3,1.749e+3,1.384e-30,5.463e-40
556.997,1.580e+3,1.580e+3,1.385e-30,5.464e-40
556.998,1.499e+3,1.499e+3,1.385e-30,5.464e-40
557,1.342e+3,1.342e+3,1.386e-30,5.465e-40
557.002,1.194e+3,1.194e+3,1.387e-30,5.465e-40
557.003,1.124e+3,1.124e+3,1.387e-30,5.465e-40
557.005,9.919e+2,9.919e+2,1.388e-30,5.466e-40
557.007,8.699e+2,8.699e+2,1.389e-30,5.467e-40
557.008,8.128e+2,8.128e+2,1.389e-30,5.467e-40
557.01,7.064e+2,7.064e+2,1.390e-30,5.468e-40
557.012,6.103e+2,6.103e+2,1.390e-30,5.468e-40
557.013,5.660e+2,5.660e+2,1.391e-30,5.469e-40
557.015,4.846e+2,4.846e+2,1.392e-30,5.469e-40
557.017,4.125e+2,4.125e+2,1.392e-30,5.470e-40
557.018,3.797e+2,3.797e+2,1.393e-30,5.470e-40
557.02,3.203e+2,3.203e+2,1.394e-30,5.471e-40
557.022,2.686e+2,2.686e+2,1.394e-30,5.472e-40
557.023,2.454e+2,2.454e+2,1.395e-30,5.472e-40
557.025,2.040e+2,2.040e+2,1.396e-30,5.473e-40
557.027,1.685e+2,1.685e+2,1.396e-30,5.473e-40
557.028,1.528e+2,1.528e+2,1.397e-30,5.474e-40
557.03,1.251e+2,1.251e+2,1.398e-30,5.474e-40
557.032,1.018e+2,1.018e+2,1.398e-30,5.475e-40
557.033,9.167e+1,9.167e+1,1.399e-30,5.475e-40
557.035,7.395e+1,7.395e+1,1.400e-30,5.476e-40
557.037,5.929e+1,5.929e+1,1.400e-30,5.477e-40
557.038,5.298e+1,5.298e+1,1.401e-30,5.477e-40
557.04,4.210e+1,4.210e+1,1.401e-30,5.478e-40
557.042,3.326e+1,3.326e+1,1.402e-30,5.478e-40
557.043,2.949e+1,2.949e+1,1.403e-30,5.479e-40
557.045,2.309e+1,2.309e+1,1.403e-30,5.479e-40
557.047,1.797e+1,1.797e+1,1.404e-30,5.480e-40
557.048,1.582e+1,1.582e+1,1.405e-30,5.480e-40
557.05,1.220e+1,1.220e+1,1.405e-30,5.481e-40
557.052,9.356e+0,9.356e+0,1.406e-30,5.482e-40
557.053,8.174e+0,8.174e+0,1.407e-30,5.482e-40
557.055,6.211e+0,6.211e+0,1.407e-30,5.483e-40
557.057,4.692e+0,4.692e+0,1.408e-30,5.483e-40
557.058,4.069e+0,4.069e+0,1.409e-30,5.484e-40
557.06,3.046e+0,3.046e+0,1.409e-30,5.484e-40
557.062,2.267e+0,2.267e+0,1.410e-30,5.485e-40
557.063,1.951e+0,1.951e+0,1.411e-30,5.485e-40
557.065,1.439e+0,1.439e+0,1.411e-30,5.486e-40
557.067,1.055e+0,1.055e+0,1.412e-30,5.487e-40
557.068,9.015e-1,9.015e-1,1.412e-30,5.487e-40
557.07,6.551e-1,6.551e-1,1.413e-30,5.488e-40
557.072,4.732e-1,4.732e-1,1.414e-30,5.488e-40
557.073,4.012e-1,4.012e-1,1.414e-30,5.489e-40
557.075,2.872e-1,2.872e-1,1.415e-30,5.489e-40
557.077,2.044e-1,2.044e-1,1.416e-30,5.490e-40
557.078,1.720e-1,1.720e-1,1.416e-30,5.490e-40
557.08,1.213e-1,1.213e-1,1.417e-30,5.491e-40
557.082,8.507e-2,8.507e-2,1.418e-30,5.491e-40
557.083,7.107e-2,7.107e-2,1.418e-30,5.492e-40
557.085,4.938e-2,4.938e-2,1.419e-30,5.492e-40
557.087,3.411e-2,3.411e-2,1.420e-30,5.493e-40
557.088,2.828e-2,2.828e-2,1.420e-30,5.493e-40
557.09,1.936e-2,1.936e-2,1.421e-30,5.494e-40
557.092,1.318e-2,1.318e-2,1.422e-30,5.495e-40
557.093,1.084e-2,1.084e-2,1.422e-30,5.495e-40
557.095,7.313e-3,7.313e-3,1.423e-30,5.496e-40
557.097,4.903e-3,4.903e-3,1.424e-30,5.496e-40
557.098,4.005e-3,4.005e-3,1.424e-30,5.497e-40
557.1,2.661e-3,2.661e-3,1.425e-30,5.497e-40
557.102,1.758e-3,1.758e-3,1.426e-30,5.498e-40
557.103,1.425e-3,1.425e-3,1.426e-30,5.498e-40
557.105,9.332e-4,9.332e-4,1.427e-30,5.499e-40
557.107,6.075e-4,6.075e-4,1.428e-30,5.500e-40
557.108,4.892e-4,4.892e-4,1.428e-30,5.500e-40
557.11,3.161e-4,3.161e-4,1.429e-30,5.501e-40
557.112,2.037e-4,2.037e-4,1.430e-30,5.501e-40
557.113,1.636e-4,1.636e-4,1.430e-30,5.502e-40
557.115,1.063e-4,1.063e-4,1.431e-30,5.502e-40
557.117,7.092e-5,7.092e-5,1.432e-30,5.503e-40
557.118,5.925e-5,5.925e-5,1.432e-30,5.503e-40
557.12,4.508e-5,4.508e-5,1.433e-30,5.504e-40
557.122,4.104e-5,4.104e-5,1.434e-30,5.505e-40
557.123,4.251e-5,4.251e-5,1.434e-30,5.505e-40
557.125,5.285e-5,5.285e-5,1.435e-30,5.506e-40
557.127,7.505e-5,7.505e-5,1.436e-30,5.506e-40
557.128,9.190e-5,9.190e-5,1.436e-30,5.507e-40
557.13,1.413e-4,1.413e-4,1.437e-30,5.507e-40
557.132,2.202e-4,2.202e-4,1.438e-30,5.508e-40
557.133,2.752e-4,2.752e-4,1.438e-30,5.508e-40
557.135,4.291e-4,4.291e-4,1.439e-30,5.509e-40
557.137,6.663e-4,6.663e-4,1.440e-30,5.510e-40
557.138,8.287e-4,8.287e-4,1.440e-30,5.510e-40
557.14,1.276e-3,1.276e-3,1.441e-30,5.511e-40
557.142,1.955e-3,1.955e-3,1.442e-30,5.511e-40
557.143,2.413e-3,2.413e-3,1.442e-30,5.512e-40
557.145,3.663e-3,3.663e-3,1.443e-30,5.512e-40
557.147,5.527e-3,5.527e-3,1.443e-30,5.513e-40
557.148,6.774e-3,6.774e-3,1.444e-30,5.513e-40
557.15,1.013e-2,1.013e-2,1.445e-30,5.514e-40
557.152,1.506e-2,1.506e-2,1.445e-30,5.514e-40
557.153,1.832e-2,1.832e-2,1.446e-30,5.515e-40
557.155,2.699e-2,2.699e-2,1.447e-30,5.515e-40
557.157,3.953e-2,3.953e-2,1.447e-30,5.516e-40
557.158,4.773e-2,4.773e-2,1.448e-30,5.516e-40
557.16,6.928e-2,6.928e-2,1.449e-30,5.517e-40
557.162,9.996e-2,9.996e-2,1.449e-30,5.518e-40
557.163,1.198e-1,1.198e-1,1.450e-30,5.518e-40
557.165,1.713e-1,1.713e-1,1.451e-30,5.519e-40
557.167,2.435e-1,2.435e-1,1.451e-30,5.519e-40
557.168,2.897e-1,2.897e-1,1.452e-30,5.520e-40
557.17,4.082e-1,4.082e-1,1.453e-30,5.520e-40
557.172,5.717e-1,5.717e-1,1.453e-30,5.521e-40
557.173,6.750e-1,6.750e-1,1.454e-30,5.521e-40
557.175,9.370e-1,9.370e-1,1.454e-30,5.522e-40
557.177,1.293e+0,1.293e+0,1.455e-30,5.523e-40
557.178,1.515e+0,1.515e+0,1.456e-30,5.523e-40
557.18,2.072e+0,2.072e+0,1.456e-30,5.524e-40
557.182,2.817e+0,2.817e+0,1.457e-30,5.524e-40
557.183,3.277e+0,3.277e+0,1.458e-30,5.525e-40
557.185,4.415e+0,4.415e+0,1.458e-30,5.525e-40
557.187,5.912e+0,5.912e+0,1.459e-30,5.526e-40
557.188,6.827e+0,6.827e+0,1.460e-30,5.526e-40
557.19,9.061e+0,9.061e+0,1.460e-30,5.527e-40
557.192,1.196e+1,1.196e+1,1.461e-30,5.528e-40
557.193,1.370e+1,1.370e+1,1.462e-30,5.528e-40
557.195,1.792e+1,1.792e+1,1.462e-30,5.529e-40
557.197,2.329e+1,2.329e+1,1.463e-30,5.529e-40
557.198,2.650e+1,2.650e+1,1.464e-30,5.530e-40
557.2,3.414e+1,3.414e+1,1.464e-30,5.530e-40
557.202,4.372e+1,4.372e+1,1.465e-30,5.531e-40
557.203,4.937e+1,4.937e+1,1.465e-30,5.531e-40
557.205,6.267e+1,6.267e+1,1.466e-30,5.532e-40
557.207,7.907e+1,7.907e+1,1.467e-30,5.533e-40
557.208,8.862e+1,8.862e+1,1.467e-30,5.533e-40
557.21,1.108e+2,1.108e+2,1.468e-30,5.534e-40
557.212,1.378e+2,1.378e+2,1.469e-30,5.534e-40
557.213,1.533e+2,1.533e+2,1.469e-30,5.535e-40
557.215,1.888e+2,1.888e+2,1.470e-30,5.535e-40
557.217,2.312e+2,2.312e+2,1.471e-30,5.536e-40
557.218,2.553e+2,2.553e+2,1.471e-30,5.536e-40
557.22,3.099e+2,3.099e+2,1.472e-30,5.537e-40
557.222,3.739e+2,3.739e+2,1.473e-30,5.538e-40
557.223,4.098e+2,4.098e+2,1.473e-30,5.538e-40
557.225,4.901e+2,4.901e+2,1.474e-30,5.539e-40
557.227,5.826e+2,5.826e+2,1.475e-30,5.539e-40
557.228,6.338e+2,6.338e+2,1.475e-30,5.539e-40
557.23,7.467e+2,7.467e+2,1.476e-30,5.540e-40
557.232,8.745e+2,8.745e+2,1.477e-30,5.541e-40
557.233,9.442e+2,9.442e+2,1.477e-30,5.541e-40
557.235,1.096e+3,1.096e+3,1.478e-30,5.542e-40
557.237,1.265e+3,1.265e+3,1.479e-30,5.542e-40
557.238,1.355e+3,1.355e+3,1.479e-30,5.543e-40
557.24,1.550e+3,1.550e+3,1.480e-30,5.543e-40
557.242,1.762e+3,1.762e+3,1.481e-30,5.544e-40
557.243,1.874e+3,1.874e+3,1.481e-30,5.544e-40
557.245,2.112e+3,2.112e+3,1.482e-30,5.545e-40
557.247,2.365e+3,2.365e+3,1.483e-30,5.546e-40
557.248,2.497e+3,2.497e+3,1.483e-30,5.546e-40
557.25,2.772e+3,2.772e+3,1.484e-30,5.547e-40
557.252,3.058e+3,3.058e+3,1.485e-30,5.547e-40
557.253,3.205e+3,3.205e+3,1.485e-30,5.548e-40
557.255,3.505e+3,3.505e+3,1.486e-30,5.548e-40
557.257,3.810e+3,3.810e+3,1.487e-30,5.549e-40
557.258,3.964e+3,3.964e+3,1.487e-30,5.549e-40
557.26,4.270e+3,4.270e+3,1.488e-30,5.550e-40
557.262,4.573e+3,4.573e+3,1.489e-30,5.551e-40
557.263,4.722e+3,4.722e+3,1.489e-30,5.551e-40
557.265,5.012e+3,5.012e+3,1.490e-30,5.552e-40
557.267,5.289e+3,5.289e+3,1.491e-30,5.552e-40
557.268,5.420e+3,5.420e+3,1.491e-30,5.553e-40
557.27,5.668e+3,5.668e+3,1.492e-30,5.553e-40
557.272,5.892e+3,5.892e+3,1.493e-30,5.554e-40
557.273,5.994e+3,5.994e+3,1.493e-30,5.554e-40
557.275,6.175e+3,6.175e+3,1.494e-30,5.555e-40
557.277,6.324e+3,6.324e+3,1.495e-30,5.556e-40
557.278,6.386e+3,6.386e+3,1.495e-30,5.556e-40
557.28,6.482e+3,6.482e+3,1.496e-30,5.557e-40
557.282,6.540e+3,6.540e+3,1.496e-30,5.557e-40
557.283,6.555e+3,6.555e+3,1.497e-30,5.558e-40
557.285,6.555e+3,6.555e+3,1.498e-30,5.558e-40
557.287,6.516e+3,6.516e+3,1.498e-30,5.559e-40
557.288,6.482e+3,6.482e+3,1.499e-30,5.559e-40
557.29,6.386e+3,6.386e+3,1.500e-30,5.560e-40
557.292,6.254e+3,6.254e+3,1.500e-30,5.561e-40
557.293,6.175e+3,6.175e+3,1.501e-30,5.561e-40
557.295,5.994e+3,5.994e+3,1.502e-30,5.562e-40
557.297,5.783e+3,5.783e+3,1.502e-30,5.562e-40
557.298,5.668e+3,5.668e+3,1.503e-30,5.563e-40
557.3,5.420e+3,5.420e+3,1.504e-30,5.563e-40
557.302,5.152e+3,5.152e+3,1.504e-30,5.564e-40
557.303,5.012e+3,5.012e+3,1.505e-30,5.564e-40
557.305,4.722e+3,4.722e+3,1.506e-30,5.565e-40
557.307,4.422e+3,4.422e+3,1.506e-30,5.565e-40
557.308,4.270e+3,4.270e+3,1.507e-30,5.566e-40
557.31,3.964e+3,3.964e+3,1.507e-30,5.566e-40
557.312,3.657e+3,3.657e+3,1.508e-30,5.567e-40
557.313,3.505e+3,3.505e+3,1.509e-30,5.567e-40
557.315,3.205e+3,3.205e+3,1.509e-30,5.568e-40
557.317,2.914e+3,2.914e+3,1.510e-30,5.569e-40
557.318,2.772e+3,2.772e+3,1.511e-30,5.569e-40
557.32,2.497e+3,2.497e+3,1.511e-30,5.570e-40
557.322,2.236e+3,2.236e+3,1.512e-30,5.570e-40
557.323,2.112e+3,2.112e+3,1.513e-30,5.571e-40
557.325,1.874e+3,1.874e+3,1.513e-30,5.571e-40
557.327,1.654e+3,1.654e+3,1.514e-30,5.572e-40
557.328,1.550e+3,1.550e+3,1.515e-30,5.572e-40
557.33,1.355e+3,1.355e+3,1.515e-30,5.573e-40
557.332,1.178e+3,1.178e+3,1.516e-30,5.574e-40
557.333,1.096e+3,1.096e+3,1.517e-30,5.574e-40
557.335,9.442e+2,9.442e+2,1.517e-30,5.575e-40
557.337,8.087e+2,8.087e+2,1.518e-30,5.575e-40
557.338,7.467e+2,7.467e+2,1.518e-30,5.576e-40
557.34,6.338e+2,6.338e+2,1.519e-30,5.576e-40
557.342,5.347e+2,5.347e+2,1.520e-30,5.577e-40
557.343,4.901e+2,4.901e+2,1.520e-30,5.577e-40
557.345,4.098e+2,4.098e+2,1.521e-30,5.578e-40
557.347,3.407e+2,3.407e+2,1.522e-30,5.579e-40
557.348,3.099e+2,3.099e+2,1.522e-30,5.579e-40
557.35,2.553e+2,2.553e+2,1.523e-30,5.580e-40
557.352,2.091e+2,2.091e+2,1.524e-30,5.580e-40
557.353,1.888e+2,1.888e+2,1.524e-30,5.581e-40
557.355,1.533e+2,1.533e+2,1.525e-30,5.581e-40
557.357,1.237e+2,1.237e+2,1.526e-30,5.582e-40
557.358,1.108e+2,1.108e+2,1.526e-30,5.582e-40
557.36,8.862e+1,8.862e+1,1.527e-30,5.583e-40
